Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,Protein Stimulus HMS LINCS ID,Protein Stimulus Name,Other Stimulus HMS LINCS ID,Other Stimulus Name,Stimulus Concentration,Stimulus Conc Unit,ExpPlate,Measured Protein,Measured Protein MFI (a.u.),Bead Count
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,,,,,,,2,IL-16,18.0,43
60002-1,N2645,,,,,,,,,,,2,IL-16,15.5,36
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,,,,,,,2,IL-16,24.0,33
60007-1,RA2708,,,,,,,,,,,2,IL-16,14.0,33
,,,,,,,,,,,,0,IL-16,11.0,23
,,,,,,,,,,,,0,IL-16,14.5,42
,,,,,,,,,,,,0,IL-16,20.0,49
,,,,,,,,,,,,0,IL-16,20.0,37
,,,,,,,,,,,,0,IL-16,16.0,35
,,,,,,,,,,,,0,IL-16,16.0,35
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,3,IL-16,20.0,37
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,,,,,,,3,IL-16,21.0,45
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,3,IL-16,37.0,46
60003-1,N2759,10228-102-3,IKK16,2.0,uM,,,,,,,3,IL-16,33.0,49
60005-1,RA1931,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,3,IL-16,17.5,42
60005-1,RA1931,10228-102-3,IKK16,2.0,uM,,,,,,,3,IL-16,18.0,49
60001-1,N2586,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,3,IL-16,31.0,55
60001-1,N2586,10228-102-3,IKK16,2.0,uM,,,,,,,3,IL-16,38.0,67
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,,,,,,,3,IL-16,16.0,45
60004-1,RA1869,,,,,,,,,,,3,IL-16,17.0,39
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,,,,,,,3,IL-16,44.0,45
60003-1,N2759,,,,,,,,,,,3,IL-16,47.0,45
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,,,,,,,3,IL-16,19.0,46
60005-1,RA1931,,,,,,,,,,,3,IL-16,18.0,39
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,,,,,,,3,IL-16,38.0,43
60001-1,N2586,,,,,,,,,,,3,IL-16,34.0,49
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,16.0,37
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,15.0,57
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,44.0,46
60003-1,N2759,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,33.0,40
60005-1,RA1931,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,18.5,48
60005-1,RA1931,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,19.5,38
60001-1,N2586,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,28.0,55
60001-1,N2586,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,39.0,69
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,18.0,35
60004-1,RA1869,,,,,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,18.0,35
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,100.0,41
60003-1,N2759,,,,,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,77.0,43
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,19.0,37
60005-1,RA1931,,,,,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,25.0,52
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,75.0,57
60001-1,N2586,,,,,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,65.0,55
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,27.5,38
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,26.0,61
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,51.0,49
60003-1,N2759,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,64.5,56
60005-1,RA1931,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,26.0,64
60005-1,RA1931,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,27.0,53
60001-1,N2586,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,35.0,62
60001-1,N2586,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,50.0,54
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,31.0,46
60004-1,RA1869,,,,,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,32.0,54
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,100.0,37
60003-1,N2759,,,,,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,91.5,42
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,57.0,41
60005-1,RA1931,,,,,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,43.0,44
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,113.5,48
60001-1,N2586,,,,,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,101.0,39
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,3,IL-16,18.0,30
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,3,IL-16,25.0,48
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,3,IL-16,43.0,52
60003-1,N2759,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,3,IL-16,145.0,41
60005-1,RA1931,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,3,IL-16,22.0,61
60005-1,RA1931,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,3,IL-16,43.0,55
60001-1,N2586,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,3,IL-16,37.0,53
60001-1,N2586,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,3,IL-16,98.5,50
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,3,IL-16,27.0,44
60004-1,RA1869,,,,,201285,TNF-a,,,100,ng/mL,3,IL-16,26.5,34
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,3,IL-16,209.0,48
60003-1,N2759,,,,,201285,TNF-a,,,100,ng/mL,3,IL-16,252.5,40
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,3,IL-16,45.0,55
60005-1,RA1931,,,,,201285,TNF-a,,,100,ng/mL,3,IL-16,60.0,47
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,3,IL-16,179.0,47
60001-1,N2586,,,,,201285,TNF-a,,,100,ng/mL,3,IL-16,177.0,68
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,3,IL-16,14.0,52
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,,,,,,,3,IL-16,15.0,57
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,3,IL-16,38.0,39
60003-1,N2759,10228-102-3,IKK16,2.0,uM,,,,,,,3,IL-16,44.5,54
60005-1,RA1931,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,3,IL-16,18.0,53
60005-1,RA1931,10228-102-3,IKK16,2.0,uM,,,,,,,3,IL-16,22.0,45
60001-1,N2586,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,3,IL-16,30.0,41
60001-1,N2586,10228-102-3,IKK16,2.0,uM,,,,,,,3,IL-16,33.5,46
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,,,,,,,3,IL-16,16.0,53
60004-1,RA1869,,,,,,,,,,,3,IL-16,13.0,50
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,,,,,,,3,IL-16,49.0,45
60003-1,N2759,,,,,,,,,,,3,IL-16,46.0,39
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,,,,,,,3,IL-16,19.0,46
60005-1,RA1931,,,,,,,,,,,3,IL-16,21.0,39
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,,,,,,,3,IL-16,32.5,34
60001-1,N2586,,,,,,,,,,,3,IL-16,31.0,42
60004-1,RA1869,,,,,,,,,,,3,IL-16,16.0,35
60003-1,N2759,,,,,,,,,,,3,IL-16,55.5,46
60005-1,RA1931,,,,,,,,,,,3,IL-16,24.0,43
60001-1,N2586,,,,,,,,,,,3,IL-16,32.0,52
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,3,IL-16,14.0,41
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,,,,,,,3,IL-16,17.0,38
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,3,IL-16,44.0,29
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,,,,,,,3,IL-16,50.0,38
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,3,IL-16,20.0,39
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,,,,,,,3,IL-16,21.0,41
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,3,IL-16,30.0,55
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,,,,,,,3,IL-16,34.0,60
60004-1,RA1869,,,,,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,13.0,21
60003-1,N2759,,,,,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,69.0,41
60005-1,RA1931,,,,,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,20.0,42
60001-1,N2586,,,,,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,69.5,58
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,15.0,40
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,15.5,50
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,54.0,39
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,81.0,60
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,22.0,49
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,22.5,38
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,39.0,39
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-16,72.5,42
60004-1,RA1869,,,,,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,31.0,29
60003-1,N2759,,,,,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,106.0,52
60005-1,RA1931,,,,,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,46.0,54
60001-1,N2586,,,,,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,101.0,58
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,34.0,48
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,24.0,68
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,83.5,30
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,230.0,45
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,36.0,51
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,54.0,29
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,73.5,54
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-16,169.5,48
60004-1,RA1869,,,,,201285,TNF-a,,,100,ng/mL,3,IL-16,32.0,41
60003-1,N2759,,,,,201285,TNF-a,,,100,ng/mL,3,IL-16,298.5,36
60005-1,RA1931,,,,,201285,TNF-a,,,100,ng/mL,3,IL-16,56.5,30
60001-1,N2586,,,,,201285,TNF-a,,,100,ng/mL,3,IL-16,172.0,47
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,3,IL-16,33.0,47
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,3,IL-16,25.0,39
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,3,IL-16,196.0,32
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,3,IL-16,192.0,51
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,3,IL-16,58.0,43
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,3,IL-16,50.0,36
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,3,IL-16,106.5,38
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,3,IL-16,121.0,41
,,,,,,,,,,,,0,IL-16,14.0,47
,,,,,,,,,,,,0,IL-16,15.0,51
,,,,,,,,,,,,0,IL-16,10.0,45
60004-1,RA1869,,,,,,,,,,,3,IL-16,21.5,30
60003-1,N2759,,,,,,,,,,,3,IL-16,42.0,42
60005-1,RA1931,,,,,,,,,,,3,IL-16,21.0,45
60001-1,N2586,,,,,,,,,,,3,IL-16,34.0,31
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,3,IL-16,18.0,45
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,,,,,,,3,IL-16,19.0,25
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,3,IL-16,44.0,39
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,,,,,,,3,IL-16,40.0,42
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,3,IL-16,22.0,31
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,,,,,,,3,IL-16,23.0,21
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,3,IL-16,30.5,44
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,,,,,,,3,IL-16,33.0,35
,,,,,,,,,,,,0,IL-16,24.0,42
,,,,,,,,,,,,0,IL-16,22.5,46
,,,,,,,,,,,,0,IL-16,21.5,26
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,4,IL-16,31.0,57
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,,,,,,,4,IL-16,25.0,50
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,4,IL-16,22.0,65
60002-1,N2645,10228-102-3,IKK16,2.0,uM,,,,,,,4,IL-16,24.0,55
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,4,IL-16,33.0,48
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,,,,,,,4,IL-16,42.5,54
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,,,,,,,4,IL-16,27.0,64
60006-1,RA2159,,,,,,,,,,,4,IL-16,27.0,46
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,,,,,,,4,IL-16,21.0,58
60002-1,N2645,,,,,,,,,,,4,IL-16,22.0,47
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,,,,,,,4,IL-16,34.0,47
60007-1,RA2708,,,,,,,,,,,4,IL-16,32.5,52
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,31.5,46
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,24.0,75
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,25.0,65
60002-1,N2645,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,22.0,57
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,30.5,68
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,38.0,38
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,33.0,62
60006-1,RA2159,,,,,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,30.0,63
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,25.0,56
60002-1,N2645,,,,,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,27.0,52
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,50.0,41
60007-1,RA2708,,,,,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,48.0,46
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,38.5,56
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,40.0,60
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,40.0,59
60002-1,N2645,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,41.0,45
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,38.5,56
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,62.0,54
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,51.0,51
60006-1,RA2159,,,,,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,42.0,45
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,81.5,54
60002-1,N2645,,,,,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,66.0,53
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,93.0,55
60007-1,RA2708,,,,,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,83.5,34
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,4,IL-16,33.0,48
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,4,IL-16,45.0,62
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,4,IL-16,40.5,52
60002-1,N2645,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,4,IL-16,52.5,54
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,4,IL-16,41.0,61
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,4,IL-16,99.5,54
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,4,IL-16,73.0,54
60006-1,RA2159,,,,,201285,TNF-a,,,100,ng/mL,4,IL-16,70.0,63
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,4,IL-16,65.5,58
60002-1,N2645,,,,,201285,TNF-a,,,100,ng/mL,4,IL-16,66.0,64
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,4,IL-16,223.0,43
60007-1,RA2708,,,,,201285,TNF-a,,,100,ng/mL,4,IL-16,192.5,50
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,4,IL-16,33.0,41
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,,,,,,,4,IL-16,23.0,43
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,4,IL-16,23.0,50
60002-1,N2645,10228-102-3,IKK16,2.0,uM,,,,,,,4,IL-16,22.5,46
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,4,IL-16,30.5,56
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,,,,,,,4,IL-16,36.0,47
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,,,,,,,4,IL-16,26.0,54
60006-1,RA2159,,,,,,,,,,,4,IL-16,29.0,47
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,,,,,,,4,IL-16,21.0,58
60002-1,N2645,,,,,,,,,,,4,IL-16,25.5,42
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,,,,,,,4,IL-16,37.5,38
60007-1,RA2708,,,,,,,,,,,4,IL-16,35.0,42
60006-1,RA2159,,,,,,,,,,,4,IL-16,26.0,15
60002-1,N2645,,,,,,,,,,,4,IL-16,19.0,37
60007-1,RA2708,,,,,,,,,,,4,IL-16,41.0,48
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,IL-16,30.0,50
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,,,,,,,4,IL-16,31.0,51
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,IL-16,25.0,53
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,,,,,,,4,IL-16,22.5,52
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,IL-16,34.5,34
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,,,,,,,4,IL-16,32.0,37
60006-1,RA2159,,,,,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,34.0,34
60002-1,N2645,,,,,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,26.0,52
60007-1,RA2708,,,,,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,43.0,35
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,27.0,61
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,29.0,26
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,26.0,39
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,33.0,41
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,41.0,36
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-16,45.0,34
60006-1,RA2159,,,,,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,50.0,51
60002-1,N2645,,,,,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,44.5,48
60007-1,RA2708,,,,,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,62.0,50
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,44.0,48
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,52.0,45
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,68.0,33
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,70.0,27
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,60.0,39
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-16,143.0,32
60006-1,RA2159,,,,,201285,TNF-a,,,100,ng/mL,4,IL-16,81.0,47
60002-1,N2645,,,,,201285,TNF-a,,,100,ng/mL,4,IL-16,68.0,44
60007-1,RA2708,,,,,201285,TNF-a,,,100,ng/mL,4,IL-16,136.0,36
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,4,IL-16,55.0,38
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,4,IL-16,59.0,49
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,4,IL-16,72.5,34
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,4,IL-16,56.0,37
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,4,IL-16,135.0,47
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,4,IL-16,128.0,35
,,,,,,,,,,,,0,IL-16,17.0,34
,,,,,,,,,,,,0,IL-16,16.5,38
,,,,,,,,,,,,0,IL-16,18.0,36
60006-1,RA2159,,,,,,,,,,,4,IL-16,25.0,42
60002-1,N2645,,,,,,,,,,,4,IL-16,19.0,45
60007-1,RA2708,,,,,,,,,,,4,IL-16,35.0,33
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,IL-16,29.5,36
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,,,,,,,4,IL-16,28.0,42
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,IL-16,27.0,28
