Cell HMS LINCS ID,Cell Name,Small Molecule 1 HMS LINCS ID,Small Molecule 1 Name,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 1 Concentration,Small Mol 2 Concentration,Small Mol Conc Unit,Time Point,Time Point Unit,Replicate,Primary Antibody (488) HMS LINCS ID,Primary Antibody (488) Name,Secondary Antibody (488) HMS LINCS ID,Secondary Antibody (488) Name,Protein Detected (488) HMS LINCS ID,Protein Detected (488) Name,Mean Fluorescence Intensity (488),Primary Antibody (568) HMS LINCS ID,Primary Antibody (568) Name,Secondary Antibody (568) HMS LINCS ID,Secondary Antibody (568) Name,Protein Detected (568) HMS LINCS ID,Protein Detected (568) Name,Mean Fluorescence Intensity (568),Primary Antibody (647) HMS LINCS ID,Primary Antibody (647) Name,Secondary Antibody (647) HMS LINCS ID,Secondary Antibody (647) Name,Protein 1 Detected (647) HMS LINCS ID,Protein 1 Detected (647) Name,Protein 2 Detected (647) HMS LINCS ID,Protein 2 Detected (647) Name,Protein 3 Detected (647) HMS LINCS ID,Protein 3 Detected (647) Name,Protein 4 Detected (647) HMS LINCS ID,Protein 4 Detected (647) Name,Mean Fluorescence Intensity (647),Plate Name,Plate Well
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,3758.41,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),526.54,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),3486.92,A375-P2,B10
50149-4,COLO 858,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,544.26,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),196.99,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),107.67,Colo858-P2,D10
50149-4,COLO 858,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,296.87,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),174.25,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),102.81,Colo858-P2,D11
50149-4,COLO 858,10068-101-1,Vemurafenib,,,1.000,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1149.43,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),256.57,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),107.38,Colo858-P2,D2
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,1.000,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,760.38,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),213.38,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),82.44,Colo858-P2,D3
50149-4,COLO 858,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,803.55,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),270.43,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),123.84,Colo858-P2,D4
50149-4,COLO 858,10068-101-1,Vemurafenib,10199-101-2,PF 573228,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,602.92,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),236.77,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),129.72,Colo858-P2,D5
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,737.29,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),186.20,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),100.42,Colo858-P2,D6
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,883.94,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),329.38,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),118.39,Colo858-P2,D7
50149-4,COLO 858,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,677.62,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),246.56,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),95.35,Colo858-P2,D8
50149-4,COLO 858,10068-101-1,Vemurafenib,10007-101-4,AZD8055,1.000,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,634.53,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),184.79,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),100.74,Colo858-P2,D9
50149-4,COLO 858,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,4310.13,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),585.89,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),3457.54,Colo858-P2,E10
50149-4,COLO 858,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1557.69,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),289.01,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),2689.84,Colo858-P2,E11
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.000,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,4573.26,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),478.49,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),3489.55,Colo858-P2,E2
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.000,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,667.43,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),193.86,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),85.71,Colo858-P2,E3
50149-4,COLO 858,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,4071.84,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),489.97,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),3241.17,Colo858-P2,E4
50149-4,COLO 858,10068-101-1,Vemurafenib,10199-101-2,PF 573228,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,4419.06,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),491.08,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),2984.57,Colo858-P2,E5
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,3685.89,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),418.67,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),2826.09,Colo858-P2,E6
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,5290.45,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),751.22,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),2783.68,Colo858-P2,E7
50149-4,COLO 858,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,4297.70,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),487.68,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),2778.37,Colo858-P2,E8
50149-4,COLO 858,10068-101-1,Vemurafenib,10007-101-4,AZD8055,0.000,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1789.36,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),263.77,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),1281.58,Colo858-P2,E9
50149-4,COLO 858,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,489.91,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),206.29,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),212.85,Colo858-P2,F10
50149-4,COLO 858,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,213.11,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),169.46,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),150.11,Colo858-P2,F11
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.316,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1642.99,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),336.51,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),162.60,Colo858-P2,F2
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.316,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,763.90,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),222.80,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),96.57,Colo858-P2,F3
50149-4,COLO 858,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,848.53,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),307.28,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),151.03,Colo858-P2,F4
50149-4,COLO 858,10068-101-1,Vemurafenib,10199-101-2,PF 573228,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,539.48,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),226.18,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),133.38,Colo858-P2,F5
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,648.54,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),201.32,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),153.38,Colo858-P2,F6
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,931.35,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),304.08,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),214.87,Colo858-P2,F7
50149-4,COLO 858,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,663.05,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),231.87,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),150.83,Colo858-P2,F8
50149-4,COLO 858,10068-101-1,Vemurafenib,10007-101-4,AZD8055,0.316,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,508.75,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),162.24,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),145.30,Colo858-P2,F9
50149-4,COLO 858,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,595.42,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),189.82,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),121.49,Colo858-P2,G10
50149-4,COLO 858,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,279.89,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),162.80,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),95.94,Colo858-P2,G11
50149-4,COLO 858,10068-101-1,Vemurafenib,,,1.000,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,528.18,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),220.17,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),128.68,Colo858-P2,G2
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,1.000,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1005.69,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),437.65,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),160.04,Colo858-P2,G3
50149-4,COLO 858,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,736.64,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),247.06,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),117.49,Colo858-P2,G4
50149-4,COLO 858,10068-101-1,Vemurafenib,10199-101-2,PF 573228,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,473.34,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),230.03,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),118.10,Colo858-P2,G5
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,739.08,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),206.31,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),123.60,Colo858-P2,G6
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,687.73,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),299.12,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),114.27,Colo858-P2,G7
50149-4,COLO 858,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,623.12,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),180.02,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),92.35,Colo858-P2,G8
50149-4,COLO 858,10068-101-1,Vemurafenib,10007-101-4,AZD8055,1.000,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,521.75,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),163.85,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),108.99,Colo858-P2,G9
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1195.05,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),226.80,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),2556.68,WM115-P2,B10
