Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,Replicate,Seeding Density,Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Relative Cell Count,Mean Normalized Growth Rate Inhibition Value
50057-3,SK-BR-3,10250-999-4,Etoposide,0.01,uM,4,5000.00,3240.08,5271.67,5492.00,0.9595,0.8957
50057-3,SK-BR-3,10250-999-4,Etoposide,0.031623,uM,4,5000.00,3240.08,5470.33,5492.00,0.9960,0.9894
50057-3,SK-BR-3,10250-999-4,Etoposide,0.1,uM,4,5000.00,3240.08,5157.67,5492.00,0.9393,0.8430
50057-3,SK-BR-3,10250-999-4,Etoposide,0.31623,uM,4,5000.00,3240.08,3299.67,5492.00,0.6008,0.0243
50057-3,SK-BR-3,10250-999-4,Etoposide,1,uM,4,5000.00,3240.08,2531.67,5492.00,0.4608,-0.2768
50057-3,SK-BR-3,10250-999-4,Etoposide,3.1623,uM,4,5000.00,3240.08,2204.00,5492.00,0.4013,-0.3972
50057-3,SK-BR-3,10250-999-4,Etoposide,10,uM,4,5000.00,3240.08,2013.00,5492.00,0.3663,-0.4642
50057-3,SK-BR-3,10250-999-4,Etoposide,19.9526,uM,4,5000.00,3240.08,1971.67,5492.00,0.3589,-0.4793
50057-3,SK-BR-3,10099-101-1,Nilotinib,0.0033113,uM,4,5000.00,3240.08,5658.67,5492.00,1.0303,1.0801
50057-3,SK-BR-3,10099-101-1,Nilotinib,0.01,uM,4,5000.00,3240.08,5558.33,5492.00,1.0122,1.0327
50057-3,SK-BR-3,10099-101-1,Nilotinib,0.031623,uM,4,5000.00,3240.08,5799.00,5492.00,1.0560,1.1493
50057-3,SK-BR-3,10099-101-1,Nilotinib,0.1,uM,4,5000.00,3240.08,5676.33,5492.00,1.0337,1.0900
50057-3,SK-BR-3,10099-101-1,Nilotinib,0.31623,uM,4,5000.00,3240.08,5702.33,5492.00,1.0383,1.1019
50057-3,SK-BR-3,10099-101-1,Nilotinib,1,uM,4,5000.00,3240.08,5606.67,5492.00,1.0210,1.0558
50057-3,SK-BR-3,10099-101-1,Nilotinib,3.1623,uM,4,5000.00,3240.08,5184.67,5492.00,0.9439,0.8539
50057-3,SK-BR-3,10099-101-1,Nilotinib,10,uM,4,5000.00,3240.08,2563.00,5492.00,0.4664,-0.2628
50057-3,SK-BR-3,10099-101-1,Nilotinib,19.9526,uM,4,5000.00,3240.08,2352.33,5492.00,0.4286,-0.3418
50057-3,SK-BR-3,10049-101-1,PLX-4720,0.0033113,uM,4,5000.00,3240.08,5680.00,5492.00,1.0347,1.0974
50057-3,SK-BR-3,10049-101-1,PLX-4720,0.01,uM,4,5000.00,3240.08,5653.33,5492.00,1.0295,1.0785
50057-3,SK-BR-3,10049-101-1,PLX-4720,0.031623,uM,4,5000.00,3240.08,5714.00,5492.00,1.0403,1.1063
50057-3,SK-BR-3,10049-101-1,PLX-4720,0.1,uM,4,5000.00,3240.08,5673.33,5492.00,1.0330,1.0868
50057-3,SK-BR-3,10049-101-1,PLX-4720,0.31623,uM,4,5000.00,3240.08,5557.33,5492.00,1.0120,1.0327
50057-3,SK-BR-3,10049-101-1,PLX-4720,1,uM,4,5000.00,3240.08,5760.00,5492.00,1.0490,1.1308
50057-3,SK-BR-3,10049-101-1,PLX-4720,3.1623,uM,4,5000.00,3240.08,5656.33,5492.00,1.0299,1.0786
50057-3,SK-BR-3,10049-101-1,PLX-4720,10,uM,4,5000.00,3240.08,5422.33,5492.00,0.9874,0.9682
50057-3,SK-BR-3,10049-101-1,PLX-4720,19.9526,uM,4,5000.00,3240.08,4901.33,5492.00,0.8925,0.7228
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,0.0016596,uM,4,5000.00,3240.08,5664.00,5492.00,1.0313,1.0823
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,0.0033113,uM,4,5000.00,3240.08,5697.33,5492.00,1.0375,1.0995
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,0.01,uM,4,5000.00,3240.08,5932.00,5492.00,1.0804,1.2165
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,0.031623,uM,4,5000.00,3240.08,5291.33,5492.00,0.9635,0.9046
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,0.1,uM,4,5000.00,3240.08,5560.33,5492.00,1.0124,1.0326
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,0.31623,uM,4,5000.00,3240.08,5404.00,5492.00,0.9840,0.9590
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,1,uM,4,5000.00,3240.08,5373.67,5492.00,0.9787,0.9457
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,3.1623,uM,4,5000.00,3240.08,3441.67,5492.00,0.6267,0.0839
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,10,uM,4,5000.00,3240.08,2525.67,5492.00,0.4599,-0.2791
50057-3,SK-BR-3,10071-101-1,Palbociclib,0.0033113,uM,4,5000.00,3240.08,5064.00,5299.75,0.9578,0.8966
50057-3,SK-BR-3,10071-101-1,Palbociclib,0.01,uM,4,5000.00,3240.08,4806.67,5299.75,0.9056,0.7291
50057-3,SK-BR-3,10071-101-1,Palbociclib,0.031623,uM,4,5000.00,3240.08,4398.33,5299.75,0.8297,0.5304
50057-3,SK-BR-3,10071-101-1,Palbociclib,0.1,uM,4,5000.00,3240.08,4622.00,5299.75,0.8683,0.6207
50057-3,SK-BR-3,10071-101-1,Palbociclib,0.31623,uM,4,5000.00,3240.08,3821.33,5299.75,0.7192,0.2454
50057-3,SK-BR-3,10071-101-1,Palbociclib,1,uM,4,5000.00,3240.08,3665.67,5299.75,0.6906,0.1768
50057-3,SK-BR-3,10071-101-1,Palbociclib,3.1623,uM,4,5000.00,3240.08,3668.33,5299.75,0.6913,0.1788
50057-3,SK-BR-3,10071-101-1,Palbociclib,10,uM,4,5000.00,3240.08,3373.33,5299.75,0.6358,0.0474
50057-3,SK-BR-3,10071-101-1,Palbociclib,19.9526,uM,4,5000.00,3240.08,3059.67,5299.75,0.5744,-0.0914
50105-3,BT-20,10146-101-3,Omipalisib,0.0016596,uM,5,156.25,29.46,140.67,134.00,1.0561,1.0506
50105-3,BT-20,10146-101-3,Omipalisib,0.0033113,uM,5,156.25,29.46,161.33,134.00,1.2002,1.1682
50105-3,BT-20,10146-101-3,Omipalisib,0.01,uM,5,156.25,29.46,136.00,134.00,1.0261,1.0096
50105-3,BT-20,10146-101-3,Omipalisib,0.031623,uM,5,156.25,29.46,87.33,134.00,0.6559,0.6479
50105-3,BT-20,10146-101-3,Omipalisib,0.1,uM,5,156.25,29.46,70.00,134.00,0.5278,0.4868
50105-3,BT-20,10146-101-3,Omipalisib,0.31623,uM,5,156.25,29.46,62.33,134.00,0.4683,0.4114
50105-3,BT-20,10146-101-3,Omipalisib,1,uM,5,156.25,29.46,65.67,134.00,0.4929,0.4455
50105-3,BT-20,10146-101-3,Omipalisib,3.1623,uM,5,156.25,29.46,44.33,134.00,0.3323,0.1959
50105-3,BT-20,10146-101-3,Omipalisib,10,uM,5,156.25,29.46,34.67,134.00,0.2566,0.0666
50105-3,BT-20,10264-999-2,Methotrexate,0.0016596,uM,5,156.25,29.46,132.00,134.00,0.9941,0.9886
50105-3,BT-20,10264-999-2,Methotrexate,0.0033113,uM,5,156.25,29.46,127.00,134.00,0.9431,0.9399
50105-3,BT-20,10264-999-2,Methotrexate,0.01,uM,5,156.25,29.46,155.33,134.00,1.1551,1.1330
50105-3,BT-20,10264-999-2,Methotrexate,0.031623,uM,5,156.25,29.46,140.67,134.00,1.0473,1.0347
50105-3,BT-20,10264-999-2,Methotrexate,0.1,uM,5,156.25,29.46,120.67,134.00,0.9005,0.9045
50105-3,BT-20,10264-999-2,Methotrexate,0.31623,uM,5,156.25,29.46,129.33,134.00,0.9683,0.9715
50105-3,BT-20,10264-999-2,Methotrexate,1,uM,5,156.25,29.46,151.33,134.00,1.1357,1.1144
50105-3,BT-20,10264-999-2,Methotrexate,3.1623,uM,5,156.25,29.46,131.00,134.00,0.9870,0.9842
50105-3,BT-20,10264-999-2,Methotrexate,10,uM,5,156.25,29.46,149.33,134.00,1.1106,1.0902
50105-3,BT-20,10102-999-6,Taxol,0.00016596,uM,5,156.25,29.46,175.00,134.00,1.3043,1.2576
50105-3,BT-20,10102-999-6,Taxol,0.00033113,uM,5,156.25,29.46,138.33,134.00,1.0271,0.9966
50105-3,BT-20,10102-999-6,Taxol,0.001,uM,5,156.25,29.46,132.67,134.00,1.0024,0.9958
50105-3,BT-20,10102-999-6,Taxol,0.0031623,uM,5,156.25,29.46,118.67,134.00,0.8913,0.8947
50105-3,BT-20,10102-999-6,Taxol,0.01,uM,5,156.25,29.46,71.00,134.00,0.5285,0.4917
50105-3,BT-20,10102-999-6,Taxol,0.031623,uM,5,156.25,29.46,75.67,134.00,0.5759,0.5027
50105-3,BT-20,10102-999-6,Taxol,0.1,uM,5,156.25,29.46,76.33,134.00,0.5724,0.5461
50105-3,BT-20,10102-999-6,Taxol,0.31623,uM,5,156.25,29.46,73.33,134.00,0.5518,0.5202
50105-3,BT-20,10102-999-6,Taxol,1,uM,5,156.25,29.46,85.67,134.00,0.6448,0.6334
50105-3,BT-20,10250-999-4,Etoposide,0.0033113,uM,5,156.25,29.46,149.67,116.92,1.2806,1.2659
50105-3,BT-20,10250-999-4,Etoposide,0.01,uM,5,156.25,29.46,124.67,116.92,1.0614,1.0539
50105-3,BT-20,10250-999-4,Etoposide,0.031623,uM,5,156.25,29.46,122.67,116.92,1.0508,1.0500
50105-3,BT-20,10250-999-4,Etoposide,0.1,uM,5,156.25,29.46,162.33,116.92,1.3946,1.3562
50105-3,BT-20,10250-999-4,Etoposide,0.31623,uM,5,156.25,29.46,100.00,116.92,0.8548,0.8471
50105-3,BT-20,10250-999-4,Etoposide,1,uM,5,156.25,29.46,110.00,116.92,0.9333,0.9156
50105-3,BT-20,10250-999-4,Etoposide,3.1623,uM,5,156.25,29.46,86.00,116.92,0.7400,0.7175
50105-3,BT-20,10250-999-4,Etoposide,10,uM,5,156.25,29.46,69.67,116.92,0.5940,0.5360
50105-3,BT-20,10250-999-4,Etoposide,19.9526,uM,5,156.25,29.46,66.67,116.92,0.5720,0.5011
50105-3,BT-20,10099-101-1,Nilotinib,0.0033113,uM,5,156.25,29.46,124.67,116.92,1.0753,1.0744
50105-3,BT-20,10099-101-1,Nilotinib,0.01,uM,5,156.25,29.46,128.00,116.92,1.0971,1.0955
50105-3,BT-20,10099-101-1,Nilotinib,0.031623,uM,5,156.25,29.46,126.67,116.92,1.0897,1.0876
50105-3,BT-20,10099-101-1,Nilotinib,0.1,uM,5,156.25,29.46,124.00,116.92,1.0525,1.0327
50105-3,BT-20,10099-101-1,Nilotinib,0.31623,uM,5,156.25,29.46,145.67,116.92,1.2449,1.2286
50105-3,BT-20,10099-101-1,Nilotinib,1,uM,5,156.25,29.46,149.67,116.92,1.2756,1.2558
50105-3,BT-20,10099-101-1,Nilotinib,3.1623,uM,5,156.25,29.46,162.33,116.92,1.3864,1.3540
50105-3,BT-20,10099-101-1,Nilotinib,10,uM,5,156.25,29.46,572.00,116.92,4.8604,3.4085
50105-3,BT-20,10099-101-1,Nilotinib,19.9526,uM,5,156.25,29.46,869.00,116.92,7.4429,4.4242
50105-3,BT-20,10049-101-1,PLX-4720,0.0033113,uM,5,156.25,29.46,147.67,116.92,1.2544,1.2287
50105-3,BT-20,10049-101-1,PLX-4720,0.01,uM,5,156.25,29.46,116.67,116.92,0.9921,0.9839
50105-3,BT-20,10049-101-1,PLX-4720,0.031623,uM,5,156.25,29.46,90.33,116.92,0.7790,0.7549
50105-3,BT-20,10049-101-1,PLX-4720,0.1,uM,5,156.25,29.46,147.33,116.92,1.2622,1.2495
50105-3,BT-20,10049-101-1,PLX-4720,0.31623,uM,5,156.25,29.46,108.33,116.92,0.9250,0.9174
50105-3,BT-20,10049-101-1,PLX-4720,1,uM,5,156.25,29.46,129.67,116.92,1.1015,1.0780
50105-3,BT-20,10049-101-1,PLX-4720,3.1623,uM,5,156.25,29.46,156.67,116.92,1.3333,1.3017
50105-3,BT-20,10049-101-1,PLX-4720,10,uM,5,156.25,29.46,124.33,116.92,1.0692,1.0695
50105-3,BT-20,10049-101-1,PLX-4720,19.9526,uM,5,156.25,29.46,91.33,116.92,0.7875,0.7690
50105-3,BT-20,10024-101-1,NVP-TAE684,0.0016596,uM,5,156.25,29.46,107.00,116.92,0.9160,0.9040
50105-3,BT-20,10024-101-1,NVP-TAE684,0.0033113,uM,5,156.25,29.46,138.00,116.92,1.1831,1.1766
50105-3,BT-20,10024-101-1,NVP-TAE684,0.01,uM,5,156.25,29.46,124.00,116.92,1.0612,1.0602
50105-3,BT-20,10024-101-1,NVP-TAE684,0.031623,uM,5,156.25,29.46,123.00,116.92,1.0451,1.0320
50105-3,BT-20,10024-101-1,NVP-TAE684,0.1,uM,5,156.25,29.46,115.67,116.92,0.9926,0.9935
50105-3,BT-20,10024-101-1,NVP-TAE684,0.31623,uM,5,156.25,29.46,120.00,116.92,1.0272,1.0278
50105-3,BT-20,10024-101-1,NVP-TAE684,1,uM,5,156.25,29.46,130.67,116.92,1.1216,1.1133
50105-3,BT-20,10024-101-1,NVP-TAE684,3.1623,uM,5,156.25,29.46,67.33,116.92,0.5804,0.5178
50105-3,BT-20,10024-101-1,NVP-TAE684,10,uM,5,156.25,29.46,50.00,116.92,0.4258,0.2931
50105-3,BT-20,10071-101-1,Palbociclib,0.0033113,uM,5,156.25,29.46,148.33,134.00,1.1023,1.0866
50105-3,BT-20,10071-101-1,Palbociclib,0.01,uM,5,156.25,29.46,135.67,134.00,1.0147,0.9977
50105-3,BT-20,10071-101-1,Palbociclib,0.031623,uM,5,156.25,29.46,127.67,134.00,0.9504,0.9367
50105-3,BT-20,10071-101-1,Palbociclib,0.1,uM,5,156.25,29.46,109.33,134.00,0.8142,0.8184
50105-3,BT-20,10071-101-1,Palbociclib,0.31623,uM,5,156.25,29.46,85.33,134.00,0.6404,0.6302
50105-3,BT-20,10071-101-1,Palbociclib,1,uM,5,156.25,29.46,82.00,134.00,0.6132,0.5984
50105-3,BT-20,10071-101-1,Palbociclib,3.1623,uM,5,156.25,29.46,75.00,134.00,0.5581,0.5291
50105-3,BT-20,10071-101-1,Palbociclib,10,uM,5,156.25,29.46,76.00,134.00,0.5707,0.5459
50105-3,BT-20,10071-101-1,Palbociclib,19.9526,uM,5,156.25,29.46,75.00,134.00,0.5598,0.5320
50105-3,BT-20,10146-101-3,Omipalisib,0.0016596,uM,5,312.50,145.00,304.00,313.42,0.9784,0.9706
50105-3,BT-20,10146-101-3,Omipalisib,0.0033113,uM,5,312.50,145.00,330.67,313.42,1.0589,1.1128
50105-3,BT-20,10146-101-3,Omipalisib,0.01,uM,5,312.50,145.00,307.00,313.42,0.9729,0.9346
50105-3,BT-20,10146-101-3,Omipalisib,0.031623,uM,5,312.50,145.00,191.00,313.42,0.6103,0.2810
50105-3,BT-20,10146-101-3,Omipalisib,0.1,uM,5,312.50,145.00,131.00,313.42,0.4208,-0.0844
50105-3,BT-20,10146-101-3,Omipalisib,0.31623,uM,5,312.50,145.00,118.00,313.42,0.3753,-0.1751
50105-3,BT-20,10146-101-3,Omipalisib,1,uM,5,312.50,145.00,110.67,313.42,0.3522,-0.2208
50105-3,BT-20,10146-101-3,Omipalisib,3.1623,uM,5,312.50,145.00,86.00,313.42,0.2739,-0.3783
50105-3,BT-20,10146-101-3,Omipalisib,10,uM,5,312.50,145.00,63.00,313.42,0.2012,-0.5295
50105-3,BT-20,10264-999-2,Methotrexate,0.0016596,uM,5,312.50,145.00,307.33,313.42,0.9775,0.9515
50105-3,BT-20,10264-999-2,Methotrexate,0.0033113,uM,5,312.50,145.00,328.67,313.42,1.0595,1.1301
50105-3,BT-20,10264-999-2,Methotrexate,0.01,uM,5,312.50,145.00,352.00,313.42,1.1142,1.1809
50105-3,BT-20,10264-999-2,Methotrexate,0.031623,uM,5,312.50,145.00,329.33,313.42,1.0493,1.0764
50105-3,BT-20,10264-999-2,Methotrexate,0.1,uM,5,312.50,145.00,309.00,313.42,0.9919,0.9961
50105-3,BT-20,10264-999-2,Methotrexate,0.31623,uM,5,312.50,145.00,328.00,313.42,1.0460,1.0818
50105-3,BT-20,10264-999-2,Methotrexate,1,uM,5,312.50,145.00,323.33,313.42,1.0402,1.0909
50105-3,BT-20,10264-999-2,Methotrexate,3.1623,uM,5,312.50,145.00,317.67,313.42,1.0047,0.9844
50105-3,BT-20,10264-999-2,Methotrexate,10,uM,5,312.50,145.00,343.67,313.42,1.1010,1.1926
50105-3,BT-20,10102-999-6,Taxol,0.00016596,uM,5,312.50,145.00,417.00,313.42,1.3534,1.6815
50105-3,BT-20,10102-999-6,Taxol,0.00033113,uM,5,312.50,145.00,331.00,313.42,1.0674,1.1457
50105-3,BT-20,10102-999-6,Taxol,0.001,uM,5,312.50,145.00,329.67,313.42,1.0540,1.1018
50105-3,BT-20,10102-999-6,Taxol,0.0031623,uM,5,312.50,145.00,321.67,313.42,1.0175,1.0085
50105-3,BT-20,10102-999-6,Taxol,0.01,uM,5,312.50,145.00,184.67,313.42,0.5931,0.2512
50105-3,BT-20,10102-999-6,Taxol,0.031623,uM,5,312.50,145.00,144.67,313.42,0.4616,-0.0053
50105-3,BT-20,10102-999-6,Taxol,0.1,uM,5,312.50,145.00,153.00,313.42,0.4889,0.0482
50105-3,BT-20,10102-999-6,Taxol,0.31623,uM,5,312.50,145.00,140.33,313.42,0.4488,-0.0295
50105-3,BT-20,10102-999-6,Taxol,1,uM,5,312.50,145.00,157.33,313.42,0.4997,0.0659
50105-3,BT-20,10250-999-4,Etoposide,0.0033113,uM,5,312.50,145.00,305.33,281.25,1.1001,1.2651
50105-3,BT-20,10250-999-4,Etoposide,0.01,uM,5,312.50,145.00,317.00,281.25,1.1559,1.4424
50105-3,BT-20,10250-999-4,Etoposide,0.031623,uM,5,312.50,145.00,358.33,281.25,1.2771,1.6220
50105-3,BT-20,10250-999-4,Etoposide,0.1,uM,5,312.50,145.00,406.67,281.25,1.4435,1.9759
50105-3,BT-20,10250-999-4,Etoposide,0.31623,uM,5,312.50,145.00,306.33,281.25,1.1054,1.2817
50105-3,BT-20,10250-999-4,Etoposide,1,uM,5,312.50,145.00,249.67,281.25,0.9003,0.8182
50105-3,BT-20,10250-999-4,Etoposide,3.1623,uM,5,312.50,145.00,199.00,281.25,0.7122,0.3953
50105-3,BT-20,10250-999-4,Etoposide,10,uM,5,312.50,145.00,141.00,281.25,0.5101,-0.0204
50105-3,BT-20,10250-999-4,Etoposide,19.9526,uM,5,312.50,145.00,119.33,281.25,0.4243,-0.2014
50105-3,BT-20,10099-101-1,Nilotinib,0.0033113,uM,5,312.50,145.00,250.67,281.25,0.8963,0.7903
50105-3,BT-20,10099-101-1,Nilotinib,0.01,uM,5,312.50,145.00,344.67,281.25,1.2378,1.5783
50105-3,BT-20,10099-101-1,Nilotinib,0.031623,uM,5,312.50,145.00,413.33,281.25,1.5067,2.2805
50105-3,BT-20,10099-101-1,Nilotinib,0.1,uM,5,312.50,145.00,315.67,281.25,1.1275,1.2949
50105-3,BT-20,10099-101-1,Nilotinib,0.31623,uM,5,312.50,145.00,316.33,281.25,1.1349,1.3285
50105-3,BT-20,10099-101-1,Nilotinib,1,uM,5,312.50,145.00,394.00,281.25,1.4043,1.9106
50105-3,BT-20,10099-101-1,Nilotinib,3.1623,uM,5,312.50,145.00,322.33,281.25,1.1527,1.3571
50105-3,BT-20,10099-101-1,Nilotinib,10,uM,5,312.50,145.00,714.67,281.25,2.5585,4.7055
50105-3,BT-20,10099-101-1,Nilotinib,19.9526,uM,5,312.50,145.00,968.33,281.25,3.3660,6.0877
50105-3,BT-20,10049-101-1,PLX-4720,0.0033113,uM,5,312.50,145.00,380.33,281.25,1.3678,1.8733
50105-3,BT-20,10049-101-1,PLX-4720,0.01,uM,5,312.50,145.00,323.67,281.25,1.1463,1.3056
50105-3,BT-20,10049-101-1,PLX-4720,0.031623,uM,5,312.50,145.00,319.00,281.25,1.1353,1.3058
50105-3,BT-20,10049-101-1,PLX-4720,0.1,uM,5,312.50,145.00,400.33,281.25,1.4623,2.1929
50105-3,BT-20,10049-101-1,PLX-4720,0.31623,uM,5,312.50,145.00,347.67,281.25,1.2411,1.5477
50105-3,BT-20,10049-101-1,PLX-4720,1,uM,5,312.50,145.00,299.00,281.25,1.0726,1.1986
50105-3,BT-20,10049-101-1,PLX-4720,3.1623,uM,5,312.50,145.00,359.00,281.25,1.2550,1.4881
50105-3,BT-20,10049-101-1,PLX-4720,10,uM,5,312.50,145.00,321.00,281.25,1.1537,1.3768
50105-3,BT-20,10049-101-1,PLX-4720,19.9526,uM,5,312.50,145.00,246.00,281.25,0.8739,0.7281
50105-3,BT-20,10024-101-1,NVP-TAE684,0.0016596,uM,5,312.50,145.00,338.33,281.25,1.1830,1.3338
50105-3,BT-20,10024-101-1,NVP-TAE684,0.0033113,uM,5,312.50,145.00,376.33,281.25,1.3350,1.7327
50105-3,BT-20,10024-101-1,NVP-TAE684,0.01,uM,5,312.50,145.00,393.67,281.25,1.4115,1.9606
50105-3,BT-20,10024-101-1,NVP-TAE684,0.031623,uM,5,312.50,145.00,311.00,281.25,1.0928,1.1620
50105-3,BT-20,10024-101-1,NVP-TAE684,0.1,uM,5,312.50,145.00,363.33,281.25,1.2976,1.6758
50105-3,BT-20,10024-101-1,NVP-TAE684,0.31623,uM,5,312.50,145.00,366.33,281.25,1.3080,1.7007
50105-3,BT-20,10024-101-1,NVP-TAE684,1,uM,5,312.50,145.00,330.67,281.25,1.1966,1.5025
50105-3,BT-20,10024-101-1,NVP-TAE684,3.1623,uM,5,312.50,145.00,212.67,281.25,0.7624,0.5047
50105-3,BT-20,10024-101-1,NVP-TAE684,10,uM,5,312.50,145.00,125.67,281.25,0.4566,-0.1323
50105-3,BT-20,10071-101-1,Palbociclib,0.0033113,uM,5,312.50,145.00,293.00,313.42,0.9294,0.8586
50105-3,BT-20,10071-101-1,Palbociclib,0.01,uM,5,312.50,145.00,328.33,313.42,1.0407,1.0554
50105-3,BT-20,10071-101-1,Palbociclib,0.031623,uM,5,312.50,145.00,328.33,313.42,1.0476,1.0854
50105-3,BT-20,10071-101-1,Palbociclib,0.1,uM,5,312.50,145.00,239.67,313.42,0.7669,0.5752
50105-3,BT-20,10071-101-1,Palbociclib,0.31623,uM,5,312.50,145.00,173.00,313.42,0.5530,0.1709
50105-3,BT-20,10071-101-1,Palbociclib,1,uM,5,312.50,145.00,168.33,313.42,0.5350,0.1338
50105-3,BT-20,10071-101-1,Palbociclib,3.1623,uM,5,312.50,145.00,173.67,313.42,0.5543,0.1735
50105-3,BT-20,10071-101-1,Palbociclib,10,uM,5,312.50,145.00,169.33,313.42,0.5393,0.1421
50105-3,BT-20,10071-101-1,Palbociclib,19.9526,uM,5,312.50,145.00,157.33,313.42,0.5008,0.0693
50105-3,BT-20,10146-101-3,Omipalisib,0.0016596,uM,5,625.00,303.96,843.67,808.83,1.0510,1.0751
50105-3,BT-20,10146-101-3,Omipalisib,0.0033113,uM,5,625.00,303.96,863.67,808.83,1.0734,1.1073
50105-3,BT-20,10146-101-3,Omipalisib,0.01,uM,5,625.00,303.96,742.00,808.83,0.9173,0.8764
50105-3,BT-20,10146-101-3,Omipalisib,0.031623,uM,5,625.00,303.96,392.67,808.83,0.4875,0.2012
50105-3,BT-20,10146-101-3,Omipalisib,0.1,uM,5,625.00,303.96,300.00,808.83,0.3719,-0.0088
50105-3,BT-20,10146-101-3,Omipalisib,0.31623,uM,5,625.00,303.96,259.00,808.83,0.3195,-0.1110
50105-3,BT-20,10146-101-3,Omipalisib,1,uM,5,625.00,303.96,223.00,808.83,0.2760,-0.1983
50105-3,BT-20,10146-101-3,Omipalisib,3.1623,uM,5,625.00,303.96,194.00,808.83,0.2400,-0.2739
50105-3,BT-20,10146-101-3,Omipalisib,10,uM,5,625.00,303.96,133.67,808.83,0.1653,-0.4426
50105-3,BT-20,10264-999-2,Methotrexate,0.0016596,uM,5,625.00,303.96,912.00,808.83,1.1240,1.1664
50105-3,BT-20,10264-999-2,Methotrexate,0.0033113,uM,5,625.00,303.96,879.67,808.83,1.0895,1.1233
50105-3,BT-20,10264-999-2,Methotrexate,0.01,uM,5,625.00,303.96,946.00,808.83,1.1685,1.2302
50105-3,BT-20,10264-999-2,Methotrexate,0.031623,uM,5,625.00,303.96,818.33,808.83,1.0216,1.0348
50105-3,BT-20,10264-999-2,Methotrexate,0.1,uM,5,625.00,303.96,873.67,808.83,1.0834,1.1127
50105-3,BT-20,10264-999-2,Methotrexate,0.31623,uM,5,625.00,303.96,783.00,808.83,0.9730,0.9660
50105-3,BT-20,10264-999-2,Methotrexate,1,uM,5,625.00,303.96,823.67,808.83,1.0215,1.0289
50105-3,BT-20,10264-999-2,Methotrexate,3.1623,uM,5,625.00,303.96,920.67,808.83,1.1365,1.1871
50105-3,BT-20,10264-999-2,Methotrexate,10,uM,5,625.00,303.96,960.67,808.83,1.1918,1.2696
50105-3,BT-20,10102-999-6,Taxol,0.00016596,uM,5,625.00,303.96,977.00,808.83,1.2164,1.3064
50105-3,BT-20,10102-999-6,Taxol,0.00033113,uM,5,625.00,303.96,872.33,808.83,1.0744,1.0875
50105-3,BT-20,10102-999-6,Taxol,0.001,uM,5,625.00,303.96,813.33,808.83,1.0011,0.9927
50105-3,BT-20,10102-999-6,Taxol,0.0031623,uM,5,625.00,303.96,779.33,808.83,0.9657,0.9531
50105-3,BT-20,10102-999-6,Taxol,0.01,uM,5,625.00,303.96,382.67,808.83,0.4754,0.1794
50105-3,BT-20,10102-999-6,Taxol,0.031623,uM,5,625.00,303.96,362.00,808.83,0.4478,0.1308
50105-3,BT-20,10102-999-6,Taxol,0.1,uM,5,625.00,303.96,329.67,808.83,0.4089,0.0601
50105-3,BT-20,10102-999-6,Taxol,0.31623,uM,5,625.00,303.96,315.00,808.83,0.3901,0.0254
50105-3,BT-20,10102-999-6,Taxol,1,uM,5,625.00,303.96,319.00,808.83,0.3957,0.0358
50105-3,BT-20,10250-999-4,Etoposide,0.0033113,uM,5,625.00,303.96,948.00,758.42,1.2653,1.4143
50105-3,BT-20,10250-999-4,Etoposide,0.01,uM,5,625.00,303.96,891.00,758.42,1.1863,1.2936
50105-3,BT-20,10250-999-4,Etoposide,0.031623,uM,5,625.00,303.96,971.67,758.42,1.2855,1.4310
50105-3,BT-20,10250-999-4,Etoposide,0.1,uM,5,625.00,303.96,904.33,758.42,1.1976,1.3006
50105-3,BT-20,10250-999-4,Etoposide,0.31623,uM,5,625.00,303.96,818.00,758.42,1.0847,1.1372
50105-3,BT-20,10250-999-4,Etoposide,1,uM,5,625.00,303.96,618.67,758.42,0.8155,0.7086
50105-3,BT-20,10250-999-4,Etoposide,3.1623,uM,5,625.00,303.96,435.33,758.42,0.5790,0.3207
50105-3,BT-20,10250-999-4,Etoposide,10,uM,5,625.00,303.96,367.33,758.42,0.4798,0.1358
50105-3,BT-20,10250-999-4,Etoposide,19.9526,uM,5,625.00,303.96,302.33,758.42,0.3982,-0.0097
50105-3,BT-20,10099-101-1,Nilotinib,0.0033113,uM,5,625.00,303.96,918.33,758.42,1.2120,1.3176
50105-3,BT-20,10099-101-1,Nilotinib,0.01,uM,5,625.00,303.96,880.00,758.42,1.1595,1.2374
50105-3,BT-20,10099-101-1,Nilotinib,0.031623,uM,5,625.00,303.96,1007.00,758.42,1.3436,1.5292
50105-3,BT-20,10099-101-1,Nilotinib,0.1,uM,5,625.00,303.96,887.67,758.42,1.1703,1.2552
