Cell HMS LINCS ID,Cell Name,Clinical Subtype,Transcriptional Subtype,Small Molecule HMS LINCS ID,Small Molecule Name,Antibody HMS LINCS ID,Antibody Name,Perturbagen Target,Perturbagen Class,Biological Replicate ID,Conc Unit,GR50,GEC50,GRmax,GRinf,GR Hill Coefficient,GR_AOC,GR r2,Nominal Division Rate
51095-1,LY2,HR+,Luminal,10253-102-1,Glycyl-H-1152,,,ROCK2,,12319.169,uM,0.10975,2.69160,-0.4744,-1.0000,0.3434,0.6374,0.8878,0.9948
51095-1,LY2,HR+,Luminal,10253-102-1,Glycyl-H-1152,,,ROCK2,,10816.15,uM,1.03120,1.75740,-0.9598,-0.9331,1.9753,0.3994,0.9955,0.3031
51095-1,LY2,HR+,Luminal,10062-101-3,GSK1070916,,,AURK,AURK,10264.001,uM,9.11390,14.85550,-0.7214,-0.9999,2.2485,0.1714,0.9881,1.5356
51095-1,LY2,HR+,Luminal,10255-101-1,GSK1838705A,,,IGF1R,RTK,7477.098,uM,2.130,2.42270,-0.7323,-0.4519,5.0000,0.5164,0.8510,1.4247
51095-1,LY2,HR+,Luminal,10255-101-1,GSK1838705A,,,IGF1R,RTK,7477.091,uM,0.67592,1.69210,-0.9946,-1.0000,1.1972,0.6859,0.9762,1.1485
51095-1,LY2,HR+,Luminal,10255-101-1,GSK1838705A,,,IGF1R,RTK,7477.071,uM,0.62597,1.35510,-1.0000,-0.9841,1.4086,0.6625,0.9893,0.5122
51095-1,LY2,HR+,Luminal,10255-101-1,GSK1838705A,,,IGF1R,RTK,10380.092,uM,0.46366,0.42214,0.1747,0.1872,5.0000,0.3130,0.9930,1.4888
51095-1,LY2,HR+,Luminal,10013-101-3,GSK461364,,,PLK1,PLK,10264.001,uM,1.5220,12.28790,-0.5051,-1.0000,0.5260,0.3393,0.7954,1.5356
51095-1,LY2,HR+,Luminal,10257-101-1,GSK923295,,,CENPE,Kinesin,10264.001,uM,2.16170,56.86920,-0.0483,-1.0000,0.3360,0.2627,0.8398,1.5356
51095-1,LY2,HR+,Luminal,10258-110-1,Ibandronate,,,FDPS,,12319.143,uM,54.84830,90.60060,-0.9785,-0.9712,2.1503,0.5591,0.8637,0.5178
51095-1,LY2,HR+,Luminal,10258-110-1,Ibandronate,,,FDPS,,10816.143,uM,120.21070,144.11240,-0.7303,-0.7380,4.9993,0.2822,0.9954,0.4975
51095-1,LY2,HR+,Luminal,10259-101-1,ICRF-193,,,TOP2,TOP,12319.157,uM,1.06990,5.52430,0.1972,-0.3028,0.2884,0.3663,0.7639,1.0058
51095-1,LY2,HR+,Luminal,10259-101-1,ICRF-193,,,TOP2,TOP,10816.151,uM,inf,0.3770,0.6390,0.6502,5.0000,0.0869,0.9395,0.9672
51095-1,LY2,HR+,Luminal,10228-102-2,IKK16,,,IKK,NFKB,10380.093,uM,4.96840,6.12220,-0.9112,-0.9204,5.0000,0.3282,0.9978,1.4880
51095-1,LY2,HR+,Luminal,10023-103-3,Imatinib,,,ABL/KIT/PDGFR,nRTK,10380.092,uM,22.08650,30.64770,-0.9366,-0.9292,3.2060,0.4107,0.9976,1.4888
51095-1,LY2,HR+,Luminal,10023-103-3,Imatinib,,,ABL/KIT/PDGFR,nRTK,7477.091,uM,22.92130,28.53740,-0.9946,-0.9956,4.9997,0.4021,0.9980,1.1485
51095-1,LY2,HR+,Luminal,10260-999-1,Ispinesib,,,KSP,Kinesin,7477.067,uM,0.02797,0.03324,-0.9999,-0.6861,5.0000,0.8886,0.9769,0.6787
51095-1,LY2,HR+,Luminal,10261-101-1,Ixabepilone,,,TUBB,TUBB,10380.095,uM,0.00555,0.00888,-0.9425,-0.5797,1.6393,0.9929,0.9335,1.4726
51095-1,LY2,HR+,Luminal,10208-101-2,JNK-IN-5A,,,JNK,JNK,10816.144,uM,1.95210,2.04450,-0.5137,-0.1287,4.9543,0.3671,0.7409,0.9146
51095-1,LY2,HR+,Luminal,10208-101-2,JNK-IN-5A,,,JNK,JNK,12319.168,uM,0.51624,0.69972,-0.6500,-0.6240,2.6635,0.7125,0.9962,0.9560
51095-1,LY2,HR+,Luminal,10262-101-1,L-779450,,,BRAF,MAPK,12319.166,uM,inf,inf,0.6126,0.6126,0.0000,0.2273,0.0745,1.3789
51095-1,LY2,HR+,Luminal,10262-101-1,L-779450,,,BRAF,MAPK,10816.149,uM,inf,inf,1.0500,1.0500,0.0000,-0.0500,-inf,0.4545
51095-1,LY2,HR+,Luminal,10051-999-3,Lapatinib,,,EGFR/HER2,ErbB,7477.098,uM,inf,inf,0.7778,0.7778,0.0000,0.0908,-0.0575,1.4247
51095-1,LY2,HR+,Luminal,10263-101-1,LBH589,,,HDAC,HDAC,12319.167,uM,0.02773,0.12090,-0.9159,-1.0000,0.7461,0.8921,0.9764,1.2676
51095-1,LY2,HR+,Luminal,10230-101-2,Lestaurtinib,,,FLT3/JAK2/TrkA,RTK,12319.167,uM,0.15825,0.47441,-0.9708,-1.0000,1.0006,0.7010,0.9853,1.2676
51095-1,LY2,HR+,Luminal,10511-999-1,Mebendazole,,,,,12627.174,uM,0.50329,0.43275,0.0237,0.1162,1.7513,0.3409,0.9831,1.3419
51095-1,LY2,HR+,Luminal,10264-101-1,Methotrexate,,,DHFR,Metabolism,7477.084,uM,inf,inf,0.4295,0.4295,0.0000,0.3986,0.4934,0.9476
51095-1,LY2,HR+,Luminal,10512-999-1,Methylglyoxal,,,,,13639.184,uM,inf,inf,-0.8274,-0.8274,0.0000,0.3747,0.4895,1.5976
51095-1,LY2,HR+,Luminal,10107-999-5,MG-132,,,Proteasome,Proteasome,14134.189,uM,inf,inf,-0.3706,-0.3706,0.0000,0.2938,0.5072,2.7572
51095-1,LY2,HR+,Luminal,10107-999-5,MG-132,,,Proteasome,Proteasome,14134.189,uM,inf,inf,-0.3706,-0.3706,0.0000,0.2938,0.5072,2.7572
51095-1,LY2,HR+,Luminal,10107-101-2,MG-132,,,Proteasome,Proteasome,12319.17,uM,0.22251,0.27719,-0.9999,-1.0000,5.0000,0.9111,0.9545,0.4684
51095-1,LY2,HR+,Luminal,10107-101-2,MG-132,,,Proteasome,Proteasome,12319.17,uM,0.22251,0.27719,-0.9999,-1.0000,5.0000,0.9111,0.9545,0.4684
51095-1,LY2,HR+,Luminal,10107-101-2,MG-132,,,Proteasome,Proteasome,10816.145,uM,0.22071,0.27486,-0.9983,-0.9977,5.0000,0.8771,0.9969,0.7766
51095-1,LY2,HR+,Luminal,10107-101-2,MG-132,,,Proteasome,Proteasome,10816.145,uM,0.22071,0.27486,-0.9983,-0.9977,5.0000,0.8771,0.9969,0.7766
51095-1,LY2,HR+,Luminal,10265-101-1,Pevonedistat,,,NAE1,NAE1,12319.135,uM,0.08180,0.10116,-0.9468,-0.9099,4.8799,0.9801,0.9968,0.3806
51095-1,LY2,HR+,Luminal,10265-101-1,Pevonedistat,,,NAE1,NAE1,10816.148,uM,0.16358,0.24353,-0.7404,-0.7173,2.2359,0.7251,0.9980,0.7402
51095-1,LY2,HR+,Luminal,10513-999-1,Nelfinavir,,,,,12627.174,uM,8.39840,12.76790,-0.8520,-1.0000,2.6227,0.1651,0.9984,1.3419
51095-1,LY2,HR+,Luminal,10099-101-2,Nilotinib,,,ABL,nRTK,10816.145,uM,inf,inf,1.0500,1.0500,0.0000,-0.0123,-0.0004,0.7766
51095-1,LY2,HR+,Luminal,10099-101-2,Nilotinib,,,ABL,nRTK,12319.17,uM,inf,inf,0.9335,0.9335,0.0000,0.1304,0.1701,0.4684
51095-1,LY2,HR+,Luminal,10266-101-1,NSC 663284,,,CDC25,CDC,10816.152,uM,0.48617,1.24280,-0.9738,-1.0000,1.1706,0.8282,0.9683,1.0111
51095-1,LY2,HR+,Luminal,10267-101-1,NU6102,,,CDK1/2,CDK,12319.147,uM,18.25020,28.30340,-0.7907,-0.9998,2.5033,0.2886,0.8469,1.1783
51095-1,LY2,HR+,Luminal,10267-101-1,NU6102,,,CDK1/2,CDK,10816.147,uM,31.85780,39.68620,-0.8650,-1.0000,5.0000,0.1140,0.9659,0.7283
51095-1,LY2,HR+,Luminal,10268-101-1,Nutlin 3a,,,MDM2,MDM2,7477.066,uM,5.95670,7.42050,-1.0000,-1.0000,5.0000,0.4047,0.9709,0.3409
51095-1,LY2,HR+,Luminal,10268-101-1,Nutlin 3a,,,MDM2,MDM2,10380.066,uM,5.08760,12.14760,-0.8275,-1.0000,1.2623,0.2564,0.9954,1.2245
51095-1,LY2,HR+,Luminal,10344-101-1,Olomoucine II,,,CDK1,CDK,12319.147,uM,2.25940,5.91090,-0.9046,-1.0000,1.1424,0.6134,0.9123,1.1783
51095-1,LY2,HR+,Luminal,10344-101-1,Olomoucine II,,,CDK1,CDK,10816.147,uM,5.0970,6.34790,-0.9997,-0.9981,5.0000,0.4155,0.9979,0.7283
51095-1,LY2,HR+,Luminal,10146-101-2,Omipalisib,,,PI3K,PI3K,10380.087,uM,0.0120,0.02509,-0.7779,-0.7670,1.2601,0.9793,0.9962,1.3481
51095-1,LY2,HR+,Luminal,10269-101-1,Oxaliplatin,,,DNA cross-linker,DNA cross-linker,9536.011,uM,7.84540,27.8330,-0.9125,-1.0000,0.8676,0.5254,0.9629,1.2640
51095-1,LY2,HR+,Luminal,10269-101-1,Oxaliplatin,,,DNA cross-linker,DNA cross-linker,10264.011,uM,2.47060,23.53780,-0.6543,-0.9921,0.4850,0.5557,0.9929,1.3983
51095-1,LY2,HR+,Luminal,10270-101-1,Oxamflatin,,,HDAC,HDAC,12319.147,uM,0.92816,1.95770,-0.8875,-0.9090,1.3881,0.6226,0.9379,1.1783
51095-1,LY2,HR+,Luminal,10270-101-1,Oxamflatin,,,HDAC,HDAC,10816.147,uM,1.46430,2.2370,-0.9835,-0.9829,2.5654,0.5014,0.9979,0.7283
51095-1,LY2,HR+,Luminal,10271-101-2,PD 98059,,,MEK,MAPK,10816.152,uM,inf,inf,0.6055,0.6055,0.0000,0.0662,0.4985,1.0111
51095-1,LY2,HR+,Luminal,10026-101-3,PD173074,,,FGFR1/3,RTK,10380.093,uM,8.16720,9.24270,-0.4195,-0.4220,4.9463,0.0993,0.9928,1.4880
51095-1,LY2,HR+,Luminal,10048-101-7,PD184352,,,MEK,MAPK,10816.155,uM,inf,inf,0.5413,0.5413,0.0000,0.0964,0.4722,0.8353
51095-1,LY2,HR+,Luminal,10048-101-7,PD184352,,,MEK,MAPK,10816.155,uM,inf,inf,0.5413,0.5413,0.0000,0.0964,0.4722,0.8353
51095-1,LY2,HR+,Luminal,10048-101-7,PD184352,,,MEK,MAPK,12319.155,uM,inf,inf,0.7640,0.7640,0.0000,0.0144,0.5546,0.9333
51095-1,LY2,HR+,Luminal,10048-101-7,PD184352,,,MEK,MAPK,12319.155,uM,inf,inf,0.7640,0.7640,0.0000,0.0144,0.5546,0.9333
51095-1,LY2,HR+,Luminal,10272-999-1,Pemetrexed,,,TYMS/DHFR/GARFT,TYMS,10380.095,uM,0.46671,0.30280,0.1161,0.2841,1.9411,0.5166,0.9207,1.4726
51095-1,LY2,HR+,Luminal,10514-102-1,PS-1145,,,IKK,NFKB,10380.065,uM,inf,inf,1.0500,1.0500,0.0000,-0.0461,-60.9713,1.4916
51095-1,LY2,HR+,Luminal,10514-102-1,PS-1145,,,IKK,NFKB,7477.065,uM,inf,inf,1.0500,1.0500,0.0000,-0.0500,-inf,0.7891
51095-1,LY2,HR+,Luminal,10273-101-1,Purvalanol A,,,CDK1,CDK,7477.067,uM,204.01150,195.37340,0.7169,0.0973,5.0000,-0.0291,0.7971,0.6787
51095-1,LY2,HR+,Luminal,10516-999-1,Ribavirin,,,,,15391.211,uM,inf,inf,0.9725,0.9725,0.0000,0.0076,-0.0134,1.2835
51095-1,LY2,HR+,Luminal,10274-101-1,SB-3CT,,,MMP2/9,MMP,10816.144,uM,inf,inf,0.9453,0.9453,0.0000,-0.0111,-0.0185,0.9146
51095-1,LY2,HR+,Luminal,10274-101-1,SB-3CT,,,MMP2/9,MMP,12319.168,uM,6.1160,9.60070,-0.9871,-0.9793,2.4054,0.4732,0.9758,0.9560
51095-1,LY2,HR+,Luminal,10056-101-2,Selumetinib,,,MEK,MAPK,10816.155,uM,inf,inf,0.9135,0.9135,0.0000,0.1047,0.4006,0.8353
51095-1,LY2,HR+,Luminal,10056-101-2,Selumetinib,,,MEK,MAPK,12319.155,uM,inf,inf,0.6784,0.6784,0.0000,0.1879,0.5014,0.9333
51095-1,LY2,HR+,Luminal,10035-109-2,Sigma A6730,,,AKT,AKT,12319.165,uM,1.09610,3.0440,-0.9869,-1.0000,1.0756,0.6110,0.8753,0.9117
51095-1,LY2,HR+,Luminal,10035-109-2,Sigma A6730,,,AKT,AKT,10816.153,uM,1.79770,3.82850,-0.9957,-1.0000,1.4532,0.4976,0.9581,0.7704
51095-1,LY2,HR+,Luminal,10052-101-3,Sirolimus,,,MTOR,MTOR,7865.068,uM,inf,inf,-0.1814,-0.1814,0.0000,0.5691,0.4192,1.5516
51095-1,LY2,HR+,Luminal,10052-101-3,Sirolimus,,,MTOR,MTOR,7477.069,uM,0.11419,0.13814,-0.1474,-0.0370,0.3746,0.4594,0.7973,1.6157
51095-1,LY2,HR+,Luminal,10008-104-3,Sorafenib,,,PDGFR/VEGFR/KIT/FLT3,RTK,7477.084,uM,inf,inf,1.0500,1.0500,0.0000,-0.0334,-0.0852,0.9476
51095-1,LY2,HR+,Luminal,10175-106-3,Sunitinib,,,PDGFR/VEGFR/KIT/FLT3,RTK,7477.067,uM,6.0510,7.53770,-0.9999,-0.9998,5.0000,0.4399,0.9978,0.6787
51095-1,LY2,HR+,Luminal,10102-101-3,Taxol,,,TUBB,TUBB,10264.002,uM,0.01167,0.01092,-0.1629,0.0626,1.9986,0.5515,0.9562,1.2356
51095-1,LY2,HR+,Luminal,10102-101-3,Taxol,,,TUBB,TUBB,9536.002,uM,0.01084,0.01337,-0.3863,-0.2961,2.2129,0.7657,0.9928,1.3627
51095-1,LY2,HR+,Luminal,10276-101-1,TCS 2312,,,CHK1,CHK,10816.152,uM,0.21478,0.64415,-0.9742,-1.0000,1.0003,0.6827,0.9825,1.0111
51095-1,LY2,HR+,Luminal,10520-101-1,TCS PIM-1 1,,,Pim kinase,PIM,10816.148,uM,inf,inf,1.0500,1.0500,0.0000,-0.0500,-inf,0.7402
51095-1,LY2,HR+,Luminal,10520-101-1,TCS PIM-1 1,,,Pim kinase,PIM,12319.135,uM,inf,inf,1.0500,1.0500,0.0000,-0.0500,-inf,0.3806
51095-1,LY2,HR+,Luminal,10277-101-1,Temsirolimus,,,MTOR,MTOR,12319.168,uM,0.05481,2.32860,-0.9885,-1.0000,0.2930,0.7272,0.8342,0.9560
51095-1,LY2,HR+,Luminal,10277-101-1,Temsirolimus,,,MTOR,MTOR,10816.144,uM,0.17417,3.49250,-0.9847,-1.0000,0.3664,0.6354,0.8650,0.9146
51095-1,LY2,HR+,Luminal,10278-999-1,Topotecan,,,TOP1,TOP,10264.121,uM,0.28155,1.02050,-0.3709,-0.5394,0.5683,0.5872,0.9712,1.3643
51095-1,LY2,HR+,Luminal,10345-111-3,Torkinib,,,,,15391.211,uM,0.00743,0.00789,-0.0237,-0.0145,0.4813,0.6703,0.9914,1.2835
51095-1,LY2,HR+,Luminal,10021-101-5,Tozasertib,,,AURK/FLT3/ABL/JAK2,AURK,12319.169,uM,0.83834,8.04070,-0.9492,-1.0000,0.4859,0.5381,0.7850,0.9948
51095-1,LY2,HR+,Luminal,10021-101-5,Tozasertib,,,AURK/FLT3/ABL/JAK2,AURK,10816.15,uM,21.64110,26.9580,-0.4840,-0.9997,5.0000,0.0458,0.9904,0.3031
51095-1,LY2,HR+,Luminal,10136-101-2,TPCA-1,,,IKK,NFKB,10380.093,uM,23.58160,13.81610,0.4657,0.4655,5.0000,0.0314,0.9632,1.4880
51095-1,LY2,HR+,Luminal,10142-999-2,Trametinib,,,MEK,MAPK,7865.05,uM,inf,inf,0.9133,0.9133,0.0000,0.0469,0.0653,1.5015
51095-1,LY2,HR+,Luminal,10142-999-2,Trametinib,,,MEK,MAPK,10264.024,uM,inf,998.55080,0.6181,-0.1985,0.2283,0.1218,0.6493,1.2223
51095-1,LY2,HR+,Luminal,10142-999-2,Trametinib,,,MEK,MAPK,9536.012,uM,inf,0.00536,0.8520,0.8999,4.9998,0.0482,0.7947,1.4096
51095-1,LY2,HR+,Luminal,,,80076-1,Trastuzumab,HER2,ErbB,10264.026,uM,inf,inf,0.8544,0.8544,0.0000,0.0234,0.5438,1.5047
51095-1,LY2,HR+,Luminal,10279-101-1,Trichostatin A,,,HDAC,HDAC,7477.065,uM,6.29540,8.97720,-0.9995,-0.9667,3.0326,0.9357,0.9982,0.7891
51095-1,LY2,HR+,Luminal,10279-101-1,Trichostatin A,,,HDAC,HDAC,10380.065,uM,13.82370,21.29030,-0.8629,-0.8449,2.2911,0.7651,0.9988,1.4916
51095-1,LY2,HR+,Luminal,10280-101-1,Triciribine,,,AKT,AKT,7477.074,uM,0.04229,0.04632,-0.4707,-0.2864,4.9767,0.7738,0.7851,0.6324
51095-1,LY2,HR+,Luminal,10346-110-1,Valproic acid,,,HDAC,HDAC,12319.143,uM,811.01570,1000.00000,-0.9998,-0.9250,5.0000,0.5128,0.8284,0.5178
51095-1,LY2,HR+,Luminal,10346-110-1,Valproic acid,,,HDAC,HDAC,10816.143,uM,391.61530,999.99910,-0.9998,-1.0000,1.1719,0.4856,0.8408,0.4975
51095-1,LY2,HR+,Luminal,10281-101-1,Vinorelbine,,,TUBB,TUBB,7865.018,uM,0.00534,0.10713,-0.8752,-1.0000,0.3663,0.9556,0.7249,1.1920
51095-1,LY2,HR+,Luminal,10281-101-1,Vinorelbine,,,TUBB,TUBB,9536.006,uM,0.01210,0.01775,-0.9391,-0.5555,1.9509,1.1989,0.8561,1.2564
51095-1,LY2,HR+,Luminal,10282-101-1,Vorinostat,,,HDAC,HDAC,7477.065,uM,164.46940,242.89610,-0.9995,-0.9975,2.8133,0.6664,0.9940,0.7891
51095-1,LY2,HR+,Luminal,10282-101-1,Vorinostat,,,HDAC,HDAC,10380.065,uM,183.80930,309.8820,-0.8951,-0.8783,1.9415,0.5830,0.9978,1.4916
51095-1,LY2,HR+,Luminal,10283-101-1,XRP44X,,,ELK3,MAPK,12319.157,uM,2.07920,2.38150,-0.5120,-0.4858,4.9995,0.5206,0.9368,1.0058
51095-1,LY2,HR+,Luminal,10283-101-1,XRP44X,,,ELK3,MAPK,10816.151,uM,0.63031,0.71266,-0.4513,-0.4239,5.0000,0.5934,0.9944,0.9672
51095-1,LY2,HR+,Luminal,10348-999-1,Z-Leu-Leu-Norvalinal,,,Proteasome,Proteasome,14134.189,uM,3.01790,3.82350,-0.3296,-0.3329,2.1565,0.2847,0.9966,2.7572
51095-1,LY2,HR+,Luminal,10096-101-2,ZM-447439,,,AURK,AURK,12319.169,uM,inf,inf,0.3374,0.3374,0.0000,0.2734,0.4729,0.9948
51095-1,LY2,HR+,Luminal,10096-101-2,ZM-447439,,,AURK,AURK,10816.15,uM,inf,inf,1.0500,1.0500,0.0000,-0.0500,-inf,0.3031
50324-1,MB 157,Unknown,Unknown,10275-101-1,(Z)-4-Hydroxytamoxifen,,,ESR1,,9039.016,uM,56.67380,1000.00000,0.2424,-0.8928,0.3569,0.1994,0.6376,0.5468
50324-1,MB 157,Unknown,Unknown,10236-101-1,17-AAG,,,HSP90,HSP90,9039.05,uM,0.12547,0.19845,-0.9559,-0.8699,2.1984,0.8996,0.9931,0.4285
50324-1,MB 157,Unknown,Unknown,10237-101-1,5-DFUR,,,TYMS,TYMS,12580.143,uM,10.78580,8.72060,0.0852,0.2270,2.8463,0.3694,0.9745,2.2318
50324-1,MB 157,Unknown,Unknown,10133-101-2,Afatinib,,,EGFR/HER2,ErbB,12580.165,uM,0.02446,0.53837,-0.7389,-1.0000,0.3553,0.7931,0.9550,2.2883
50324-1,MB 157,Unknown,Unknown,10239-101-1,AG1024,,,IGF1R,RTK,7482.066,uM,inf,inf,1.0500,1.0500,0.0000,0.0332,-0.0335,1.1347
50324-1,MB 157,Unknown,Unknown,10223-101-2,AG1478,,,EGFR,ErbB,9039.016,uM,inf,inf,-0.3711,-0.3711,0.0000,0.3841,0.5565,0.5468
50324-1,MB 157,Unknown,Unknown,10240-101-1,AS-252424,,,PI3K,PI3K,12580.165,uM,inf,inf,0.9815,0.9815,0.0000,0.0012,0.1111,2.2883
50324-1,MB 157,Unknown,Unknown,10241-101-1,Bortezomib,,,Proteasome,Proteasome,7482.074,uM,0.06606,0.12226,-0.9072,-0.9152,1.6901,1.0906,0.9972,1.7663
50324-1,MB 157,Unknown,Unknown,10241-101-1,Bortezomib,,,Proteasome,Proteasome,7482.074,uM,0.06606,0.12226,-0.9072,-0.9152,1.6901,1.0906,0.9972,1.7663
50324-1,MB 157,Unknown,Unknown,10189-101-2,Bosutinib,,,Src,nRTK,12580.17,uM,0.23378,0.96284,-0.6288,-0.8257,0.6889,0.5094,0.9755,1.9993
50324-1,MB 157,Unknown,Unknown,10246-101-1,CPT-11,,,TOP1,TOP,9039.078,uM,3.48660,7.04560,-0.9875,-1.0000,1.5617,0.3981,0.9915,0.6306
50324-1,MB 157,Unknown,Unknown,10232-101-2,Dactolisib,,,PI3K,PI3K,12580.155,uM,0.15405,0.11476,0.2968,0.2441,2.2754,0.3494,0.9739,2.2315
50324-1,MB 157,Unknown,Unknown,10248-101-1,Doxorubicin,,,TOP2,TOP,9039.078,uM,0.07987,0.15879,-1.0000,-1.0000,1.5989,1.0364,0.9906,0.6306
50324-1,MB 157,Unknown,Unknown,10097-102-3,Erlotinib,,,EGFR,ErbB,7482.091,uM,0.1180,1.89770,-0.3261,-0.6655,0.3047,0.5539,0.9073,1.9368
50324-1,MB 157,Unknown,Unknown,10250-101-1,Etoposide,,,TOP2,TOP,7482.074,uM,0.18831,0.56350,-0.8009,-0.6662,0.7727,0.8202,0.9535,1.7663
50324-1,MB 157,Unknown,Unknown,10235-101-2,Everolimus,,,MTOR,MTOR,12580.164,uM,0.21629,454.8150,0.0020,-1.0000,0.1436,0.4876,0.8287,2.0914
50324-1,MB 157,Unknown,Unknown,10251-112-1,Fascaplysin,,,CDK4,CDK,7482.084,uM,0.12446,0.15235,-0.9397,-0.8743,5.0000,0.7825,0.9980,1.8697
50324-1,MB 157,Unknown,Unknown,10110-101-3,FR180204,,,ERK1/2,MAPK,12580.166,uM,41.2180,19.53060,0.4213,0.4065,2.2451,0.0457,0.9696,1.8686
50324-1,MB 157,Unknown,Unknown,10508-101-1,FTase Inhibitor I,,,Ftase,MAPK,12580.167,uM,inf,inf,1.0233,1.0233,0.0000,-0.0124,-0.4459,2.1970
50324-1,MB 157,Unknown,Unknown,10098-101-2,Gefitinib,,,EGFR,ErbB,9039.016,uM,3.54030,10.82390,-0.5859,-1.0000,0.9831,0.3413,0.8529,0.5468
50324-1,MB 157,Unknown,Unknown,10253-102-1,Glycyl-H-1152,,,ROCK2,,12580.169,uM,2.21430,2.9020,-0.2656,-0.2333,1.4159,0.2752,0.9908,2.1524
50324-1,MB 157,Unknown,Unknown,10255-101-1,GSK1838705A,,,IGF1R,RTK,7482.091,uM,inf,0.15366,0.4980,0.6154,5.0000,0.2226,0.7803,1.9368
50324-1,MB 157,Unknown,Unknown,10255-101-1,GSK1838705A,,,IGF1R,RTK,7482.098,uM,13.1410,25.90460,-0.6844,-1.0000,1.6187,0.2372,0.9646,2.2478
50324-1,MB 157,Unknown,Unknown,10258-110-1,Ibandronate,,,FDPS,,12580.143,uM,136.3470,396.08660,-0.6113,-1.0000,1.0302,0.2335,0.9936,2.2318
50324-1,MB 157,Unknown,Unknown,10259-101-1,ICRF-193,,,TOP2,TOP,12580.171,uM,inf,6.10730,0.6967,0.6039,0.6807,0.0598,0.9693,2.0272
50324-1,MB 157,Unknown,Unknown,10023-103-3,Imatinib,,,ABL/KIT/PDGFR,nRTK,7482.091,uM,21.96750,32.89250,-0.9235,-0.9157,2.5782,0.4301,0.9918,1.9368
50324-1,MB 157,Unknown,Unknown,10260-999-1,Ispinesib,,,KSP,Kinesin,7482.067,uM,0.01035,0.01271,-0.9081,-0.7477,4.4646,1.0951,0.9672,1.9350
50324-1,MB 157,Unknown,Unknown,10261-101-1,Ixabepilone,,,TUBB,TUBB,7482.095,uM,0.00650,0.01010,-0.8414,-0.5486,1.6781,0.9670,0.9725,2.2108
50324-1,MB 157,Unknown,Unknown,10208-101-2,JNK-IN-5A,,,JNK,JNK,12580.168,uM,140.86720,212.72740,0.1400,-0.8586,2.4251,0.1014,0.9615,2.0973
50324-1,MB 157,Unknown,Unknown,10262-101-1,L-779450,,,BRAF,MAPK,12580.166,uM,10.15030,9.16750,0.1997,0.1984,4.9629,0.0310,0.9777,1.8686
50324-1,MB 157,Unknown,Unknown,10051-999-3,Lapatinib,,,EGFR/HER2,ErbB,7482.098,uM,inf,0.84860,0.5818,0.5588,1.3649,0.1246,0.9576,2.2478
50324-1,MB 157,Unknown,Unknown,10263-101-1,LBH589,,,HDAC,HDAC,12580.167,uM,0.09791,0.21279,-0.7184,-0.7419,1.1720,0.6807,0.9985,2.1970
50324-1,MB 157,Unknown,Unknown,10230-101-2,Lestaurtinib,,,FLT3/JAK2/TrkA,RTK,12580.167,uM,1.19390,2.9160,-0.5705,-0.7086,0.9884,0.3296,0.9978,2.1970
50324-1,MB 157,Unknown,Unknown,10264-101-1,Methotrexate,,,DHFR,Metabolism,7482.084,uM,0.00739,0.00686,0.1498,0.1549,5.0000,0.6920,0.9484,1.8697
50324-1,MB 157,Unknown,Unknown,10107-101-2,MG-132,,,Proteasome,Proteasome,12580.17,uM,0.21638,0.29557,-0.7447,-0.7340,2.8965,0.7295,0.9997,1.9993
50324-1,MB 157,Unknown,Unknown,10107-101-2,MG-132,,,Proteasome,Proteasome,12580.17,uM,0.21638,0.29557,-0.7447,-0.7340,2.8965,0.7295,0.9997,1.9993
50324-1,MB 157,Unknown,Unknown,10265-101-1,Pevonedistat,,,NAE1,NAE1,12580.135,uM,0.30216,0.24681,0.1102,0.1338,1.5384,0.3784,0.9967,2.1782
50324-1,MB 157,Unknown,Unknown,10099-101-2,Nilotinib,,,ABL,nRTK,12580.17,uM,inf,inf,0.8681,0.8681,0.0000,-0.0263,0.5610,1.9993
50324-1,MB 157,Unknown,Unknown,10266-101-1,NSC 663284,,,CDC25,CDC,12580.152,uM,1.98170,2.38630,-0.7558,-0.7659,5.0000,0.5664,0.9993,2.2597
50324-1,MB 157,Unknown,Unknown,10267-101-1,NU6102,,,CDK1/2,CDK,12580.147,uM,15.12290,15.03190,0.0154,0.0149,4.9987,0.0904,0.9945,2.2358
50324-1,MB 157,Unknown,Unknown,10268-101-1,Nutlin 3a,,,MDM2,MDM2,7482.066,uM,19.4010,19.74440,-0.0414,-0.0443,4.8390,0.0474,0.9858,1.1347
50324-1,MB 157,Unknown,Unknown,10344-101-1,Olomoucine II,,,CDK1,CDK,12580.147,uM,6.63190,6.67680,-0.0300,-0.0171,4.9968,0.2096,0.9975,2.2358
50324-1,MB 157,Unknown,Unknown,10270-101-1,Oxamflatin,,,HDAC,HDAC,12580.147,uM,0.85570,2.17280,-0.7159,-0.7630,0.9944,0.4721,0.9998,2.2358
50324-1,MB 157,Unknown,Unknown,10271-101-2,PD 98059,,,MEK,MAPK,12580.152,uM,inf,13.27340,0.8145,0.8142,4.7549,0.0130,0.9491,2.2597
50324-1,MB 157,Unknown,Unknown,10048-101-7,PD184352,,,MEK,MAPK,12580.155,uM,18.04330,65.47820,0.2734,-1.0000,0.8523,0.1204,0.9309,2.2315
