Cell HMS LINCS ID,Cell Name,Small Molecule 1 HMS LINCS ID,Small Molecule 1 Name,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 1 Concentration,Small Mol 2 Concentration,Small Mol Conc Unit,Time Point,Time Point Unit,Replicate,Number of Cells,Primary Antibody (488) HMS LINCS ID,Primary Antibody (488) Name,Secondary Antibody (488) HMS LINCS ID,Secondary Antibody (488) Name,Protein Detected (488) HMS LINCS ID,Protein Detected (488) Name,Mean Fluorescence Intensity (488),Primary Antibody (647) HMS LINCS ID,Primary Antibody (647) Name,Secondary Antibody (647) HMS LINCS ID,Secondary Antibody (647) Name,Protein Detected (647) HMS LINCS ID,Protein Detected (647) Name,Mean Fluorescence Intensity (647),Plate Name,Plate Well
50149-4,COLO 858,10068-101-1,Vemurafenib,10145-102-1,Veliparib,0.3160,0.5333,uM,48,hr,2,1765,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,252.26,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,154.63,Colo858-B1-rep2,C2
50149-4,COLO 858,10068-101-1,Vemurafenib,10304-105-1,Rucaparib,0.3160,0.5333,uM,48,hr,2,2053,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,276.51,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,162.63,Colo858-B1-rep2,C3
50149-4,COLO 858,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.3160,0.5333,uM,48,hr,2,367,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,240.33,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,12.62,Colo858-B1-rep2,C4
50149-4,COLO 858,10068-101-1,Vemurafenib,10316-101-1,Selisistat,0.3160,0.5333,uM,48,hr,2,2357,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,319.34,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,91.80,Colo858-B1-rep2,C5
50149-4,COLO 858,10068-101-1,Vemurafenib,10322-110-1,GSK-J2,0.3160,0.5333,uM,48,hr,2,2677,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,312.56,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,142.25,Colo858-B1-rep2,C6
50149-4,COLO 858,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.3160,0.5333,uM,48,hr,2,1702,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,111.67,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,14.18,Colo858-B1-rep2,C7
50149-4,COLO 858,10068-101-1,Vemurafenib,10334-101-1,UNC1215,0.3160,0.5333,uM,48,hr,2,2388,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,298.81,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,149.60,Colo858-B1-rep2,C8
50149-4,COLO 858,10068-101-1,Vemurafenib,10282-101-2,Vorinostat,0.3160,0.5333,uM,48,hr,2,1077,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,189.76,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,154.45,Colo858-B1-rep2,D2
50149-4,COLO 858,10068-101-1,Vemurafenib,10305-101-1,JW55,0.3160,0.5333,uM,48,hr,2,2472,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,267.42,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,137.02,Colo858-B1-rep2,D3
50149-4,COLO 858,10068-101-1,Vemurafenib,10311-101-1,Entinostat,0.3160,0.5333,uM,48,hr,2,2701,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,211.88,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,80.70,Colo858-B1-rep2,D4
50149-4,COLO 858,10068-101-1,Vemurafenib,10317-101-1,AGK2,0.3160,0.5333,uM,48,hr,2,1820,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,307.04,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,114.96,Colo858-B1-rep2,D5
50149-4,COLO 858,10068-101-1,Vemurafenib,10323-102-1,GSK-J4,0.3160,0.5333,uM,48,hr,2,3044,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,288.92,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,131.62,Colo858-B1-rep2,D6
50149-4,COLO 858,10068-101-1,Vemurafenib,10329-101-1,(-)-JQ1,0.3160,0.5333,uM,48,hr,2,3387,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,288.83,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,150.04,Colo858-B1-rep2,D7
50149-4,COLO 858,10068-101-1,Vemurafenib,10335-101-1,IOX2,0.3160,0.5333,uM,48,hr,2,3074,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,323.98,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,143.82,Colo858-B1-rep2,D8
50149-4,COLO 858,10068-101-1,Vemurafenib,10300-101-1,Azacitidine,0.3160,0.5333,uM,48,hr,2,1199,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,281.80,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,95.43,Colo858-B1-rep2,E2
50149-4,COLO 858,10068-101-1,Vemurafenib,10306-101-1,C646,0.3160,0.5333,uM,48,hr,2,2126,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,248.60,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,140.35,Colo858-B1-rep2,E3
50149-4,COLO 858,10068-101-1,Vemurafenib,10312-101-1,Mocetinostat,0.3160,0.5333,uM,48,hr,2,2847,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,153.05,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,41.69,Colo858-B1-rep2,E4
50149-4,COLO 858,10068-101-1,Vemurafenib,10318-101-1,Resveratrol,0.3160,0.5333,uM,48,hr,2,2772,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,301.42,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,139.46,Colo858-B1-rep2,E5
50149-4,COLO 858,10068-101-1,Vemurafenib,10324-101-1,Daminozide,0.3160,0.5333,uM,48,hr,2,3157,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,329.58,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,139.83,Colo858-B1-rep2,E6
50149-4,COLO 858,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.3160,0.5333,uM,48,hr,2,2224,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,161.45,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,24.73,Colo858-B1-rep2,E7
50149-4,COLO 858,10068-101-1,Vemurafenib,10336-101-1,Epigallocatechin gallate,0.3160,0.5333,uM,48,hr,2,2802,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,324.58,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,137.24,Colo858-B1-rep2,E8
50149-4,COLO 858,10068-101-1,Vemurafenib,10301-101-1,Decitabine,0.3160,0.5333,uM,48,hr,2,1367,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,214.98,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,173.73,Colo858-B1-rep2,F2
50149-4,COLO 858,10068-101-1,Vemurafenib,10307-101-1,Garcinol,0.3160,0.5333,uM,48,hr,2,1674,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,281.10,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,142.39,Colo858-B1-rep2,F3
50149-4,COLO 858,10068-101-1,Vemurafenib,10313-101-1,Pracinostat,0.3160,0.5333,uM,48,hr,2,326,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,166.82,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,26.66,Colo858-B1-rep2,F4
50149-4,COLO 858,10068-101-1,Vemurafenib,10319-101-1,BIX-01294,0.3160,0.5333,uM,48,hr,2,1928,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,358.98,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,120.70,Colo858-B1-rep2,F5
50149-4,COLO 858,10068-101-1,Vemurafenib,10325-101-1,Methylstat,0.3160,0.5333,uM,48,hr,2,2202,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,242.84,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,132.23,Colo858-B1-rep2,F6
50149-4,COLO 858,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.3160,0.5333,uM,48,hr,2,1692,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,132.87,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,15.18,Colo858-B1-rep2,F7
50149-4,COLO 858,10068-101-1,Vemurafenib,10339-101-1,CX-5461,0.3160,0.5333,uM,48,hr,2,1972,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,210.24,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,218.97,Colo858-B1-rep2,F8
50149-4,COLO 858,10068-101-1,Vemurafenib,10302-101-1,RG-108,0.3160,0.5333,uM,48,hr,2,1025,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,269.93,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,130.25,Colo858-B1-rep2,G2
50149-4,COLO 858,10068-101-1,Vemurafenib,10308-101-1,Anacardic acid,0.3160,0.5333,uM,48,hr,2,926,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,272.48,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,124.30,Colo858-B1-rep2,G3
50149-4,COLO 858,10068-101-1,Vemurafenib,10314-101-1,MC1568,0.3160,0.5333,uM,48,hr,2,1098,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,323.03,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,124.26,Colo858-B1-rep2,G4
50149-4,COLO 858,10068-101-1,Vemurafenib,10320-101-1,UNC0638,0.3160,0.5333,uM,48,hr,2,1278,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,262.32,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,196.87,Colo858-B1-rep2,G5
50149-4,COLO 858,10068-101-1,Vemurafenib,10326-102-1,Tranylcypromine,0.3160,0.5333,uM,48,hr,2,1326,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,311.56,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,177.03,Colo858-B1-rep2,G6
50149-4,COLO 858,10068-101-1,Vemurafenib,10332-101-1,Ischemin,0.3160,0.5333,uM,48,hr,2,1246,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,336.98,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,140.12,Colo858-B1-rep2,G7
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,1057,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,233.24,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,123.44,Colo858-B1-rep2,H10
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,1047,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,313.05,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,136.62,Colo858-B1-rep2,H11
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,787,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,272.73,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,136.82,Colo858-B1-rep2,H2
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,610,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,248.64,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,141.66,Colo858-B1-rep2,H3
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,804,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,238.63,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,145.41,Colo858-B1-rep2,H4
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,685,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,282.57,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,147.29,Colo858-B1-rep2,H5
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,764,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,266.14,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,145.66,Colo858-B1-rep2,H6
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,801,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,288.66,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,159.65,Colo858-B1-rep2,H7
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,764,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,263.12,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,148.13,Colo858-B1-rep2,H8
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,945,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,235.64,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,135.45,Colo858-B1-rep2,H9
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,1149,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,377.09,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,157.77,Colo858-B2-rep1,A10
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,1065,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,318.49,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,135.54,Colo858-B2-rep1,A11
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,1144,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,332.95,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,125.32,Colo858-B2-rep1,A2
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,928,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,297.12,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,136.39,Colo858-B2-rep1,A3
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,1027,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,328.61,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,146.72,Colo858-B2-rep1,A4
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,892,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,319.64,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,125.87,Colo858-B2-rep1,A5
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,1209,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,319.38,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,137.13,Colo858-B2-rep1,A6
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,1160,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,333.77,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,172.95,Colo858-B2-rep1,A7
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,1050,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,357.45,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,147.23,Colo858-B2-rep1,A8
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,1105,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,336.45,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,169.68,Colo858-B2-rep1,A9
50149-4,COLO 858,10068-101-1,Vemurafenib,10144-101-2,Olaparib,0.3160,0.1067,uM,48,hr,1,1469,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,250.71,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,161.18,Colo858-B2-rep1,B2
50149-4,COLO 858,10068-101-1,Vemurafenib,10303-101-1,Iniparib,0.3160,0.1067,uM,48,hr,1,1399,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,304.34,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,159.18,Colo858-B2-rep1,B3
50149-4,COLO 858,10068-101-1,Vemurafenib,10309-101-1,CTB,0.3160,0.1067,uM,48,hr,1,1399,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,278.66,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,181.20,Colo858-B2-rep1,B4
50149-4,COLO 858,10068-101-1,Vemurafenib,10315-101-1,Rocilinostat,0.3160,0.1067,uM,48,hr,1,1474,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,291.89,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,193.74,Colo858-B2-rep1,B5
50149-4,COLO 858,10068-101-1,Vemurafenib,10321-110-1,GSK-J1,0.3160,0.1067,uM,48,hr,1,1501,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,295.74,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,156.47,Colo858-B2-rep1,B6
50149-4,COLO 858,10068-101-1,Vemurafenib,10327-101-1,PFI-1,0.3160,0.1067,uM,48,hr,1,1597,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,305.58,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,152.98,Colo858-B2-rep1,B7
50149-4,COLO 858,10068-101-1,Vemurafenib,10333-101-1,UNC669,0.3160,0.1067,uM,48,hr,1,1631,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,318.51,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,162.38,Colo858-B2-rep1,B8
50149-4,COLO 858,10068-101-1,Vemurafenib,10145-102-1,Veliparib,0.3160,0.1067,uM,48,hr,1,1792,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,277.98,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,153.52,Colo858-B2-rep1,C2
50149-4,COLO 858,10068-101-1,Vemurafenib,10304-105-1,Rucaparib,0.3160,0.1067,uM,48,hr,1,2092,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,264.74,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,163.85,Colo858-B2-rep1,C3
50149-4,COLO 858,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.3160,0.1067,uM,48,hr,1,798,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,187.52,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,66.34,Colo858-B2-rep1,C4
50149-4,COLO 858,10068-101-1,Vemurafenib,10316-101-1,Selisistat,0.3160,0.1067,uM,48,hr,1,2270,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,335.67,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,136.25,Colo858-B2-rep1,C5
50149-4,COLO 858,10068-101-1,Vemurafenib,10322-110-1,GSK-J2,0.3160,0.1067,uM,48,hr,1,2462,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,317.12,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,150.12,Colo858-B2-rep1,C6
50149-4,COLO 858,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.3160,0.1067,uM,48,hr,1,1564,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,110.51,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,23.82,Colo858-B2-rep1,C7
50149-4,COLO 858,10068-101-1,Vemurafenib,10334-101-1,UNC1215,0.3160,0.1067,uM,48,hr,1,2333,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,313.71,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,176.41,Colo858-B2-rep1,C8
50149-4,COLO 858,10068-101-1,Vemurafenib,10282-101-2,Vorinostat,0.3160,0.1067,uM,48,hr,1,1749,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,253.38,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,166.28,Colo858-B2-rep1,D2
50149-4,COLO 858,10068-101-1,Vemurafenib,10305-101-1,JW55,0.3160,0.1067,uM,48,hr,1,2407,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,280.93,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,154.25,Colo858-B2-rep1,D3
50149-4,COLO 858,10068-101-1,Vemurafenib,10311-101-1,Entinostat,0.3160,0.1067,uM,48,hr,1,3047,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,285.27,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,129.34,Colo858-B2-rep1,D4
50149-4,COLO 858,10068-101-1,Vemurafenib,10317-101-1,AGK2,0.3160,0.1067,uM,48,hr,1,2399,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,279.22,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,124.75,Colo858-B2-rep1,D5
50149-4,COLO 858,10068-101-1,Vemurafenib,10323-102-1,GSK-J4,0.3160,0.1067,uM,48,hr,1,3271,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,334.17,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,153.69,Colo858-B2-rep1,D6
50149-4,COLO 858,10068-101-1,Vemurafenib,10329-101-1,(-)-JQ1,0.3160,0.1067,uM,48,hr,1,3394,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,313.83,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,168.87,Colo858-B2-rep1,D7
50149-4,COLO 858,10068-101-1,Vemurafenib,10335-101-1,IOX2,0.3160,0.1067,uM,48,hr,1,3247,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,296.22,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,170.23,Colo858-B2-rep1,D8
50149-4,COLO 858,10068-101-1,Vemurafenib,10300-101-1,Azacitidine,0.3160,0.1067,uM,48,hr,1,1758,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,254.56,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,128.93,Colo858-B2-rep1,E2
50149-4,COLO 858,10068-101-1,Vemurafenib,10306-101-1,C646,0.3160,0.1067,uM,48,hr,1,2247,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,313.23,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,149.21,Colo858-B2-rep1,E3
50149-4,COLO 858,10068-101-1,Vemurafenib,10312-101-1,Mocetinostat,0.3160,0.1067,uM,48,hr,1,2689,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,206.37,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,98.91,Colo858-B2-rep1,E4
50149-4,COLO 858,10068-101-1,Vemurafenib,10318-101-1,Resveratrol,0.3160,0.1067,uM,48,hr,1,2616,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,310.59,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,156.15,Colo858-B2-rep1,E5
50149-4,COLO 858,10068-101-1,Vemurafenib,10324-101-1,Daminozide,0.3160,0.1067,uM,48,hr,1,3016,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,329.69,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,141.87,Colo858-B2-rep1,E6
