Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,2nd Drug,Drug Concentration,Conc Unit,Time Point,Time Point Unit,Image,Measured Protein (Alexa Fluor 488),Measured Protein Value (488),Measured Protein (Alexa Fluor 568),Measured Protein Value (568),Measured Protein (Alexa Fluor 647),Measured Protein Value (647),Replicate,Plate Name,Plate Well
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,0.0082,uM,24,hr,448335,p-Histone H3(S10),264.06,p-Rb(S807/S811),220.85,p-S6(S235/S236,434.18,2,LOXIMVI-signal2,C9
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.0033,uM,24,hr,448470,p-Histone H3(S10),283.24,p-Rb(S807/S811),237.66,p-S6(S235/S236,456.10,1,LOXIMVI-signal2,D10
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.0000,uM,24,hr,448506,p-Histone H3(S10),299.94,p-Rb(S807/S811),232.62,p-S6(S235/S236,413.74,1,LOXIMVI-signal2,D11
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,5.0000,uM,24,hr,448308,p-Histone H3(S10),388.24,p-Rb(S807/S811),277.19,p-S6(S235/S236,582.84,1,LOXIMVI-signal2,D2
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,2.0000,uM,24,hr,448560,p-Histone H3(S10),368.60,p-Rb(S807/S811),272.58,p-S6(S235/S236,627.74,1,LOXIMVI-signal2,D3
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.8000,uM,24,hr,448407,p-Histone H3(S10),344.33,p-Rb(S807/S811),248.42,p-S6(S235/S236,524.11,1,LOXIMVI-signal2,D4
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.3200,uM,24,hr,448443,p-Histone H3(S10),291.53,p-Rb(S807/S811),246.99,p-S6(S235/S236,502.86,1,LOXIMVI-signal2,D5
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.1280,uM,24,hr,448371,p-Histone H3(S10),290.00,p-Rb(S807/S811),244.26,p-S6(S235/S236,469.02,1,LOXIMVI-signal2,D6
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.0512,uM,24,hr,448479,p-Histone H3(S10),285.05,p-Rb(S807/S811),232.52,p-S6(S235/S236,459.23,1,LOXIMVI-signal2,D7
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.0205,uM,24,hr,448551,p-Histone H3(S10),299.84,p-Rb(S807/S811),230.92,p-S6(S235/S236,450.38,1,LOXIMVI-signal2,D8
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.0082,uM,24,hr,448281,p-Histone H3(S10),267.83,p-Rb(S807/S811),225.75,p-S6(S235/S236,426.66,1,LOXIMVI-signal2,D9
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.0033,uM,24,hr,448299,p-Histone H3(S10),242.93,p-Rb(S807/S811),227.00,p-S6(S235/S236,449.29,2,LOXIMVI-signal2,E10
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.0000,uM,24,hr,448389,p-Histone H3(S10),312.66,p-Rb(S807/S811),236.29,p-S6(S235/S236,442.43,2,LOXIMVI-signal2,E11
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,5.0000,uM,24,hr,448497,p-Histone H3(S10),394.33,p-Rb(S807/S811),290.15,p-S6(S235/S236,433.67,2,LOXIMVI-signal2,E2
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,2.0000,uM,24,hr,448191,p-Histone H3(S10),377.73,p-Rb(S807/S811),274.50,p-S6(S235/S236,619.52,2,LOXIMVI-signal2,E3
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.8000,uM,24,hr,448524,p-Histone H3(S10),297.60,p-Rb(S807/S811),258.35,p-S6(S235/S236,550.62,2,LOXIMVI-signal2,E4
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.3200,uM,24,hr,448515,p-Histone H3(S10),260.69,p-Rb(S807/S811),241.93,p-S6(S235/S236,501.67,2,LOXIMVI-signal2,E5
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.1280,uM,24,hr,448416,p-Histone H3(S10),282.86,p-Rb(S807/S811),236.08,p-S6(S235/S236,480.10,2,LOXIMVI-signal2,E6
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.0512,uM,24,hr,448362,p-Histone H3(S10),283.60,p-Rb(S807/S811),227.06,p-S6(S235/S236,453.19,2,LOXIMVI-signal2,E7
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.0205,uM,24,hr,448605,p-Histone H3(S10),281.63,p-Rb(S807/S811),231.63,p-S6(S235/S236,455.97,2,LOXIMVI-signal2,E8
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.0082,uM,24,hr,448488,p-Histone H3(S10),254.16,p-Rb(S807/S811),231.99,p-S6(S235/S236,458.18,2,LOXIMVI-signal2,E9
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.0033,uM,24,hr,448164,p-Histone H3(S10),269.36,p-Rb(S807/S811),224.35,p-S6(S235/S236,447.46,1,LOXIMVI-signal2,F10
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.0000,uM,24,hr,448533,p-Histone H3(S10),306.56,p-Rb(S807/S811),232.04,p-S6(S235/S236,424.09,1,LOXIMVI-signal2,F11
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,5.0000,uM,24,hr,448380,p-Histone H3(S10),358.85,p-Rb(S807/S811),104.29,p-S6(S235/S236,19.60,1,LOXIMVI-signal2,F2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,2.0000,uM,24,hr,448236,p-Histone H3(S10),229.67,p-Rb(S807/S811),98.04,p-S6(S235/S236,97.15,1,LOXIMVI-signal2,F3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.8000,uM,24,hr,448353,p-Histone H3(S10),229.22,p-Rb(S807/S811),100.85,p-S6(S235/S236,225.60,1,LOXIMVI-signal2,F4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.3200,uM,24,hr,448461,p-Histone H3(S10),237.24,p-Rb(S807/S811),135.99,p-S6(S235/S236,359.46,1,LOXIMVI-signal2,F5
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.1280,uM,24,hr,448596,p-Histone H3(S10),249.86,p-Rb(S807/S811),181.43,p-S6(S235/S236,413.04,1,LOXIMVI-signal2,F6
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.0512,uM,24,hr,448326,p-Histone H3(S10),233.98,p-Rb(S807/S811),191.85,p-S6(S235/S236,428.50,1,LOXIMVI-signal2,F7
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.0205,uM,24,hr,448317,p-Histone H3(S10),267.75,p-Rb(S807/S811),208.98,p-S6(S235/S236,429.59,1,LOXIMVI-signal2,F8
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.0082,uM,24,hr,448290,p-Histone H3(S10),238.51,p-Rb(S807/S811),220.71,p-S6(S235/S236,444.78,1,LOXIMVI-signal2,F9
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.0033,uM,24,hr,448263,p-Histone H3(S10),300.97,p-Rb(S807/S811),216.71,p-S6(S235/S236,433.18,2,LOXIMVI-signal2,G10
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.0000,uM,24,hr,448110,p-Histone H3(S10),325.81,p-Rb(S807/S811),222.34,p-S6(S235/S236,438.90,2,LOXIMVI-signal2,G11
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,5.0000,uM,24,hr,448254,p-Histone H3(S10),351.16,p-Rb(S807/S811),100.40,p-S6(S235/S236,22.18,2,LOXIMVI-signal2,G2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,2.0000,uM,24,hr,448137,p-Histone H3(S10),231.93,p-Rb(S807/S811),91.17,p-S6(S235/S236,89.76,2,LOXIMVI-signal2,G3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.8000,uM,24,hr,448146,p-Histone H3(S10),258.89,p-Rb(S807/S811),123.29,p-S6(S235/S236,272.97,2,LOXIMVI-signal2,G4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.3200,uM,24,hr,448245,p-Histone H3(S10),233.71,p-Rb(S807/S811),136.67,p-S6(S235/S236,375.36,2,LOXIMVI-signal2,G5
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.1280,uM,24,hr,448209,p-Histone H3(S10),268.49,p-Rb(S807/S811),170.62,p-S6(S235/S236,412.34,2,LOXIMVI-signal2,G6
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.0512,uM,24,hr,448173,p-Histone H3(S10),230.14,p-Rb(S807/S811),187.63,p-S6(S235/S236,409.48,2,LOXIMVI-signal2,G7
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.0205,uM,24,hr,448569,p-Histone H3(S10),258.76,p-Rb(S807/S811),210.04,p-S6(S235/S236,429.29,2,LOXIMVI-signal2,G8
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.0082,uM,24,hr,448578,p-Histone H3(S10),260.82,p-Rb(S807/S811),220.20,p-S6(S235/S236,459.82,2,LOXIMVI-signal2,G9
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,0.0033,uM,24,hr,448641,Ki-67,2929.90,p-Rb(S807/S811),202.41,p-cJun(S73),113.58,1,LOXIMVI-signal3,B10
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,0.0000,uM,24,hr,448947,Ki-67,3070.70,p-Rb(S807/S811),206.62,p-cJun(S73),122.85,1,LOXIMVI-signal3,B11
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,5.0000,uM,24,hr,448631,Ki-67,2047.60,p-Rb(S807/S811),78.14,p-cJun(S73),80.02,1,LOXIMVI-signal3,B2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,2.0000,uM,24,hr,448902,Ki-67,2059.50,p-Rb(S807/S811),90.66,p-cJun(S73),86.47,1,LOXIMVI-signal3,B3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,0.8000,uM,24,hr,449127,Ki-67,2357.40,p-Rb(S807/S811),128.12,p-cJun(S73),82.54,1,LOXIMVI-signal3,B4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,0.3200,uM,24,hr,448713,Ki-67,2470.00,p-Rb(S807/S811),138.22,p-cJun(S73),75.91,1,LOXIMVI-signal3,B5
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,0.1280,uM,24,hr,449109,Ki-67,2653.30,p-Rb(S807/S811),167.23,p-cJun(S73),86.38,1,LOXIMVI-signal3,B6
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,0.0512,uM,24,hr,448956,Ki-67,2730.30,p-Rb(S807/S811),177.84,p-cJun(S73),95.29,1,LOXIMVI-signal3,B7
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,0.0205,uM,24,hr,448866,Ki-67,2785.20,p-Rb(S807/S811),185.62,p-cJun(S73),96.25,1,LOXIMVI-signal3,B8
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,0.0082,uM,24,hr,448848,Ki-67,2905.80,p-Rb(S807/S811),198.95,p-cJun(S73),109.56,1,LOXIMVI-signal3,B9
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,0.0033,uM,24,hr,448965,Ki-67,2960.60,p-Rb(S807/S811),197.88,p-cJun(S73),114.95,2,LOXIMVI-signal3,C10
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,0.0000,uM,24,hr,449118,Ki-67,3001.50,p-Rb(S807/S811),195.98,p-cJun(S73),118.37,2,LOXIMVI-signal3,C11
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,5.0000,uM,24,hr,448695,Ki-67,1979.00,p-Rb(S807/S811),73.51,p-cJun(S73),77.14,2,LOXIMVI-signal3,C2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,2.0000,uM,24,hr,448758,Ki-67,2153.30,p-Rb(S807/S811),92.72,p-cJun(S73),84.91,2,LOXIMVI-signal3,C3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,0.8000,uM,24,hr,449082,Ki-67,2448.30,p-Rb(S807/S811),126.79,p-cJun(S73),81.56,2,LOXIMVI-signal3,C4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,0.3200,uM,24,hr,449019,Ki-67,2387.10,p-Rb(S807/S811),134.09,p-cJun(S73),83.10,2,LOXIMVI-signal3,C5
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,0.1280,uM,24,hr,449010,Ki-67,2570.00,p-Rb(S807/S811),157.19,p-cJun(S73),85.99,2,LOXIMVI-signal3,C6
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,0.0512,uM,24,hr,448857,Ki-67,2629.00,p-Rb(S807/S811),170.98,p-cJun(S73),89.13,2,LOXIMVI-signal3,C7
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,0.0205,uM,24,hr,449064,Ki-67,2858.70,p-Rb(S807/S811),191.23,p-cJun(S73),102.21,2,LOXIMVI-signal3,C8
10068-101-1,Vemurafenib,50988-1,LOXIMVI,,0.0082,uM,24,hr,448974,Ki-67,2983.70,p-Rb(S807/S811),203.05,p-cJun(S73),109.97,2,LOXIMVI-signal3,C9
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.0033,uM,24,hr,448659,Ki-67,2844.80,p-Rb(S807/S811),201.31,p-cJun(S73),107.70,1,LOXIMVI-signal3,D10
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.0000,uM,24,hr,448983,Ki-67,3098.40,p-Rb(S807/S811),213.41,p-cJun(S73),128.11,1,LOXIMVI-signal3,D11
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,5.0000,uM,24,hr,448803,Ki-67,3004.40,p-Rb(S807/S811),244.06,p-cJun(S73),51.77,1,LOXIMVI-signal3,D2
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,2.0000,uM,24,hr,448704,Ki-67,3123.80,p-Rb(S807/S811),257.55,p-cJun(S73),54.72,1,LOXIMVI-signal3,D3
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.8000,uM,24,hr,448839,Ki-67,2971.40,p-Rb(S807/S811),219.05,p-cJun(S73),57.05,1,LOXIMVI-signal3,D4
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.3200,uM,24,hr,448668,Ki-67,2939.70,p-Rb(S807/S811),217.05,p-cJun(S73),57.83,1,LOXIMVI-signal3,D5
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.1280,uM,24,hr,448677,Ki-67,2922.80,p-Rb(S807/S811),202.58,p-cJun(S73),68.33,1,LOXIMVI-signal3,D6
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.0512,uM,24,hr,449145,Ki-67,2947.60,p-Rb(S807/S811),217.27,p-cJun(S73),73.06,1,LOXIMVI-signal3,D7
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.0205,uM,24,hr,449136,Ki-67,3052.30,p-Rb(S807/S811),224.01,p-cJun(S73),90.47,1,LOXIMVI-signal3,D8
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.0082,uM,24,hr,448929,Ki-67,2963.80,p-Rb(S807/S811),214.47,p-cJun(S73),101.55,1,LOXIMVI-signal3,D9
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.0033,uM,24,hr,449028,Ki-67,2929.10,p-Rb(S807/S811),208.63,p-cJun(S73),107.76,2,LOXIMVI-signal3,E10
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.0000,uM,24,hr,448749,Ki-67,3030.30,p-Rb(S807/S811),205.20,p-cJun(S73),122.59,2,LOXIMVI-signal3,E11
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,5.0000,uM,24,hr,448821,Ki-67,2973.70,p-Rb(S807/S811),240.23,p-cJun(S73),48.04,2,LOXIMVI-signal3,E2
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,2.0000,uM,24,hr,448650,Ki-67,3091.80,p-Rb(S807/S811),251.41,p-cJun(S73),53.20,2,LOXIMVI-signal3,E3
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.8000,uM,24,hr,448632,Ki-67,3017.80,p-Rb(S807/S811),223.34,p-cJun(S73),56.18,2,LOXIMVI-signal3,E4
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.3200,uM,24,hr,448812,Ki-67,2848.50,p-Rb(S807/S811),207.66,p-cJun(S73),57.32,2,LOXIMVI-signal3,E5
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.1280,uM,24,hr,448785,Ki-67,2886.70,p-Rb(S807/S811),203.46,p-cJun(S73),63.66,2,LOXIMVI-signal3,E6
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.0512,uM,24,hr,448893,Ki-67,2817.60,p-Rb(S807/S811),205.31,p-cJun(S73),68.42,2,LOXIMVI-signal3,E7
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.0205,uM,24,hr,448938,Ki-67,2981.20,p-Rb(S807/S811),212.09,p-cJun(S73),82.93,2,LOXIMVI-signal3,E8
10363-101-1,JNK-IN-8,50988-1,LOXIMVI,,0.0082,uM,24,hr,449046,Ki-67,2876.00,p-Rb(S807/S811),199.31,p-cJun(S73),94.47,2,LOXIMVI-signal3,E9
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.0033,uM,24,hr,448686,Ki-67,2882.90,p-Rb(S807/S811),203.40,p-cJun(S73),97.65,1,LOXIMVI-signal3,F10
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.0000,uM,24,hr,448722,Ki-67,3032.30,p-Rb(S807/S811),209.50,p-cJun(S73),127.94,1,LOXIMVI-signal3,F11
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,5.0000,uM,24,hr,448776,Ki-67,2814.00,p-Rb(S807/S811),96.96,p-cJun(S73),30.63,1,LOXIMVI-signal3,F2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,2.0000,uM,24,hr,448884,Ki-67,2379.60,p-Rb(S807/S811),93.92,p-cJun(S73),26.61,1,LOXIMVI-signal3,F3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.8000,uM,24,hr,448830,Ki-67,2249.30,p-Rb(S807/S811),93.65,p-cJun(S73),24.47,1,LOXIMVI-signal3,F4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.3200,uM,24,hr,449037,Ki-67,2320.10,p-Rb(S807/S811),113.12,p-cJun(S73),29.40,1,LOXIMVI-signal3,F5
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.1280,uM,24,hr,449001,Ki-67,2553.90,p-Rb(S807/S811),157.20,p-cJun(S73),41.82,1,LOXIMVI-signal3,F6
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.0512,uM,24,hr,448911,Ki-67,2628.70,p-Rb(S807/S811),180.11,p-cJun(S73),54.15,1,LOXIMVI-signal3,F7
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.0205,uM,24,hr,449073,Ki-67,2734.80,p-Rb(S807/S811),188.75,p-cJun(S73),65.47,1,LOXIMVI-signal3,F8
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.0082,uM,24,hr,448920,Ki-67,2742.00,p-Rb(S807/S811),188.71,p-cJun(S73),92.00,1,LOXIMVI-signal3,F9
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.0033,uM,24,hr,448731,Ki-67,2829.00,p-Rb(S807/S811),197.37,p-cJun(S73),98.13,2,LOXIMVI-signal3,G10
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.0000,uM,24,hr,448767,Ki-67,2934.10,p-Rb(S807/S811),203.26,p-cJun(S73),120.51,2,LOXIMVI-signal3,G11
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,5.0000,uM,24,hr,448794,Ki-67,2767.00,p-Rb(S807/S811),114.93,p-cJun(S73),35.58,2,LOXIMVI-signal3,G2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,2.0000,uM,24,hr,448992,Ki-67,2231.10,p-Rb(S807/S811),90.56,p-cJun(S73),23.75,2,LOXIMVI-signal3,G3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.8000,uM,24,hr,448740,Ki-67,2219.70,p-Rb(S807/S811),100.07,p-cJun(S73),23.48,2,LOXIMVI-signal3,G4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.3200,uM,24,hr,448875,Ki-67,2301.20,p-Rb(S807/S811),115.21,p-cJun(S73),27.54,2,LOXIMVI-signal3,G5
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.1280,uM,24,hr,449091,Ki-67,2465.90,p-Rb(S807/S811),148.93,p-cJun(S73),37.40,2,LOXIMVI-signal3,G6
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.0512,uM,24,hr,449100,Ki-67,2517.90,p-Rb(S807/S811),172.29,p-cJun(S73),48.52,2,LOXIMVI-signal3,G7
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.0205,uM,24,hr,449154,Ki-67,2617.50,p-Rb(S807/S811),180.39,p-cJun(S73),69.18,2,LOXIMVI-signal3,G8
10068-101-1,Vemurafenib,50988-1,LOXIMVI,JNK-IN-8,0.0082,uM,24,hr,449055,Ki-67,2667.60,p-Rb(S807/S811),189.57,p-cJun(S73),84.40,2,LOXIMVI-signal3,G9
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0033,uM,24,hr,449523,p27 Kip1,228.00,p-Rb(S807/S811),72.02,p-ERK(T202/Y204),575.75,1,WM115-signal1,B10
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0000,uM,24,hr,449532,p27 Kip1,242.95,p-Rb(S807/S811),73.13,p-ERK(T202/Y204),635.44,1,WM115-signal1,B11
10068-101-1,Vemurafenib,50567-1,WM-115,,5.0000,uM,24,hr,449171,p27 Kip1,333.89,p-Rb(S807/S811),50.05,p-ERK(T202/Y204),12.54,1,WM115-signal1,B2
10068-101-1,Vemurafenib,50567-1,WM-115,,2.0000,uM,24,hr,449280,p27 Kip1,325.41,p-Rb(S807/S811),43.62,p-ERK(T202/Y204),15.11,1,WM115-signal1,B3
10068-101-1,Vemurafenib,50567-1,WM-115,,0.8000,uM,24,hr,449604,p27 Kip1,304.70,p-Rb(S807/S811),38.57,p-ERK(T202/Y204),23.27,1,WM115-signal1,B4
10068-101-1,Vemurafenib,50567-1,WM-115,,0.3200,uM,24,hr,449208,p27 Kip1,263.18,p-Rb(S807/S811),37.97,p-ERK(T202/Y204),43.14,1,WM115-signal1,B5
10068-101-1,Vemurafenib,50567-1,WM-115,,0.1280,uM,24,hr,449271,p27 Kip1,237.94,p-Rb(S807/S811),55.20,p-ERK(T202/Y204),149.42,1,WM115-signal1,B6
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0512,uM,24,hr,449181,p27 Kip1,237.09,p-Rb(S807/S811),68.88,p-ERK(T202/Y204),366.99,1,WM115-signal1,B7
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0205,uM,24,hr,449478,p27 Kip1,231.96,p-Rb(S807/S811),70.30,p-ERK(T202/Y204),503.00,1,WM115-signal1,B8
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0082,uM,24,hr,449415,p27 Kip1,230.43,p-Rb(S807/S811),73.12,p-ERK(T202/Y204),557.15,1,WM115-signal1,B9
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0033,uM,24,hr,449226,p27 Kip1,224.32,p-Rb(S807/S811),72.50,p-ERK(T202/Y204),614.52,2,WM115-signal1,C10
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0000,uM,24,hr,449235,p27 Kip1,238.61,p-Rb(S807/S811),73.09,p-ERK(T202/Y204),620.90,2,WM115-signal1,C11
10068-101-1,Vemurafenib,50567-1,WM-115,,5.0000,uM,24,hr,449307,p27 Kip1,333.60,p-Rb(S807/S811),45.80,p-ERK(T202/Y204),12.42,2,WM115-signal1,C2
10068-101-1,Vemurafenib,50567-1,WM-115,,2.0000,uM,24,hr,449514,p27 Kip1,318.36,p-Rb(S807/S811),43.44,p-ERK(T202/Y204),16.10,2,WM115-signal1,C3
10068-101-1,Vemurafenib,50567-1,WM-115,,0.8000,uM,24,hr,449190,p27 Kip1,301.62,p-Rb(S807/S811),38.59,p-ERK(T202/Y204),24.54,2,WM115-signal1,C4
10068-101-1,Vemurafenib,50567-1,WM-115,,0.3200,uM,24,hr,449361,p27 Kip1,257.65,p-Rb(S807/S811),38.40,p-ERK(T202/Y204),44.96,2,WM115-signal1,C5
10068-101-1,Vemurafenib,50567-1,WM-115,,0.1280,uM,24,hr,449397,p27 Kip1,235.53,p-Rb(S807/S811),54.90,p-ERK(T202/Y204),152.31,2,WM115-signal1,C6
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0512,uM,24,hr,449334,p27 Kip1,238.56,p-Rb(S807/S811),70.44,p-ERK(T202/Y204),385.55,2,WM115-signal1,C7
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0205,uM,24,hr,449559,p27 Kip1,230.38,p-Rb(S807/S811),73.32,p-ERK(T202/Y204),501.50,2,WM115-signal1,C8
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0082,uM,24,hr,449217,p27 Kip1,224.35,p-Rb(S807/S811),70.42,p-ERK(T202/Y204),575.35,2,WM115-signal1,C9
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0033,uM,24,hr,449325,p27 Kip1,227.05,p-Rb(S807/S811),74.53,p-ERK(T202/Y204),625.81,1,WM115-signal1,D10
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0000,uM,24,hr,449253,p27 Kip1,238.03,p-Rb(S807/S811),74.48,p-ERK(T202/Y204),630.06,1,WM115-signal1,D11
10363-101-1,JNK-IN-8,50567-1,WM-115,,5.0000,uM,24,hr,449343,p27 Kip1,230.19,p-Rb(S807/S811),77.30,p-ERK(T202/Y204),802.24,1,WM115-signal1,D2
10363-101-1,JNK-IN-8,50567-1,WM-115,,2.0000,uM,24,hr,449541,p27 Kip1,254.69,p-Rb(S807/S811),87.41,p-ERK(T202/Y204),724.06,1,WM115-signal1,D3
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.8000,uM,24,hr,449172,p27 Kip1,243.86,p-Rb(S807/S811),88.86,p-ERK(T202/Y204),663.72,1,WM115-signal1,D4
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.3200,uM,24,hr,449388,p27 Kip1,236.84,p-Rb(S807/S811),83.75,p-ERK(T202/Y204),640.13,1,WM115-signal1,D5
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.1280,uM,24,hr,449505,p27 Kip1,250.36,p-Rb(S807/S811),85.23,p-ERK(T202/Y204),658.54,1,WM115-signal1,D6
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0512,uM,24,hr,449676,p27 Kip1,242.63,p-Rb(S807/S811),82.99,p-ERK(T202/Y204),649.81,1,WM115-signal1,D7
