Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol 1 Concentration,Small Mol 1 Conc Unit,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 2 Concentration,Small Mol 2 Conc Unit,Biological Replicate,Technical Replicate,Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Normalized Growth Rate Inhibition Value
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,1.1111,uM,2,1,1843,2327,5129,0.1708
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,0.3704,uM,2,1,1843,2985,5129,0.3860
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10142-101-1,Trametinib,0.1235,uM,2,1,1843,749,5129,-0.4568
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,0.1235,uM,2,1,1843,1525,5129,-0.1207
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,0.2138,uM,2,1,1843,1482,5129,-0.1376
50105-3,BT-20,,,0,uM,,,0,uM,2,1,1843,4838,5129,0.9224
50105-3,BT-20,,,0,uM,,,0,uM,2,2,1843,5186,5278,0.9769
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10051-104-1,Lapatinib,10,uM,2,2,1843,1357,5278,-0.1829
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10056-101-1,Selumetinib,10,uM,2,2,1843,2781,5278,0.3111
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10024-101-1,NVP-TAE684,1.1111,uM,2,2,1843,869,5278,-0.3909
50105-3,BT-20,10232-101-1,Dactolisib,0.0017,uM,10056-101-1,Selumetinib,10,uM,2,2,1843,3770,5278,0.6022
50105-3,BT-20,10232-101-1,Dactolisib,0.0017,uM,10018-101-1,Neratinib,0.3704,uM,2,2,1843,3836,5278,0.6206
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,0.6415,uM,2,2,1843,1652,5278,-0.0698
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10018-101-1,Neratinib,1.1111,uM,2,2,1843,2195,5278,0.1218
50105-3,BT-20,,,0,uM,,,0,uM,2,2,1843,4804,5278,0.8797
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10142-101-1,Trametinib,0.1235,uM,2,2,1843,1505,5278,-0.1253
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,0.0713,uM,2,2,1843,3017,5278,0.3834
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10056-101-1,Selumetinib,1.1111,uM,2,2,1843,3558,5278,0.5422
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,0.2138,uM,2,2,1843,2173,5278,0.1143
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,1.1111,uM,2,2,1843,1580,5278,-0.0968
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10142-101-1,Trametinib,0.1235,uM,2,2,1843,469,5278,-0.5943
50105-3,BT-20,,,0,uM,,,0,uM,2,2,1843,4893,5278,0.9026
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10142-101-1,Trametinib,1.1111,uM,2,2,1843,1960,5278,0.0411
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,0.6415,uM,2,2,1843,2968,5278,0.3685
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10032-101-1,Saracatinib,0.6415,uM,2,2,1843,3013,5278,0.3822
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10024-101-1,NVP-TAE684,3.3333,uM,2,2,1843,1037,5278,-0.3157
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,0.1235,uM,2,2,1843,3343,5278,0.4802
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,0.2138,uM,2,2,1843,3482,5278,0.5205
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10024-101-1,NVP-TAE684,0.3704,uM,2,2,1843,2710,5278,0.2889
50105-3,BT-20,,,0,uM,,,0,uM,2,2,1843,5154,5278,0.9689
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10018-101-1,Neratinib,0.1235,uM,2,2,1843,2217,5278,0.1292
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10018-101-1,Neratinib,0.1235,uM,2,2,1843,843,5278,-0.4030
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10056-101-1,Selumetinib,10,uM,2,2,1843,2868,5278,0.3380
50105-3,BT-20,10232-101-1,Dactolisib,0.0017,uM,10056-101-1,Selumetinib,0.3704,uM,2,2,1843,4008,5278,0.6682
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10032-101-1,Saracatinib,0.3704,uM,2,2,1843,3491,5278,0.5230
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10051-104-1,Lapatinib,5.7735,uM,2,2,1843,1868,5278,0.0086
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,0.2138,uM,2,2,1843,3242,5278,0.4505
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10032-101-1,Saracatinib,1.1111,uM,2,2,1843,1528,5278,-0.1165
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,0.3704,uM,2,2,1843,1884,5278,0.0143
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10056-101-1,Selumetinib,3.3333,uM,2,2,1843,1590,5278,-0.0930
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10051-104-1,Lapatinib,3.3333,uM,2,2,1843,3443,5278,0.5092
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10051-104-1,Lapatinib,3.3333,uM,2,2,1843,2684,5278,0.2808
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10024-101-1,NVP-TAE684,0.3704,uM,2,2,1843,2113,5278,0.0940
50105-3,BT-20,10018-101-1,Neratinib,0.3704,uM,,,0,uM,2,2,1843,4072,5278,0.6857
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10056-101-1,Selumetinib,3.3333,uM,2,2,1843,3004,5278,0.3795
50105-3,BT-20,10032-101-1,Saracatinib,3.3333,uM,,,0,uM,2,2,1843,3665,5278,0.5727
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10056-101-1,Selumetinib,3.3333,uM,2,2,1843,3352,5278,0.4828
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10024-101-1,NVP-TAE684,3.3333,uM,2,2,1843,557,5278,-0.5457
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10018-101-1,Neratinib,1.9245,uM,2,2,1843,821,5278,-0.4133
50105-3,BT-20,10056-101-1,Selumetinib,10,uM,,,0,uM,2,2,1843,3944,5278,0.6506
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10032-101-1,Saracatinib,3.3333,uM,2,2,1843,2958,5278,0.3655
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,1.9245,uM,2,2,1843,1161,5278,-0.2628
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10032-101-1,Saracatinib,0.3704,uM,2,2,1843,4046,5278,0.6786
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10056-101-1,Selumetinib,1.1111,uM,2,2,1843,3415,5278,0.5011
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10018-101-1,Neratinib,0.0713,uM,2,2,1843,3747,5278,0.5958
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10051-104-1,Lapatinib,1.9245,uM,2,2,1843,4202,5278,0.7210
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,1.9245,uM,2,2,1843,566,5278,-0.5408
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10032-101-1,Saracatinib,1.1111,uM,2,2,1843,2510,5278,0.2254
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10024-101-1,NVP-TAE684,1.1111,uM,2,2,1843,1969,5278,0.0442
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,1.1111,uM,2,2,1843,1024,5278,-0.3213
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10024-101-1,NVP-TAE684,1.1111,uM,2,2,1843,1153,5278,-0.2661
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10032-101-1,Saracatinib,3.3333,uM,2,2,1843,1190,5278,-0.2507
50105-3,BT-20,,,0,uM,,,0,uM,2,2,1843,5198,5278,0.9799
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10051-104-1,Lapatinib,1.9245,uM,2,2,1843,3421,5278,0.5028
50105-3,BT-20,10232-101-1,Dactolisib,0.0017,uM,10032-101-1,Saracatinib,1.9245,uM,2,2,1843,3852,5278,0.6251
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10018-101-1,Neratinib,0.3704,uM,2,2,1843,685,5278,-0.4793
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,0.3704,uM,2,2,1843,1793,5278,-0.0182
50105-3,BT-20,10032-101-1,Saracatinib,0.2138,uM,,,0,uM,2,2,1843,5064,5278,0.9461
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10032-101-1,Saracatinib,1.9245,uM,2,2,1843,2467,5278,0.2115
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10056-101-1,Selumetinib,3.3333,uM,2,2,1843,1918,5278,0.0263
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10024-101-1,NVP-TAE684,0.3704,uM,2,2,1843,3466,5278,0.5158
50105-3,BT-20,10232-101-1,Dactolisib,0.0017,uM,10051-104-1,Lapatinib,5.7735,uM,2,2,1843,4321,5278,0.7529
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,1.1111,uM,2,2,1843,2666,5278,0.2751
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10024-101-1,NVP-TAE684,1.1111,uM,2,2,1843,3934,5278,0.6478
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10056-101-1,Selumetinib,0.3704,uM,2,2,1843,856,5278,-0.3969
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10142-101-1,Trametinib,0.3704,uM,2,2,1843,913,5278,-0.3707
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,0.3704,uM,2,2,1843,2023,5278,0.0630
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,0.0713,uM,2,2,1843,2125,5278,0.0981
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10051-104-1,Lapatinib,3.3333,uM,2,2,1843,3183,5278,0.4331
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10051-104-1,Lapatinib,1.9245,uM,2,2,1843,3195,5278,0.4367
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,1.1111,uM,2,2,1843,1628,5278,-0.0788
50105-3,BT-20,10032-101-1,Saracatinib,1.9245,uM,,,0,uM,2,2,1843,4379,5278,0.7684
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,10,uM,2,2,1843,1415,5278,-0.1601
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,0.1235,uM,2,2,1843,4031,5278,0.6745
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10056-101-1,Selumetinib,3.3333,uM,2,2,1843,2625,5278,0.2621
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10032-101-1,Saracatinib,0.3704,uM,2,2,1843,1782,5278,-0.0222
50105-3,BT-20,,,0,uM,,,0,uM,2,2,1843,4756,5278,0.8673
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10051-104-1,Lapatinib,1.9245,uM,2,2,1843,3044,5278,0.3915
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10056-101-1,Selumetinib,1.1111,uM,2,2,1843,2810,5278,0.3201
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,,,0,uM,2,2,1843,3774,5278,0.6033
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,0.0713,uM,2,2,1843,4198,5278,0.7199
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,1.9245,uM,2,2,1843,1760,5278,-0.0302
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,0.3704,uM,2,2,1843,1887,5278,0.0154
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10032-101-1,Saracatinib,1.9245,uM,2,2,1843,2950,5278,0.3631
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10032-101-1,Saracatinib,0.2138,uM,2,2,1843,1420,5278,-0.1581
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,0.3704,uM,2,2,1843,2963,5278,0.3670
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10056-101-1,Selumetinib,1.1111,uM,2,2,1843,971,5278,-0.3447
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10024-101-1,NVP-TAE684,3.3333,uM,2,2,1843,433,5278,-0.6151
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10018-101-1,Neratinib,0.6415,uM,2,2,1843,852,5278,-0.3988
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10032-101-1,Saracatinib,0.6415,uM,2,2,1843,1208,5278,-0.2432
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10142-101-1,Trametinib,1.1111,uM,2,2,1843,582,5278,-0.5323
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10051-104-1,Lapatinib,5.7735,uM,2,2,1843,1065,5278,-0.3035
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,1.9245,uM,2,2,1843,1568,5278,-0.1013
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10056-101-1,Selumetinib,10,uM,2,2,1843,1397,5278,-0.1671
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10032-101-1,Saracatinib,0.6415,uM,2,2,1843,2194,5278,0.1214
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,0.3704,uM,2,2,1843,1269,5278,-0.2183
50105-3,BT-20,10056-101-1,Selumetinib,3.3333,uM,,,0,uM,2,2,1843,4384,5278,0.7697
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10142-101-1,Trametinib,0.3704,uM,2,2,1843,1837,5278,-0.0024
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10051-104-1,Lapatinib,3.3333,uM,2,2,1843,4599,5278,0.8265
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10051-104-1,Lapatinib,10,uM,2,2,1843,1886,5278,0.0150
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,,,0,uM,2,2,1843,2213,5278,0.1278
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10056-101-1,Selumetinib,0.1235,uM,2,2,1843,3378,5278,0.4904
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,0.3704,uM,2,2,1843,3230,5278,0.4470
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,,,0,uM,2,2,1843,5101,5278,0.9555
50105-3,BT-20,10018-101-1,Neratinib,0.2138,uM,,,0,uM,2,2,1843,4884,5278,0.9003
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10051-104-1,Lapatinib,3.3333,uM,2,2,1843,1770,5278,-0.0266
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,,,0,uM,2,2,1843,4395,5278,0.7726
50105-3,BT-20,10232-101-1,Dactolisib,0.0017,uM,10142-101-1,Trametinib,0.3704,uM,2,2,1843,3620,5278,0.5599
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10142-101-1,Trametinib,3.3333,uM,2,2,1843,2149,5278,0.1062
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10032-101-1,Saracatinib,3.3333,uM,2,2,1843,1503,5278,-0.1260
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10142-101-1,Trametinib,3.3333,uM,2,2,1843,2466,5278,0.2112
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10018-101-1,Neratinib,0.0713,uM,2,2,1843,1704,5278,-0.0506
50105-3,BT-20,10232-101-1,Dactolisib,0.0017,uM,10142-101-1,Trametinib,1.1111,uM,2,2,1843,3760,5278,0.5994
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,3.3333,uM,2,2,1843,2796,5278,0.3157
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,0.1235,uM,2,2,1843,3111,5278,0.4116
50105-3,BT-20,,,0,uM,,,0,uM,2,2,1843,5559,5278,1.0695
50105-3,BT-20,,,0,uM,,,0,uM,2,2,1843,5400,5278,1.0303
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,1.9245,uM,2,2,1843,1068,5278,-0.3022
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,1.9245,uM,2,2,1843,3235,5278,0.4485
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10142-101-1,Trametinib,0.1235,uM,2,2,1843,1127,5278,-0.2771
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,0.3704,uM,2,2,1843,3215,5278,0.4426
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10032-101-1,Saracatinib,1.9245,uM,2,2,1843,1471,5278,-0.1383
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10032-101-1,Saracatinib,1.9245,uM,2,2,1843,2663,5278,0.2742
50105-3,BT-20,10232-101-1,Dactolisib,0.0017,uM,10018-101-1,Neratinib,1.9245,uM,2,2,1843,3240,5278,0.4500
50105-3,BT-20,,,0,uM,,,0,uM,2,2,1843,5699,5278,1.1037
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10032-101-1,Saracatinib,0.3704,uM,2,2,1843,2971,5278,0.3695
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10024-101-1,NVP-TAE684,1.1111,uM,2,2,1843,3610,5278,0.5571
50105-3,BT-20,10232-101-1,Dactolisib,0.0017,uM,10032-101-1,Saracatinib,3.3333,uM,2,2,1843,3864,5278,0.6284
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10032-101-1,Saracatinib,1.1111,uM,2,2,1843,3201,5278,0.4384
50105-3,BT-20,10056-101-1,Selumetinib,1.1111,uM,,,0,uM,2,2,1843,4721,5278,0.8582
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10142-101-1,Trametinib,3.3333,uM,2,2,1843,2942,5278,0.3606
50105-3,BT-20,,,0,uM,,,0,uM,2,2,1843,5439,5278,1.0400
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,1.1111,uM,2,2,1843,2563,5278,0.2424
50105-3,BT-20,10024-101-1,NVP-TAE684,1.1111,uM,,,0,uM,2,2,1843,5023,5278,0.9357
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10032-101-1,Saracatinib,1.9245,uM,2,2,1843,845,5278,-0.4020
50105-3,BT-20,10018-101-1,Neratinib,1.1111,uM,,,0,uM,2,2,1843,3537,5278,0.5362
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10024-101-1,NVP-TAE684,3.3333,uM,2,2,1843,324,5278,-0.6821
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10051-104-1,Lapatinib,1.9245,uM,2,2,1843,2528,5278,0.2312
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,0.0713,uM,2,2,1843,1971,5278,0.0449
50105-3,BT-20,,,0,uM,,,0,uM,2,2,1843,5507,5278,1.0567
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,0.2138,uM,2,2,1843,4340,5278,0.7580
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10051-104-1,Lapatinib,5.7735,uM,2,2,1843,2953,5278,0.3640
50105-3,BT-20,10032-101-1,Saracatinib,1.1111,uM,,,0,uM,2,2,1843,4136,5278,0.7031
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,0.3704,uM,2,2,1843,1586,5278,-0.0945
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10032-101-1,Saracatinib,0.3704,uM,2,2,1843,2607,5278,0.2564
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10032-101-1,Saracatinib,1.1111,uM,2,2,1843,1045,5278,-0.3122
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10051-104-1,Lapatinib,5.7735,uM,2,2,1843,3327,5278,0.4755
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10056-101-1,Selumetinib,0.3704,uM,2,2,1843,1803,5278,-0.0146
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10051-104-1,Lapatinib,10,uM,2,2,1843,863,5278,-0.3937
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,1.1111,uM,2,2,1843,4251,5278,0.7342
50105-3,BT-20,10232-101-1,Dactolisib,0.0017,uM,10018-101-1,Neratinib,1.1111,uM,2,2,1843,3437,5278,0.5075
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10056-101-1,Selumetinib,10,uM,2,2,1843,3567,5278,0.5448
50105-3,BT-20,10232-101-1,Dactolisib,0.0017,uM,10032-101-1,Saracatinib,0.6415,uM,2,2,1843,4737,5278,0.8624
50105-3,BT-20,10232-101-1,Dactolisib,0.0017,uM,10142-101-1,Trametinib,0.1235,uM,2,2,1843,4261,5278,0.7368
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10051-104-1,Lapatinib,10,uM,2,2,1843,2925,5278,0.3554
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10051-104-1,Lapatinib,1.9245,uM,2,2,1843,2062,5278,0.0765
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,0.1235,uM,2,2,1843,2124,5278,0.0977
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,0.6415,uM,2,2,1843,2190,5278,0.1201
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,0.1235,uM,2,2,1843,4586,5278,0.8230
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10056-101-1,Selumetinib,10,uM,2,2,1843,720,5278,-0.4619
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,1.9245,uM,2,2,1843,2062,5278,0.0765
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10018-101-1,Neratinib,0.6415,uM,2,2,1843,1726,5278,-0.0426
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,0.6415,uM,2,2,1843,2088,5278,0.0854
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10032-101-1,Saracatinib,0.6415,uM,2,2,1843,2093,5278,0.0871
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10018-101-1,Neratinib,0.1235,uM,2,2,1843,3536,5278,0.5359
50105-3,BT-20,,,0,uM,,,0,uM,2,2,1843,4837,5278,0.8882
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10051-104-1,Lapatinib,10,uM,2,2,1843,2152,5278,0.1072
50105-3,BT-20,10056-101-1,Selumetinib,0.3704,uM,,,0,uM,2,2,1843,4623,5278,0.8327
50105-3,BT-20,,,0,uM,,,0,uM,2,2,1843,5212,5278,0.9834
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10018-101-1,Neratinib,0.0713,uM,2,2,1843,2796,5278,0.3157
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10051-104-1,Lapatinib,10,uM,2,2,1843,2713,5278,0.2899
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10032-101-1,Saracatinib,0.2138,uM,2,2,1843,3290,5278,0.4647
50105-3,BT-20,10232-101-1,Dactolisib,0.0017,uM,10024-101-1,NVP-TAE684,0.3704,uM,2,2,1843,5964,5278,1.1677
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10024-101-1,NVP-TAE684,3.3333,uM,2,2,1843,1279,5278,-0.2142
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10142-101-1,Trametinib,1.1111,uM,2,2,1843,3191,5278,0.4355
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10056-101-1,Selumetinib,0.3704,uM,2,2,1843,1386,5278,-0.1715
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,0.1235,uM,2,2,1843,2024,5278,0.0634
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,0.2138,uM,2,2,1843,2840,5278,0.3294
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,3.3333,uM,2,2,1843,1804,5278,-0.0143
50105-3,BT-20,10232-101-1,Dactolisib,0.0017,uM,,,0,uM,2,2,1843,5490,5278,1.0525
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10032-101-1,Saracatinib,3.3333,uM,2,2,1843,650,5278,-0.4970
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,1.1111,uM,2,2,1843,813,5278,-0.4171
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10142-101-1,Trametinib,1.1111,uM,2,2,1843,873,5278,-0.3891
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10142-101-1,Trametinib,3.3333,uM,2,2,1843,864,5278,-0.3932
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10018-101-1,Neratinib,1.9245,uM,2,2,1843,1751,5278,-0.0335
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,0.0713,uM,2,2,1843,2887,5278,0.3438
50105-3,BT-20,10232-101-1,Dactolisib,0.0017,uM,10018-101-1,Neratinib,0.2138,uM,2,2,1843,4494,5278,0.7989
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10056-101-1,Selumetinib,0.3704,uM,2,2,1843,2763,5278,0.3055
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10142-101-1,Trametinib,1.1111,uM,2,2,1843,3045,5278,0.3918
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10051-104-1,Lapatinib,5.7735,uM,2,2,1843,2595,5278,0.2526
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10024-101-1,NVP-TAE684,3.3333,uM,2,2,1843,1455,5278,-0.1445
