Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Timepoint,Timepoint Unit,Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Relative Cell Count,Mean Relative Growth Rate After Treatment
50583-7,MCF 10A,10479-102-1,Mitoxantrone,3.33,uM,LJP6,72,hr,1694,630,11155,0.0565,-0.1125
50583-7,MCF 10A,10057-102-1,MK2206,3.33,uM,LJP6,72,hr,1694,10046,11155,0.9006,0.8828
50583-7,MCF 10A,10018-101-1,Neratinib,3.33,uM,LJP5,72,hr,1694,2674,11155,0.2398,0.1036
50583-7,MCF 10A,10099-101-1,Nilotinib,3.33,uM,LJP5,72,hr,1694,11124,11155,0.9972,0.9967
50583-7,MCF 10A,10151-101-1,Nintedanib,3.33,uM,LJP6,72,hr,1694,9454,11155,0.8475,0.8202
50583-7,MCF 10A,10061-101-1,NU7441,3.33,uM,LJP5,72,hr,1694,10125,11155,0.9077,0.8911
50583-7,MCF 10A,10232-101-1,Dactolisib,3.33,uM,LJP5,72,hr,1694,2934,11155,0.2630,0.1310
50583-7,MCF 10A,10024-101-1,NVP-TAE684,3.33,uM,LJP6,72,hr,1694,4764,11155,0.4271,0.3245
50583-7,MCF 10A,10071-101-1,Palbociclib,3.33,uM,LJP6,72,hr,1694,5616,11155,0.5035,0.4146
50583-7,MCF 10A,10101-101-1,PD0325901,3.33,uM,LJP5,72,hr,1694,2566,11155,0.2301,0.0922
50583-7,MCF 10A,10101-101-1,PD0325901,3.33,uM,LJP6,72,hr,1694,2257,11155,0.2024,0.0595
50583-7,MCF 10A,10026-101-1,PD173074,3.33,uM,LJP6,72,hr,1694,10831,11155,0.9710,0.9658
50583-7,MCF 10A,10048-101-1,PD184352,3.33,uM,LJP5,72,hr,1694,3347,11155,0.3000,0.1747
50583-7,MCF 10A,10159-101-1,Pelitinib,3.33,uM,LJP5,72,hr,1694,2453,11155,0.2199,0.0802
50583-7,MCF 10A,10116-101-1,PF431396,3.33,uM,LJP5,72,hr,1694,1880,11155,0.1685,0.0196
50583-7,MCF 10A,10112-101-1,PF477736,3.33,uM,LJP5,72,hr,1694,4724,11155,0.4235,0.3202
50583-7,MCF 10A,10072-101-1,PF562271,3.33,uM,LJP6,72,hr,1694,2166,11155,0.1942,0.0499
50583-7,MCF 10A,10125-101-1,PHA-665752,3.33,uM,LJP5,72,hr,1694,10469,11155,0.9385,0.9275
50583-7,MCF 10A,10073-101-1,PHA-793887,3.33,uM,LJP6,72,hr,1694,1580,11155,0.1416,-0.0121
50583-7,MCF 10A,10126-101-1,PI103,3.33,uM,LJP6,72,hr,1694,2550,11155,0.2286,0.0904
50583-7,MCF 10A,10049-101-1,PLX-4720,3.33,uM,LJP5,72,hr,1694,12034,11155,1.0788,1.0929
50583-7,MCF 10A,10075-101-1,QL-X-138,3.33,uM,LJP6,72,hr,1694,8955,11155,0.8027,0.7674
50583-7,MCF 10A,10077-101-1,QL-XII-47,3.33,uM,LJP6,72,hr,1694,7834,11155,0.7022,0.6489
50583-7,MCF 10A,10480-101-1,Radicicol,3.33,uM,LJP5,72,hr,1694,1519,11155,0.1362,-0.0185
50583-7,MCF 10A,10480-101-1,Radicicol,3.33,uM,LJP6,72,hr,1694,1471,11155,0.1319,-0.0235
50583-7,MCF 10A,10001-101-1,Seliciclib,3.33,uM,LJP5,72,hr,1694,10432,11155,0.9352,0.9236
50583-7,MCF 10A,10138-105-1,Ruxolitinib,3.33,uM,LJP5,72,hr,1694,10614,11155,0.9514,0.9428
50583-7,MCF 10A,10148-101-1,XL147,3.33,uM,LJP5,72,hr,1694,9760,11155,0.8749,0.8525
50583-7,MCF 10A,10032-101-1,Saracatinib,3.33,uM,LJP6,72,hr,1694,5938,11155,0.5323,0.4485
50583-7,MCF 10A,10056-101-1,Selumetinib,3.33,uM,LJP6,72,hr,1694,3276,11155,0.2937,0.1672
50583-7,MCF 10A,10052-101-1,Sirolimus,3.33,uM,LJP6,72,hr,1694,12704,11155,1.1388,1.1636
50583-7,MCF 10A,10008-101-1,Sorafenib,3.33,uM,LJP6,72,hr,1694,10506,11155,0.9418,0.9313
50583-7,MCF 10A,10119-101-1,SU11274,3.33,uM,LJP5,72,hr,1694,7486,11155,0.6711,0.6122
50583-7,MCF 10A,10141-101-1,Fedratinib,3.33,uM,LJP5,72,hr,1694,7024,11155,0.6296,0.5633
50583-7,MCF 10A,10171-101-1,TGX221,3.33,uM,LJP5,72,hr,1694,5070,11155,0.4545,0.3568
50583-7,MCF 10A,10079-101-1,Torin1,3.33,uM,LJP6,72,hr,1694,2554,11155,0.2290,0.0909
50583-7,MCF 10A,10080-101-1,Torin2,3.33,uM,LJP5,72,hr,1694,2174,11155,0.1949,0.0508
50583-7,MCF 10A,10021-101-1,Tozasertib,3.33,uM,LJP5,72,hr,1694,1961,11155,0.1758,0.0282
50583-7,MCF 10A,10142-101-1,Trametinib,3.33,uM,LJP5,72,hr,1694,3133,11155,0.2808,0.1521
50583-7,MCF 10A,10111-101-1,TWS119,3.33,uM,LJP5,72,hr,1694,10972,11155,0.9836,0.9807
50583-7,MCF 10A,10068-101-1,Vemurafenib,3.33,uM,LJP5,72,hr,1694,9108,11155,0.8165,0.7836
50583-7,MCF 10A,10481-101-1,Withaferin A,3.33,uM,LJP5,72,hr,1694,480,11155,0.0430,-0.1283
50583-7,MCF 10A,10481-101-1,Withaferin A,3.33,uM,LJP6,72,hr,1694,405,11155,0.0363,-0.1362
50583-7,MCF 10A,10064-101-1,WYE-125132,3.33,uM,LJP6,72,hr,1694,2780,11155,0.2492,0.1148
50583-7,MCF 10A,10084-101-1,WZ3105,3.33,uM,LJP5,72,hr,1694,386,11155,0.0346,-0.1382
50583-7,MCF 10A,10086-101-1,XMD11-50,3.33,uM,LJP6,72,hr,1694,5322,11155,0.4771,0.3835
50583-7,MCF 10A,10149-102-1,Y39983,3.33,uM,LJP6,72,hr,1694,8452,11155,0.7576,0.7142
50583-7,MCF 10A,10109-101-1,YM 201636,3.33,uM,LJP5,72,hr,1694,8260,11155,0.7404,0.6940
50583-7,MCF 10A,10053-101-1,ZSTK474,3.33,uM,LJP6,72,hr,1694,3867,11155,0.3466,0.2296
50583-7,MCF 10A,10133-101-1,Afatinib,10.0,uM,LJP6,72,hr,1694,1764,11155,0.1581,0.0074
50583-7,MCF 10A,10035-101-1,Sigma A6730,10.0,uM,LJP5,72,hr,1694,6934,11155,0.6216,0.5539
50583-7,MCF 10A,10011-101-1,Alvocidib,10.0,uM,LJP6,72,hr,1694,336,11155,0.0301,-0.1436
50583-7,MCF 10A,10004-101-1,AT-7519,10.0,uM,LJP6,72,hr,1694,253,11155,0.0227,-0.1523
50583-7,MCF 10A,10158-101-1,AZD 5438,10.0,uM,LJP6,72,hr,1694,574,11155,0.0515,-0.1184
50583-7,MCF 10A,10059-101-1,AZD-6482,10.0,uM,LJP5,72,hr,1694,4286,11155,0.3843,0.2740
50583-7,MCF 10A,10006-101-1,AZD7762,10.0,uM,LJP6,72,hr,1694,838,11155,0.0752,-0.0904
50583-7,MCF 10A,10007-101-1,AZD8055,10.0,uM,LJP6,72,hr,1694,2374,11155,0.2128,0.0718
50583-7,MCF 10A,10164-101-1,AZD8330,10.0,uM,LJP5,72,hr,1694,2835,11155,0.2542,0.1206
50583-7,MCF 10A,10067-101-1,Barasertib,10.0,uM,LJP5,72,hr,1694,2049,11155,0.1837,0.0376
50583-7,MCF 10A,10041-101-1,BI-2536,10.0,uM,LJP6,72,hr,1694,1413,11155,0.1267,-0.0297
50583-7,MCF 10A,10028-102-1,BMS345541,10.0,uM,LJP6,72,hr,1694,9042,11155,0.8105,0.7766
50583-7,MCF 10A,10132-101-1,SNS-032,10.0,uM,LJP6,72,hr,1694,366,11155,0.0328,-0.1404
50583-7,MCF 10A,10234-101-1,GDC-0980,10.0,uM,LJP5,72,hr,1694,2118,11155,0.1899,0.0449
50583-7,MCF 10A,10122-101-1,NVP-AEW541,10.0,uM,LJP5,72,hr,1694,5107,11155,0.4578,0.3607
50583-7,MCF 10A,10046-101-1,SB590885,10.0,uM,LJP5,72,hr,1694,7930,11155,0.7109,0.6591
50583-7,MCF 10A,10190-101-1,PIK-93,10.0,uM,LJP5,72,hr,1694,5474,11155,0.4907,0.3995
50583-7,MCF 10A,10031-101-1,KIN001-043,10.0,uM,LJP6,72,hr,1694,5448,11155,0.4884,0.3967
50583-7,MCF 10A,10233-101-1,Alpelisib,10.0,uM,LJP5,72,hr,1694,4789,11155,0.4294,0.3272
50583-7,MCF 10A,10161-101-1,Luminespib,10.0,uM,LJP5,72,hr,1694,1314,11155,0.1178,-0.0402
50583-7,MCF 10A,10045-101-1,A443654,10.0,uM,LJP6,72,hr,1694,538,11155,0.0483,-0.1222
50583-7,MCF 10A,10063-102-1,OSI-027,10.0,uM,LJP6,72,hr,1694,2582,11155,0.2315,0.0939
50583-7,MCF 10A,10087-101-1,XMD11-85h,10.0,uM,LJP6,72,hr,1694,9171,11155,0.8221,0.7902
50583-7,MCF 10A,10017-101-1,HG-6-64-01,10.0,uM,LJP6,72,hr,1694,2052,11155,0.1840,0.0378
50583-7,MCF 10A,10039-101-1,WH-4-025,10.0,uM,LJP5,72,hr,1694,3251,11155,0.2915,0.1646
50583-7,MCF 10A,10082-101-1,WZ-4-145,10.0,uM,LJP6,72,hr,1694,2277,11155,0.2041,0.0616
50583-7,MCF 10A,10091-101-1,XMD16-144,10.0,uM,LJP5,72,hr,1694,1290,11155,0.1157,-0.0427
50583-7,MCF 10A,10177-101-1,Brivanib,10.0,uM,LJP5,72,hr,1694,3918,11155,0.3512,0.2350
50583-7,MCF 10A,10147-101-1,Buparlisib,10.0,uM,LJP5,72,hr,1694,615,11155,0.0551,-0.1141
50583-7,MCF 10A,10055-101-1,BX-912,10.0,uM,LJP5,72,hr,1694,1956,11155,0.1754,0.0277
50583-7,MCF 10A,10120-102-1,Canertinib,10.0,uM,LJP6,72,hr,1694,115,11155,0.0104,-0.1668
50583-7,MCF 10A,10117-101-1,Celastrol,10.0,uM,LJP6,72,hr,1694,804,11155,0.0721,-0.0941
50583-7,MCF 10A,10025-101-1,CGP60474,10.0,uM,LJP5,72,hr,1694,500,11155,0.0448,-0.1262
50583-7,MCF 10A,10025-101-1,CGP60474,10.0,uM,LJP6,72,hr,1694,439,11155,0.0394,-0.1326
50583-7,MCF 10A,10180-101-1,CHIR-99021,10.0,uM,LJP6,72,hr,1694,9109,11155,0.8166,0.7837
50583-7,MCF 10A,10010-101-1,CP724714,10.0,uM,LJP5,72,hr,1694,10255,11155,0.9193,0.9048
50583-7,MCF 10A,10009-101-1,CP466722,10.0,uM,LJP5,72,hr,1694,11084,11155,0.9936,0.9924
50583-7,MCF 10A,10027-101-1,Crizotinib,10.0,uM,LJP5,72,hr,1694,2103,11155,0.1885,0.0432
50583-7,MCF 10A,10140-101-1,Momelotinib,10.0,uM,LJP5,72,hr,1694,2672,11155,0.2396,0.1034
50583-7,MCF 10A,10020-101-1,Dasatinib,10.0,uM,LJP5,72,hr,1694,1251,11155,0.1122,-0.0468
50583-7,MCF 10A,10020-101-1,Dasatinib,10.0,uM,LJP6,72,hr,1694,871,11155,0.0781,-0.0869
50583-7,MCF 10A,10127-101-1,Dovitinib,10.0,uM,LJP5,72,hr,1694,1920,11155,0.1721,0.0239
50583-7,MCF 10A,10069-101-1,Enzastaurin,10.0,uM,LJP5,72,hr,1694,12028,11155,1.0782,1.0922
50583-7,MCF 10A,10097-101-1,Erlotinib,10.0,uM,LJP5,72,hr,1694,2603,11155,0.2333,0.0960
50583-7,MCF 10A,10157-101-1,Foretinib,10.0,uM,LJP5,72,hr,1694,1417,11155,0.1270,-0.0293
50583-7,MCF 10A,10040-101-1,R406,10.0,uM,LJP6,72,hr,1694,8673,11155,0.7775,0.7377
50583-7,MCF 10A,10047-101-1,Pictilisib,10.0,uM,LJP6,72,hr,1694,2457,11155,0.2203,0.0807
50583-7,MCF 10A,10098-101-1,Gefitinib,10.0,uM,LJP6,72,hr,1694,2309,11155,0.2070,0.0650
50583-7,MCF 10A,10108-101-1,Geldanamycin,10.0,uM,LJP5,72,hr,1694,925,11155,0.0829,-0.0813
50583-7,MCF 10A,10108-101-1,Geldanamycin,10.0,uM,LJP6,72,hr,1694,819,11155,0.0734,-0.0925
50583-7,MCF 10A,10172-101-1,GSK1059615,10.0,uM,LJP5,72,hr,1694,1469,11155,0.1317,-0.0238
50583-7,MCF 10A,10172-101-1,GSK1059615,10.0,uM,LJP6,72,hr,1694,1500,11155,0.1345,-0.0205
50583-7,MCF 10A,10134-101-1,GSK1904529A,10.0,uM,LJP6,72,hr,1694,6329,11155,0.5674,0.4899
50583-7,MCF 10A,10146-101-1,Omipalisib,10.0,uM,LJP6,72,hr,1694,925,11155,0.0829,-0.0813
50583-7,MCF 10A,10128-101-1,GSK 690693,10.0,uM,LJP5,72,hr,1694,10102,11155,0.9056,0.8886
50583-7,MCF 10A,10014-101-1,GW843682X,10.0,uM,LJP6,72,hr,1694,715,11155,0.0641,-0.1035
50583-7,MCF 10A,10015-101-1,HG-5-113-01,10.0,uM,LJP5,72,hr,1694,1256,11155,0.1127,-0.0463
50583-7,MCF 10A,10016-101-1,HG-5-88-01,10.0,uM,LJP6,72,hr,1694,5518,11155,0.4947,0.4042
50583-7,MCF 10A,10023-103-1,Imatinib,10.0,uM,LJP6,72,hr,1694,11340,11155,1.0166,1.0196
50583-7,MCF 10A,10100-101-1,JNK-9L,10.0,uM,LJP6,72,hr,1694,1045,11155,0.0937,-0.0686
50583-7,MCF 10A,10019-101-1,JW-7-24-1,10.0,uM,LJP6,72,hr,1694,3936,11155,0.3529,0.2370
50583-7,MCF 10A,10051-104-1,Lapatinib,10.0,uM,LJP6,72,hr,1694,4508,11155,0.4041,0.2974
50583-7,MCF 10A,10115-102-1,LDN-193189,10.0,uM,LJP5,72,hr,1694,294,11155,0.0264,-0.1480
50583-7,MCF 10A,10182-101-1,Linifanib,10.0,uM,LJP6,72,hr,1694,9388,11155,0.8416,0.8132
50583-7,MCF 10A,10135-101-1,Linsitinib,10.0,uM,LJP5,72,hr,1694,6268,11155,0.5619,0.4835
50583-7,MCF 10A,10479-102-1,Mitoxantrone,10.0,uM,LJP5,72,hr,1694,992,11155,0.0889,-0.0742
50583-7,MCF 10A,10479-102-1,Mitoxantrone,10.0,uM,LJP6,72,hr,1694,697,11155,0.0625,-0.1054
50583-7,MCF 10A,10057-102-1,MK2206,10.0,uM,LJP6,72,hr,1694,5446,11155,0.4882,0.3966
50583-7,MCF 10A,10018-101-1,Neratinib,10.0,uM,LJP5,72,hr,1694,2463,11155,0.2208,0.0813
50583-7,MCF 10A,10099-101-1,Nilotinib,10.0,uM,LJP5,72,hr,1694,5985,11155,0.5365,0.4535
50583-7,MCF 10A,10151-101-1,Nintedanib,10.0,uM,LJP6,72,hr,1694,10976,11155,0.9839,0.9811
50583-7,MCF 10A,10061-101-1,NU7441,10.0,uM,LJP5,72,hr,1694,7207,11155,0.6460,0.5827
50583-7,MCF 10A,10232-101-1,Dactolisib,10.0,uM,LJP5,72,hr,1694,2976,11155,0.2668,0.1355
50583-7,MCF 10A,10024-101-1,NVP-TAE684,10.0,uM,LJP6,72,hr,1694,2966,11155,0.2659,0.1345
50583-7,MCF 10A,10071-101-1,Palbociclib,10.0,uM,LJP6,72,hr,1694,4663,11155,0.4180,0.3138
50583-7,MCF 10A,10101-101-1,PD0325901,10.0,uM,LJP5,72,hr,1694,2253,11155,0.2020,0.0591
50583-7,MCF 10A,10101-101-1,PD0325901,10.0,uM,LJP6,72,hr,1694,1942,11155,0.1741,0.0262
50583-7,MCF 10A,10026-101-1,PD173074,10.0,uM,LJP6,72,hr,1694,6577,11155,0.5896,0.5161
50583-7,MCF 10A,10048-101-1,PD184352,10.0,uM,LJP5,72,hr,1694,3034,11155,0.2720,0.1417
50583-7,MCF 10A,10159-101-1,Pelitinib,10.0,uM,LJP5,72,hr,1694,1782,11155,0.1598,0.0093
50583-7,MCF 10A,10116-101-1,PF431396,10.0,uM,LJP5,72,hr,1694,714,11155,0.0640,-0.1036
50583-7,MCF 10A,10112-101-1,PF477736,10.0,uM,LJP5,72,hr,1694,1333,11155,0.1196,-0.0381
50583-7,MCF 10A,10072-101-1,PF562271,10.0,uM,LJP6,72,hr,1694,494,11155,0.0443,-0.1269
50583-7,MCF 10A,10125-101-1,PHA-665752,10.0,uM,LJP5,72,hr,1694,9302,11155,0.8339,0.8041
50583-7,MCF 10A,10073-101-1,PHA-793887,10.0,uM,LJP6,72,hr,1694,558,11155,0.0500,-0.1201
50583-7,MCF 10A,10126-101-1,PI103,10.0,uM,LJP6,72,hr,1694,2227,11155,0.1996,0.0563
50583-7,MCF 10A,10049-101-1,PLX-4720,10.0,uM,LJP5,72,hr,1694,10314,11155,0.9246,0.9111
50583-7,MCF 10A,10075-101-1,QL-X-138,10.0,uM,LJP6,72,hr,1694,1170,11155,0.1049,-0.0553
50583-7,MCF 10A,10077-101-1,QL-XII-47,10.0,uM,LJP6,72,hr,1694,806,11155,0.0723,-0.0938
50583-7,MCF 10A,10480-101-1,Radicicol,10.0,uM,LJP5,72,hr,1694,602,11155,0.0540,-0.1154
50583-7,MCF 10A,10480-101-1,Radicicol,10.0,uM,LJP6,72,hr,1694,839,11155,0.0753,-0.0903
50583-7,MCF 10A,10001-101-1,Seliciclib,10.0,uM,LJP5,72,hr,1694,4986,11155,0.4470,0.3479
50583-7,MCF 10A,10138-105-1,Ruxolitinib,10.0,uM,LJP5,72,hr,1694,9296,11155,0.8333,0.8035
50583-7,MCF 10A,10148-101-1,XL147,10.0,uM,LJP5,72,hr,1694,5776,11155,0.5178,0.4314
50583-7,MCF 10A,10032-101-1,Saracatinib,10.0,uM,LJP6,72,hr,1694,2446,11155,0.2193,0.0795
50583-7,MCF 10A,10056-101-1,Selumetinib,10.0,uM,LJP6,72,hr,1694,2916,11155,0.2614,0.1291
50583-7,MCF 10A,10052-101-1,Sirolimus,10.0,uM,LJP6,72,hr,1694,12441,11155,1.1152,1.1359
50583-7,MCF 10A,10008-101-1,Sorafenib,10.0,uM,LJP6,72,hr,1694,6560,11155,0.5880,0.5143
50583-7,MCF 10A,10119-101-1,SU11274,10.0,uM,LJP5,72,hr,1694,5191,11155,0.4654,0.3696
50583-7,MCF 10A,10141-101-1,Fedratinib,10.0,uM,LJP5,72,hr,1694,2149,11155,0.1927,0.0481
50583-7,MCF 10A,10171-101-1,TGX221,10.0,uM,LJP5,72,hr,1694,11120,11155,0.9968,0.9962
50583-7,MCF 10A,10079-101-1,Torin1,10.0,uM,LJP6,72,hr,1694,2056,11155,0.1844,0.0383
50583-7,MCF 10A,10080-101-1,Torin2,10.0,uM,LJP5,72,hr,1694,1706,11155,0.1530,0.0013
50583-7,MCF 10A,10021-101-1,Tozasertib,10.0,uM,LJP5,72,hr,1694,1746,11155,0.1566,0.0055
50583-7,MCF 10A,10142-101-1,Trametinib,10.0,uM,LJP5,72,hr,1694,3367,11155,0.3019,0.1768
50583-7,MCF 10A,10111-101-1,TWS119,10.0,uM,LJP5,72,hr,1694,2114,11155,0.1896,0.0444
50583-7,MCF 10A,10068-101-1,Vemurafenib,10.0,uM,LJP5,72,hr,1694,5157,11155,0.4623,0.3661
50583-7,MCF 10A,10481-101-1,Withaferin A,10.0,uM,LJP5,72,hr,1694,297,11155,0.0267,-0.1476
50583-7,MCF 10A,10481-101-1,Withaferin A,10.0,uM,LJP6,72,hr,1694,241,11155,0.0216,-0.1536
50583-7,MCF 10A,10064-101-1,WYE-125132,10.0,uM,LJP6,72,hr,1694,2598,11155,0.2330,0.0956
50583-7,MCF 10A,10084-101-1,WZ3105,10.0,uM,LJP5,72,hr,1694,371,11155,0.0333,-0.1398
50583-7,MCF 10A,10086-101-1,XMD11-50,10.0,uM,LJP6,72,hr,1694,2551,11155,0.2287,0.0906
50583-7,MCF 10A,10149-102-1,Y39983,10.0,uM,LJP6,72,hr,1694,3290,11155,0.2949,0.1687
50583-7,MCF 10A,10109-101-1,YM 201636,10.0,uM,LJP5,72,hr,1694,3469,11155,0.3110,0.1876
50583-7,MCF 10A,10053-101-1,ZSTK474,10.0,uM,LJP6,72,hr,1694,2788,11155,0.2500,0.1156
50029-3,MCF7,10133-101-1,Afatinib,0.04,uM,LJP6,72,hr,1389,4541,5667,0.8013,0.7368
50029-3,MCF7,10035-101-1,Sigma A6730,0.04,uM,LJP5,72,hr,1389,4389,5667,0.7745,0.7012
50029-3,MCF7,10011-101-1,Alvocidib,0.04,uM,LJP6,72,hr,1389,1631,5667,0.2878,0.0565
50029-3,MCF7,10004-101-1,AT-7519,0.04,uM,LJP6,72,hr,1389,5420,5667,0.9563,0.9421
50029-3,MCF7,10158-101-1,AZD 5438,0.04,uM,LJP6,72,hr,1389,4843,5667,0.8545,0.8072
50029-3,MCF7,10059-101-1,AZD-6482,0.04,uM,LJP5,72,hr,1389,6084,5667,1.0734,1.0972
50029-3,MCF7,10006-101-1,AZD7762,0.04,uM,LJP6,72,hr,1389,1987,5667,0.3506,0.1397
50029-3,MCF7,10007-101-1,AZD8055,0.04,uM,LJP6,72,hr,1389,1577,5667,0.2784,0.0441
50029-3,MCF7,10164-101-1,AZD8330,0.04,uM,LJP5,72,hr,1389,2293,5667,0.4047,0.2114
50029-3,MCF7,10067-101-1,Barasertib,0.04,uM,LJP5,72,hr,1389,2234,5667,0.3942,0.1975
50029-3,MCF7,10041-101-1,BI-2536,0.04,uM,LJP6,72,hr,1389,1537,5667,0.2712,0.0347
50029-3,MCF7,10028-102-1,BMS345541,0.04,uM,LJP6,72,hr,1389,5438,5667,0.9595,0.9464
50029-3,MCF7,10132-101-1,SNS-032,0.04,uM,LJP6,72,hr,1389,1491,5667,0.2632,0.0240
50029-3,MCF7,10234-101-1,GDC-0980,0.04,uM,LJP5,72,hr,1389,2176,5667,0.3840,0.1840
50029-3,MCF7,10122-101-1,NVP-AEW541,0.04,uM,LJP5,72,hr,1389,5919,5667,1.0443,1.0587
50029-3,MCF7,10046-101-1,SB590885,0.04,uM,LJP5,72,hr,1389,5303,5667,0.9356,0.9147
50029-3,MCF7,10190-101-1,PIK-93,0.04,uM,LJP5,72,hr,1389,6398,5667,1.1288,1.1706
50029-3,MCF7,10031-101-1,KIN001-043,0.04,uM,LJP6,72,hr,1389,5537,5667,0.9770,0.9696
50029-3,MCF7,10233-101-1,Alpelisib,0.04,uM,LJP5,72,hr,1389,5602,5667,0.9884,0.9846
50029-3,MCF7,10161-101-1,Luminespib,0.04,uM,LJP5,72,hr,1389,1470,5667,0.2594,0.0190
50029-3,MCF7,10045-101-1,A443654,0.04,uM,LJP6,72,hr,1389,1385,5667,0.2445,-0.0008
50029-3,MCF7,10063-102-1,OSI-027,0.04,uM,LJP6,72,hr,1389,5485,5667,0.9677,0.9573
50029-3,MCF7,10087-101-1,XMD11-85h,0.04,uM,LJP6,72,hr,1389,3914,5667,0.6906,0.5902
50029-3,MCF7,10017-101-1,HG-6-64-01,0.04,uM,LJP6,72,hr,1389,6450,5667,1.1380,1.1828
50029-3,MCF7,10039-101-1,WH-4-025,0.04,uM,LJP5,72,hr,1389,5576,5667,0.9838,0.9785
50029-3,MCF7,10082-101-1,WZ-4-145,0.04,uM,LJP6,72,hr,1389,3933,5667,0.6940,0.5947
50029-3,MCF7,10091-101-1,XMD16-144,0.04,uM,LJP5,72,hr,1389,2076,5667,0.3663,0.1605
50029-3,MCF7,10177-101-1,Brivanib,0.04,uM,LJP5,72,hr,1389,5347,5667,0.9434,0.9250
50029-3,MCF7,10147-101-1,Buparlisib,0.04,uM,LJP5,72,hr,1389,5379,5667,0.9490,0.9325
50029-3,MCF7,10055-101-1,BX-912,0.04,uM,LJP5,72,hr,1389,4745,5667,0.8372,0.7843
50029-3,MCF7,10120-102-1,Canertinib,0.04,uM,LJP6,72,hr,1389,5411,5667,0.9548,0.9401
50029-3,MCF7,10117-101-1,Celastrol,0.04,uM,LJP6,72,hr,1389,6120,5667,1.0798,1.1057
50029-3,MCF7,10025-101-1,CGP60474,0.04,uM,LJP5,72,hr,1389,5969,5667,1.0531,1.0704
50029-3,MCF7,10025-101-1,CGP60474,0.04,uM,LJP6,72,hr,1389,727,5667,0.1283,-0.1547
50029-3,MCF7,10180-101-1,CHIR-99021,0.04,uM,LJP6,72,hr,1389,4320,5667,0.7622,0.6851
50029-3,MCF7,10010-101-1,CP724714,0.04,uM,LJP5,72,hr,1389,5239,5667,0.9244,0.8999
50029-3,MCF7,10009-101-1,CP466722,0.04,uM,LJP5,72,hr,1389,6297,5667,1.1111,1.1471
50029-3,MCF7,10027-101-1,Crizotinib,0.04,uM,LJP5,72,hr,1389,4267,5667,0.7529,0.6727
50029-3,MCF7,10140-101-1,Momelotinib,0.04,uM,LJP5,72,hr,1389,5533,5667,0.9762,0.9685
50029-3,MCF7,10020-101-1,Dasatinib,0.04,uM,LJP5,72,hr,1389,3839,5667,0.6774,0.5727
50029-3,MCF7,10020-101-1,Dasatinib,0.04,uM,LJP6,72,hr,1389,1513,5667,0.2670,0.0290
50029-3,MCF7,10127-101-1,Dovitinib,0.04,uM,LJP5,72,hr,1389,5070,5667,0.8946,0.8604
50029-3,MCF7,10069-101-1,Enzastaurin,0.04,uM,LJP5,72,hr,1389,6139,5667,1.0832,1.1102
50029-3,MCF7,10097-101-1,Erlotinib,0.04,uM,LJP5,72,hr,1389,5185,5667,0.9148,0.8871
50029-3,MCF7,10157-101-1,Foretinib,0.04,uM,LJP5,72,hr,1389,6042,5667,1.0661,1.0875
50029-3,MCF7,10040-101-1,R406,0.04,uM,LJP6,72,hr,1389,4780,5667,0.8434,0.7926
50029-3,MCF7,10047-101-1,Pictilisib,0.04,uM,LJP6,72,hr,1389,2668,5667,0.4708,0.2991
50029-3,MCF7,10098-101-1,Gefitinib,0.04,uM,LJP6,72,hr,1389,5921,5667,1.0448,1.0593
50029-3,MCF7,10108-101-1,Geldanamycin,0.04,uM,LJP5,72,hr,1389,3677,5667,0.6487,0.5347
50029-3,MCF7,10108-101-1,Geldanamycin,0.04,uM,LJP6,72,hr,1389,3461,5667,0.6106,0.4842
50029-3,MCF7,10172-101-1,GSK1059615,0.04,uM,LJP5,72,hr,1389,6304,5667,1.1123,1.1488
50029-3,MCF7,10172-101-1,GSK1059615,0.04,uM,LJP6,72,hr,1389,5101,5667,0.9001,0.8677
50029-3,MCF7,10134-101-1,GSK1904529A,0.04,uM,LJP6,72,hr,1389,3648,5667,0.6437,0.5280
50029-3,MCF7,10146-101-1,Omipalisib,0.04,uM,LJP6,72,hr,1389,1402,5667,0.2475,0.0032
50029-3,MCF7,10128-101-1,GSK 690693,0.04,uM,LJP5,72,hr,1389,4087,5667,0.7211,0.6305
50029-3,MCF7,10014-101-1,GW843682X,0.04,uM,LJP6,72,hr,1389,4561,5667,0.8048,0.7415
50029-3,MCF7,10015-101-1,HG-5-113-01,0.04,uM,LJP5,72,hr,1389,5118,5667,0.9030,0.8715
50029-3,MCF7,10016-101-1,HG-5-88-01,0.04,uM,LJP6,72,hr,1389,3675,5667,0.6485,0.5343
50029-3,MCF7,10023-103-1,Imatinib,0.04,uM,LJP6,72,hr,1389,5983,5667,1.0557,1.0737
50029-3,MCF7,10100-101-1,JNK-9L,0.04,uM,LJP6,72,hr,1389,4161,5667,0.7342,0.6479
50029-3,MCF7,10019-101-1,JW-7-24-1,0.04,uM,LJP6,72,hr,1389,3786,5667,0.6680,0.5602
50029-3,MCF7,10051-104-1,Lapatinib,0.04,uM,LJP6,72,hr,1389,4859,5667,0.8574,0.8111
