HMS LINCS Batch ID,HMS LINCS ID,Name,Alternative Names,LINCS ID,PubChem CID,ChEBI ID,ChEMBL ID,Molecular Mass,InChi,InChi Key,SMILES,Relevant Citations,Comments,Provider,Provider Batch ID,Molecular Weight,Purity,Purification Method,Chemical Synthesis Reference,Date Publicly Available,Most Recent Update
10157-101-1,10157,Foretinib,XL880; GSK1363089,LSM-1158,42642645,,,632.24,"InChI=1S/C34H34F2N4O6/c1-43-30-20-25-27(21-31(30)45-16-2-13-40-14-17-44-18-15-40)37-12-9-28(25)46-29-8-7-24(19-26(29)36)39-33(42)34(10-11-34)32(41)38-23-5-3-22(35)4-6-23/h3-9,12,19-21H,2,10-11,13-18H2,1H3,(H,38,41)(H,39,42)",CXQHYVUVSFXTMY-UHFFFAOYSA-N,COC1=CC2=C(C=CN=C2C=C1OCCCN3CCOCC3)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F,,,Haoyuan chemexpress,HY-10338_1-20100311,632.650000,,,,,2016-04-04
10158-101-1,10158,AZD 5438,KIN001-239,LSM-1159,16747683,,,371.14,"InChI=1S/C18H21N5O2S/c1-12(2)23-13(3)20-11-17(23)16-9-10-19-18(22-16)21-14-5-7-15(8-6-14)26(4,24)25/h5-12H,1-4H3,(H,19,21,22)",WJRRGYBTGDJBFX-UHFFFAOYSA-N,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C,,,Haoyuan chemexpress,HY-10012_1-20110610,371.460000,,,,,2016-04-04
10159-101-1,10159,Pelitinib,EKB-569,LSM-1160,216467,,,467.15,"InChI=1S/C24H23ClFN5O2/c1-4-33-22-12-20-17(11-21(22)30-23(32)6-5-9-31(2)3)24(15(13-27)14-28-20)29-16-7-8-19(26)18(25)10-16/h5-8,10-12,14H,4,9H2,1-3H3,(H,28,29)(H,30,32)",WVUNYSQLFKLYNI-UHFFFAOYSA-N,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)F)Cl)C#N)NC(=O)C=CCN(C)C,,,Haoyuan chemexpress,HY-32718_1-20110110,467.920000,,,,,2016-04-04
10161-101-1,10161,Luminespib,NVP-AUY922,LSM-1162,53401173,,,465.23,"InChI=1S/C26H31N3O5/c1-4-27-26(32)24-23(18-7-5-17(6-8-18)15-29-9-11-33-12-10-29)25(34-28-24)20-13-19(16(2)3)21(30)14-22(20)31/h5-8,13-14,16,28,30H,4,9-12,15H2,1-3H3,(H,27,32)",SWDZPNJZKUGIIH-UHFFFAOYSA-N,CCNC(=O)C1=C(C(=C2C=C(C(=CC2=O)O)C(C)C)ON1)C3=CC=C(C=C3)CN4CCOCC4,,,Haoyuan chemexpress,HY-10215_1-20091014,465.540000,,,,,2016-07-12
10164-101-1,10164,AZD8330,ARRY-424704; ARRY-704,LSM-1165,16666708,,,461.02,"InChI=1S/C16H17FIN3O4/c1-9-7-11(15(23)20-25-6-5-22)14(21(2)16(9)24)19-13-4-3-10(18)8-12(13)17/h3-4,7-8,19,22H,5-6H2,1-2H3,(H,20,23)",RWEVIPRMPFNTLO-UHFFFAOYSA-N,CC1=CC(=C(N(C1=O)C)NC2=C(C=C(C=C2)I)F)C(=O)NOCCO,,,Haoyuan chemexpress,HY-12058_1-20101203,461.230000,,,,,2016-04-04
10171-101-1,10171,TGX221,,LSM-1172,9907093,,,364.19,"InChI=1S/C21H24N4O2/c1-15-12-18(16(2)22-17-6-4-3-5-7-17)21-23-19(13-20(26)25(21)14-15)24-8-10-27-11-9-24/h3-7,12-14,16,22H,8-11H2,1-2H3",CPRAGQJXBLMUEL-UHFFFAOYSA-N,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,,,Haoyuan chemexpress,HY-10114_1-20100324,364.440000,,,,,2016-04-04
10172-101-1,10172,GSK1059615,,LSM-1173,71317162,,,333.06,"InChI=1S/C18H11N3O2S/c22-17-16(24-18(23)21-17)10-11-1-2-15-14(9-11)13(5-8-20-15)12-3-6-19-7-4-12/h1-10H,(H,21,22,23)",QDITZBLZQQZVEE-UHFFFAOYSA-N,C1=CC2=NC=CC(=C2C=C1C=C3C(=O)NC(=O)S3)C4=CC=NC=C4,,,Haoyuan chemexpress,HY-12036_1-20100702,333.360000,,,,,2016-04-04
10177-101-1,10177,Brivanib,BMS-540215,LSM-1178,11451527,,,370.14,"InChI=1S/C19H19FN4O3/c1-10-6-13-14(23-10)4-5-15(17(13)20)27-19-18-12(3)16(26-8-11(2)25)7-24(18)22-9-21-19/h4-7,9,11,23,25H,8H2,1-3H3",WCWUXEGQKLTGDX-UHFFFAOYSA-N,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NN4C3=C(C(=C4)OCC(C)O)C,,,Haoyuan chemexpress,HY-10337_1-20100111,370.380000,,,,,2016-04-04
10180-101-1,10180,CHIR-99021,CT99021; KIN001-157,LSM-1181,9956119,,,464.10,"InChI=1S/C22H18Cl2N8/c1-13-10-29-21(31-13)17-12-30-22(32-20(17)16-4-3-15(23)8-18(16)24)27-7-6-26-19-5-2-14(9-25)11-28-19/h2-5,8,10-12H,6-7H2,1H3,(H,26,28)(H,29,31)(H,27,30,32)",AQGNHMOJWBZFQQ-UHFFFAOYSA-N,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N,,,Haoyuan chemexpress,HY-10182_1-20100831,465.340000,,,,,2016-04-04
10182-101-1,10182,Linifanib,ABT-869; AL-39324,LSM-1183,11485656,,,375.15,"InChI=1S/C21H18FN5O/c1-12-5-10-16(22)18(11-12)25-21(28)24-14-8-6-13(7-9-14)15-3-2-4-17-19(15)20(23)27-26-17/h2-11H,1H3,(H3,23,26,27)(H2,24,25,28)",MPVGZUGXCQEXTM-UHFFFAOYSA-N,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N,,,Haoyuan chemexpress,HY-50751_1-20110708,375.400000,,,,,2016-04-04
10190-101-1,10190,PIK-93,,LSM-1191,6852167,,,389.03,"InChI=1S/C14H16ClN3O4S2/c1-8-13(23-14(17-8)18-9(2)20)10-3-4-11(15)12(7-10)24(21,22)16-5-6-19/h3-4,7,16,19H,5-6H2,1-2H3,(H,17,18,20)",JFVNFXCESCXMBC-UHFFFAOYSA-N,CC1=C(SC(=N1)NC(=O)C)C2=CC(=C(C=C2)Cl)S(=O)(=O)NCCO,,,Haoyuan chemexpress,HY-12046_1-20100902,389.880000,,,,,2016-04-04
10232-101-1,10232,Dactolisib,BEZ235; NVP-BEZ235,LSM-4255,11977753,,,469.19,"InChI=1S/C30H23N5O/c1-30(2,18-31)22-9-11-23(12-10-22)35-28-24-15-19(21-14-20-6-4-5-7-25(20)32-16-21)8-13-26(24)33-17-27(28)34(3)29(35)36/h4-17H,1-3H3",JOGKUKXHTYWRGZ-UHFFFAOYSA-N,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,,,Haoyuan chemexpress,HY-158_TM-20110106,469.540000,,,,,2016-08-17
10233-101-1,10233,Alpelisib,BYL719,LSM-4256,56649450,,,441.14,"InChI=1S/C19H22F3N5O2S/c1-10-14(11-6-7-24-13(9-11)18(2,3)19(20,21)22)30-16(25-10)26-17(29)27-8-4-5-12(27)15(23)28/h6-7,9,12H,4-5,8H2,1-3H3,(H2,23,28)(H,25,26,29)/t12-/m0/s1",STUWGJZDJHPWGZ-LBPRGKRZSA-N,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,,,Haoyuan chemexpress,HM-206_014-20120614,441.470000,,,,,2016-07-12
10234-101-1,10234,GDC-0980,RG7422,LSM-4257,66694608,,,498.22,"InChI=1S/C23H30N8O3S/c1-14-17(13-29-3-5-31(6-4-29)22(33)15(2)32)35-19-18(14)27-20(16-11-25-23(24)26-12-16)28-21(19)30-7-9-34-10-8-30/h11-12,15,32H,3-10,13H2,1-2H3,(H2,24,25,26)",YOVVNQKCSKSHKT-UHFFFAOYSA-N,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)C(=O)C(C)O,,,Haoyuan chemexpress,HM-205_14-20120801,498.600000,,,,,2016-04-04
10479-102-1,10479,Mitoxantrone,CL 232325; CL-232325; DHAQ; Novantron; Novantrone,LSM-2481,4212,,,444.20,"InChI=1S/C22H28N4O6/c27-11-9-23-5-7-25-13-1-2-14(26-8-6-24-10-12-28)18-17(13)21(31)19-15(29)3-4-16(30)20(19)22(18)32/h1-4,23-30H,5-12H2",KKZJGLLVHKMTCM-UHFFFAOYSA-N,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,,,Sigma-Aldrich,050M1241,517.400000,,,,,2016-04-04
10480-101-1,10480,Radicicol,Monorden,LSM-43318,6323491,,,364.07,"InChI=1S/C18H17ClO6/c1-9-6-15-14(25-15)5-3-2-4-10(20)7-11-16(18(23)24-9)12(21)8-13(22)17(11)19/h2-5,8-9,14-15,21-22H,6-7H2,1H3/b4-2+,5-3-/t9-,14-,15-/m1/s1",WYZWZEOGROVVHK-GTMNPGAYSA-N,C[C@@H]1C[C@@H]2[C@H](O2)/C=C\C=C\C(=O)CC3=C(C(=CC(=C3Cl)O)O)C(=O)O1,,,Sigma-Aldrich,,364.780000,,,,,2018-03-30
10481-101-1,10481,Withaferin A,NSC 273757; NSC-101088,LSM-6685,265237,,,470.27,"InChI=1S/C28H38O6/c1-14-11-21(33-25(32)17(14)13-29)15(2)18-5-6-19-16-12-24-28(34-24)23(31)8-7-22(30)27(28,4)20(16)9-10-26(18,19)3/h7-8,15-16,18-21,23-24,29,31H,5-6,9-13H2,1-4H3/t15-,16-,18+,19-,20-,21+,23-,24+,26+,27-,28+/m0/s1",DBRXOUCRJQVYJQ-CKNDUULBSA-N,CC1=C(C(=O)O[C@H](C1)[C@@H](C)[C@H]2CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3C[C@@H]5[C@]6([C@@]4(C(=O)C=C[C@@H]6O)C)O5)C)CO,,,Tocris,090M1422,470.600000,,,,,2016-04-04
