Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,Protein Stimulus HMS LINCS ID,Protein Stimulus Name,Other Stimulus HMS LINCS ID,Other Stimulus Name,Stimulus Concentration,Stimulus Conc Unit,ExpPlate,Measured Protein,Measured Protein MFI (a.u.),Bead Count
60001-1,N2586,10126-102-5,PI103,0.1,uM,201293,Visfatin,,,1,ng/mL,4,SDF1-a,39.0,51
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,201293,Visfatin,,,1,ng/mL,4,SDF1-a,47.0,55
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201293,Visfatin,,,1,ng/mL,4,SDF1-a,41.5,80
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,201293,Visfatin,,,1,ng/mL,4,SDF1-a,31.0,67
60006-1,RA2159,,,,,201292,Leptin,,,1,ng/mL,4,SDF1-a,34.0,61
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,201292,Leptin,,,1,ng/mL,4,SDF1-a,29.5,44
60006-1,RA2159,10126-102-5,PI103,0.1,uM,201292,Leptin,,,1,ng/mL,4,SDF1-a,30.0,67
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,201292,Leptin,,,1,ng/mL,4,SDF1-a,28.0,53
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201292,Leptin,,,1,ng/mL,4,SDF1-a,40.0,74
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,201292,Leptin,,,1,ng/mL,4,SDF1-a,27.0,47
60001-1,N2586,,,,,201292,Leptin,,,1,ng/mL,4,SDF1-a,49.0,53
60001-1,N2586,10227-101-2,EO1428,1.0,uM,201292,Leptin,,,1,ng/mL,4,SDF1-a,42.0,65
60001-1,N2586,10126-102-5,PI103,0.1,uM,201292,Leptin,,,1,ng/mL,4,SDF1-a,36.5,48
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,201292,Leptin,,,1,ng/mL,4,SDF1-a,51.0,51
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201292,Leptin,,,1,ng/mL,4,SDF1-a,38.0,38
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,201292,Leptin,,,1,ng/mL,4,SDF1-a,41.5,42
60006-1,RA2159,,,,,201291,Adiponectin,,,5,ng/mL,4,SDF1-a,75.0,101
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,201291,Adiponectin,,,5,ng/mL,4,SDF1-a,64.0,65
60006-1,RA2159,10126-102-5,PI103,0.1,uM,201291,Adiponectin,,,5,ng/mL,4,SDF1-a,71.0,57
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,201291,Adiponectin,,,5,ng/mL,4,SDF1-a,71.0,76
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201291,Adiponectin,,,5,ng/mL,4,SDF1-a,57.0,58
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,201291,Adiponectin,,,5,ng/mL,4,SDF1-a,57.5,80
60001-1,N2586,,,,,201291,Adiponectin,,,5,ng/mL,4,SDF1-a,83.0,54
60001-1,N2586,10227-101-2,EO1428,1.0,uM,201291,Adiponectin,,,5,ng/mL,4,SDF1-a,68.0,63
60001-1,N2586,10126-102-5,PI103,0.1,uM,201291,Adiponectin,,,5,ng/mL,4,SDF1-a,76.0,61
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,201291,Adiponectin,,,5,ng/mL,4,SDF1-a,76.0,50
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201291,Adiponectin,,,5,ng/mL,4,SDF1-a,84.5,60
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,201291,Adiponectin,,,5,ng/mL,4,SDF1-a,57.0,58
60006-1,RA2159,,,,,201290,IGF-I,,,100,ug/mL,4,SDF1-a,32.0,67
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,201290,IGF-I,,,100,ug/mL,4,SDF1-a,30.5,64
60006-1,RA2159,10126-102-5,PI103,0.1,uM,201290,IGF-I,,,100,ug/mL,4,SDF1-a,33.0,50
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,201290,IGF-I,,,100,ug/mL,4,SDF1-a,29.5,58
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201290,IGF-I,,,100,ug/mL,4,SDF1-a,22.0,61
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,201290,IGF-I,,,100,ug/mL,4,SDF1-a,27.0,65
60006-1,RA2159,,,,,,,,,,,4,SDF1-a,27.0,58
60001-1,N2586,,,,,201290,IGF-I,,,100,ug/mL,4,SDF1-a,45.0,52
60001-1,N2586,10227-101-2,EO1428,1.0,uM,201290,IGF-I,,,100,ug/mL,4,SDF1-a,54.0,81
60001-1,N2586,10126-102-5,PI103,0.1,uM,201290,IGF-I,,,100,ug/mL,4,SDF1-a,43.0,61
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,201290,IGF-I,,,100,ug/mL,4,SDF1-a,46.0,47
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201290,IGF-I,,,100,ug/mL,4,SDF1-a,55.0,67
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,201290,IGF-I,,,100,ug/mL,4,SDF1-a,29.5,74
60001-1,N2586,,,,,,,,,,,4,SDF1-a,50.0,67
60006-1,RA2159,,,,,201289,EGF,,,100,ng/mL,4,SDF1-a,34.0,65
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,201289,EGF,,,100,ng/mL,4,SDF1-a,24.0,76
60006-1,RA2159,10126-102-5,PI103,0.1,uM,201289,EGF,,,100,ng/mL,4,SDF1-a,25.0,57
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,201289,EGF,,,100,ng/mL,4,SDF1-a,25.5,54
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201289,EGF,,,100,ng/mL,4,SDF1-a,24.5,60
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,201289,EGF,,,100,ng/mL,4,SDF1-a,31.0,98
60001-1,N2586,,,,,201289,EGF,,,100,ng/mL,4,SDF1-a,66.5,54
60001-1,N2586,10227-101-2,EO1428,1.0,uM,201289,EGF,,,100,ng/mL,4,SDF1-a,57.0,72
60001-1,N2586,10126-102-5,PI103,0.1,uM,201289,EGF,,,100,ng/mL,4,SDF1-a,43.0,89
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,201289,EGF,,,100,ng/mL,4,SDF1-a,82.5,64
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201289,EGF,,,100,ng/mL,4,SDF1-a,42.0,57
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,201289,EGF,,,100,ng/mL,4,SDF1-a,24.0,57
60006-1,RA2159,,,,,,,,,,,4,SDF1-a,29.0,77
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,,,,,,,4,SDF1-a,27.5,42
60006-1,RA2159,10126-102-5,PI103,0.1,uM,,,,,,,4,SDF1-a,29.0,59
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,,,,,,,4,SDF1-a,24.5,60
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,SDF1-a,22.0,39
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,,,,,,,4,SDF1-a,29.0,19
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,,,,,,,4,SDF1-a,21.5,14
60001-1,N2586,,,,,,,,,,,4,SDF1-a,45.0,7
60001-1,N2586,10227-101-2,EO1428,1.0,uM,,,,,,,4,SDF1-a,58.5,18
60001-1,N2586,10126-102-5,PI103,0.1,uM,,,,,,,4,SDF1-a,34.0,57
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,,,,,,,4,SDF1-a,43.0,43
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,SDF1-a,42.5,46
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,,,,,,,4,SDF1-a,32.0,56
60001-1,N2586,10228-102-3,IKK16,2.0,uM,,,,,,,4,SDF1-a,40.0,51
60006-1,RA2159,,,,,201288,IL-17A,,,100,ng/mL,4,SDF1-a,38.5,66
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,201288,IL-17A,,,100,ng/mL,4,SDF1-a,41.0,53
60006-1,RA2159,10126-102-5,PI103,0.1,uM,201288,IL-17A,,,100,ng/mL,4,SDF1-a,41.0,64
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,201288,IL-17A,,,100,ng/mL,4,SDF1-a,53.0,57
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201288,IL-17A,,,100,ng/mL,4,SDF1-a,24.5,62
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,201288,IL-17A,,,100,ng/mL,4,SDF1-a,42.0,46
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,,,,,,,4,SDF1-a,23.0,24
60001-1,N2586,,,,,201288,IL-17A,,,100,ng/mL,4,SDF1-a,82.5,66
60001-1,N2586,10227-101-2,EO1428,1.0,uM,201288,IL-17A,,,100,ng/mL,4,SDF1-a,74.5,54
60001-1,N2586,10126-102-5,PI103,0.1,uM,201288,IL-17A,,,100,ng/mL,4,SDF1-a,93.5,60
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,201288,IL-17A,,,100,ng/mL,4,SDF1-a,69.0,76
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201288,IL-17A,,,100,ng/mL,4,SDF1-a,54.0,85
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,201288,IL-17A,,,100,ng/mL,4,SDF1-a,26.0,59
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,,,,,,,4,SDF1-a,30.0,48
60006-1,RA2159,,,,,201287,IL-6,,,100,ug/mL,4,SDF1-a,46.5,60
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,201287,IL-6,,,100,ug/mL,4,SDF1-a,27.5,60
60006-1,RA2159,10126-102-5,PI103,0.1,uM,201287,IL-6,,,100,ug/mL,4,SDF1-a,22.0,65
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,201287,IL-6,,,100,ug/mL,4,SDF1-a,27.0,69
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201287,IL-6,,,100,ug/mL,4,SDF1-a,18.0,45
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,201287,IL-6,,,100,ug/mL,4,SDF1-a,25.0,50
60006-1,RA2159,10138-101-5,Ruxolitinib,0.3,uM,,,,,,,4,SDF1-a,26.0,58
60001-1,N2586,,,,,201287,IL-6,,,100,ug/mL,4,SDF1-a,46.5,44
60001-1,N2586,10227-101-2,EO1428,1.0,uM,201287,IL-6,,,100,ug/mL,4,SDF1-a,56.0,60
60001-1,N2586,10126-102-5,PI103,0.1,uM,201287,IL-6,,,100,ug/mL,4,SDF1-a,44.0,43
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,201287,IL-6,,,100,ug/mL,4,SDF1-a,53.0,53
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201287,IL-6,,,100,ug/mL,4,SDF1-a,43.0,63
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,201287,IL-6,,,100,ug/mL,4,SDF1-a,26.0,46
60001-1,N2586,10138-101-5,Ruxolitinib,0.3,uM,,,,,,,4,SDF1-a,54.0,52
60006-1,RA2159,,,,,201286,IL-1 alpha,,,100,ng/mL,4,SDF1-a,107.5,60
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,SDF1-a,115.5,50
60006-1,RA2159,10126-102-5,PI103,0.1,uM,201286,IL-1 alpha,,,100,ng/mL,4,SDF1-a,128.0,64
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,SDF1-a,97.0,57
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,SDF1-a,77.0,58
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,4,SDF1-a,98.0,60
60006-1,RA2159,10230-101-3,Lestaurtinib,0.3,uM,,,,,,,4,SDF1-a,20.0,73
60001-1,N2586,,,,,201286,IL-1 alpha,,,100,ng/mL,4,SDF1-a,144.0,61
60001-1,N2586,10227-101-2,EO1428,1.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,SDF1-a,152.0,71
60001-1,N2586,10126-102-5,PI103,0.1,uM,201286,IL-1 alpha,,,100,ng/mL,4,SDF1-a,149.5,50
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,SDF1-a,142.5,44
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,SDF1-a,109.0,62
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,4,SDF1-a,35.5,60
60001-1,N2586,10230-101-3,Lestaurtinib,0.3,uM,,,,,,,4,SDF1-a,42.0,57
,,,,,,,,,,,,0,SDF1-a,13.5,50
60006-1,RA2159,,,,,201285,TNF-a,,,100,ng/mL,4,SDF1-a,81.0,68
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,201285,TNF-a,,,100,ng/mL,4,SDF1-a,76.0,46
60006-1,RA2159,10126-102-5,PI103,0.1,uM,201285,TNF-a,,,100,ng/mL,4,SDF1-a,75.0,49
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,201285,TNF-a,,,100,ng/mL,4,SDF1-a,69.0,80
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,4,SDF1-a,53.0,51
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,201285,TNF-a,,,100,ng/mL,4,SDF1-a,58.0,70
60006-1,RA2159,10048-101-5,PD184352,0.1,uM,,,,,,,4,SDF1-a,23.0,46
60001-1,N2586,,,,,201285,TNF-a,,,100,ng/mL,4,SDF1-a,161.0,49
60001-1,N2586,10227-101-2,EO1428,1.0,uM,201285,TNF-a,,,100,ng/mL,4,SDF1-a,146.0,69
60001-1,N2586,10126-102-5,PI103,0.1,uM,201285,TNF-a,,,100,ng/mL,4,SDF1-a,140.0,51
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,201285,TNF-a,,,100,ng/mL,4,SDF1-a,201.0,36
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,4,SDF1-a,130.0,60
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,201285,TNF-a,,,100,ng/mL,4,SDF1-a,35.0,40
60001-1,N2586,10048-101-5,PD184352,0.1,uM,,,,,,,4,SDF1-a,48.0,70
,,,,,,,,,,,,0,SDF1-a,10.0,59
60006-1,RA2159,,,,,,,,,,,4,SDF1-a,31.0,60
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,,,,,,,4,SDF1-a,26.0,65
60006-1,RA2159,10126-102-5,PI103,0.1,uM,,,,,,,4,SDF1-a,25.0,60
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,,,,,,,4,SDF1-a,25.0,62
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,SDF1-a,28.0,78
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,,,,,,,4,SDF1-a,25.5,56
60006-1,RA2159,,,,,,,,,,,4,SDF1-a,31.0,69
60001-1,N2586,,,,,,,,,,,4,SDF1-a,56.0,52
60001-1,N2586,10227-101-2,EO1428,1.0,uM,,,,,,,4,SDF1-a,41.5,40
60001-1,N2586,10126-102-5,PI103,0.1,uM,,,,,,,4,SDF1-a,38.5,64
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,,,,,,,4,SDF1-a,46.0,51
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,SDF1-a,37.0,64
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,,,,,,,4,SDF1-a,30.0,45
60001-1,N2586,,,,,,,,,,,4,SDF1-a,61.0,48
,,,,,,201285,TNF-a,,,100,ng/mL,0,SDF1-a,19.0,55
,,,,,,201286,IL-1 alpha,,,100,ng/mL,0,SDF1-a,19.5,52
,,,,,,201287,IL-6,,,100,ug/mL,0,SDF1-a,17.0,47
,,,,,,201288,IL-17A,,,100,ng/mL,0,SDF1-a,14.0,53
,,,,,,201289,EGF,,,100,ng/mL,0,SDF1-a,22.0,53
,,,,,,201290,IGF-I,,,100,ug/mL,0,SDF1-a,15.0,68
,,,,,,201291,Adiponectin,,,5,ng/mL,0,SDF1-a,325.5,62
,,,,,,201292,Leptin,,,1,ng/mL,0,SDF1-a,14.0,33
,,,,,,201293,Visfatin,,,1,ng/mL,0,SDF1-a,16.0,47
,,,,,,,,90002-1,Poly(I:C),2,ug/mL,0,SDF1-a,16.0,41
,,,,,,201285,TNF-a,,,100,ng/mL,0,SDF1-a,18.0,50
,,,,,,201286,IL-1 alpha,,,100,ng/mL,0,SDF1-a,23.5,62
,,,,,,201287,IL-6,,,100,ug/mL,0,SDF1-a,14.0,72
,,,,,,201288,IL-17A,,,100,ng/mL,0,SDF1-a,16.0,33
,,,,,,201289,EGF,,,100,ng/mL,0,SDF1-a,27.0,68
,,,,,,201290,IGF-I,,,100,ug/mL,0,SDF1-a,20.0,58
,,,,,,201291,Adiponectin,,,5,ng/mL,0,SDF1-a,301.5,42
,,,,,,201292,Leptin,,,1,ng/mL,0,SDF1-a,14.0,57
,,,,,,201293,Visfatin,,,1,ng/mL,0,SDF1-a,15.0,56
,,,,,,,,90002-1,Poly(I:C),2,ug/mL,0,SDF1-a,16.0,47
,,,,,,201285,TNF-a,,,100,ng/mL,0,SDF1-a,17.0,59
,,,,,,201286,IL-1 alpha,,,100,ng/mL,0,SDF1-a,17.0,66
,,,,,,201287,IL-6,,,100,ug/mL,0,SDF1-a,15.0,63
,,,,,,201288,IL-17A,,,100,ng/mL,0,SDF1-a,19.0,76
,,,,,,201289,EGF,,,100,ng/mL,0,SDF1-a,13.0,53
,,,,,,201290,IGF-I,,,100,ug/mL,0,SDF1-a,14.5,52
,,,,,,201291,Adiponectin,,,5,ng/mL,0,SDF1-a,298.0,83
,,,,,,201292,Leptin,,,1,ng/mL,0,SDF1-a,17.0,44
,,,,,,201293,Visfatin,,,1,ng/mL,0,SDF1-a,14.0,51
,,,,,,,,90002-1,Poly(I:C),2,ug/mL,0,SDF1-a,15.0,55
,,,,,,201285,TNF-a,,,100,ng/mL,0,SDF1-a,16.0,48
,,,,,,201286,IL-1 alpha,,,100,ng/mL,0,SDF1-a,17.0,49
,,,,,,201287,IL-6,,,100,ug/mL,0,SDF1-a,19.5,48
,,,,,,201288,IL-17A,,,100,ng/mL,0,SDF1-a,17.0,55
,,,,,,201289,EGF,,,100,ng/mL,0,SDF1-a,14.0,78
,,,,,,201290,IGF-I,,,100,ug/mL,0,SDF1-a,14.0,41
,,,,,,201291,Adiponectin,,,5,ng/mL,0,SDF1-a,380.0,59
,,,,,,201292,Leptin,,,1,ng/mL,0,SDF1-a,22.0,47
,,,,,,201293,Visfatin,,,1,ng/mL,0,SDF1-a,24.0,48
,,,,,,,,90002-1,Poly(I:C),2,ug/mL,0,SDF1-a,14.0,27
,,,,,,,,,,,,0,MCP3,21.0,77
60006-1,RA2159,,,,,,,,,,,1,MCP3,31.0,65
60006-1,RA2159,10048-101-5,PD184352,0.1,uM,,,,,,,1,MCP3,31.0,61
60006-1,RA2159,10230-101-3,Lestaurtinib,0.3,uM,,,,,,,1,MCP3,28.0,62
60006-1,RA2159,10138-101-5,Ruxolitinib,0.3,uM,,,,,,,1,MCP3,26.0,78
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,MCP3,29.5,56
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,,,,,,,1,MCP3,32.0,61
60006-1,RA2159,,,,,,,,,,,1,MCP3,36.0,76
60001-1,N2586,,,,,,,,,,,1,MCP3,64.0,67
60001-1,N2586,10048-101-5,PD184352,0.1,uM,,,,,,,1,MCP3,61.0,69
60001-1,N2586,10230-101-3,Lestaurtinib,0.3,uM,,,,,,,1,MCP3,53.0,79
60001-1,N2586,10138-101-5,Ruxolitinib,0.3,uM,,,,,,,1,MCP3,57.0,73
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,MCP3,61.5,50
60001-1,N2586,10228-102-3,IKK16,2.0,uM,,,,,,,1,MCP3,57.5,46
60001-1,N2586,,,,,,,,,,,1,MCP3,67.0,36
,,,,,,,,,,,,0,MCP3,21.0,52
,,,,,,,,,,,,0,MCP3,22.0,49
60006-1,RA2159,,,,,201285,TNF-a,,,100,ng/mL,1,MCP3,97.0,65
60006-1,RA2159,10048-101-5,PD184352,0.1,uM,201285,TNF-a,,,100,ng/mL,1,MCP3,81.0,63
60006-1,RA2159,10230-101-3,Lestaurtinib,0.3,uM,201285,TNF-a,,,100,ng/mL,1,MCP3,112.5,60
60006-1,RA2159,10138-101-5,Ruxolitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,1,MCP3,80.0,69
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,1,MCP3,100.0,66
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,1,MCP3,50.0,41
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,,,,,,,1,MCP3,28.0,76
60001-1,N2586,,,,,201285,TNF-a,,,100,ng/mL,1,MCP3,239.0,33
60001-1,N2586,10048-101-5,PD184352,0.1,uM,201285,TNF-a,,,100,ng/mL,1,MCP3,180.0,47
60001-1,N2586,10230-101-3,Lestaurtinib,0.3,uM,201285,TNF-a,,,100,ng/mL,1,MCP3,170.5,40
60001-1,N2586,10138-101-5,Ruxolitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,1,MCP3,240.5,58
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,1,MCP3,270.0,66
60001-1,N2586,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,1,MCP3,276.5,40
60001-1,N2586,10227-101-2,EO1428,1.0,uM,,,,,,,1,MCP3,57.0,61
60006-1,RA2159,,,,,201286,IL-1 alpha,,,100,ng/mL,1,MCP3,158.0,65
60006-1,RA2159,10048-101-5,PD184352,0.1,uM,201286,IL-1 alpha,,,100,ng/mL,1,MCP3,63.0,61
60006-1,RA2159,10230-101-3,Lestaurtinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,1,MCP3,70.5,42
60006-1,RA2159,10138-101-5,Ruxolitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,1,MCP3,128.0,65
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,1,MCP3,111.0,53
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,MCP3,30.0,70
60006-1,RA2159,10126-102-5,PI103,0.1,uM,,,,,,,1,MCP3,29.0,63
60001-1,N2586,,,,,201286,IL-1 alpha,,,100,ng/mL,1,MCP3,666.5,56
60001-1,N2586,10048-101-5,PD184352,0.1,uM,201286,IL-1 alpha,,,100,ng/mL,1,MCP3,272.0,49
60001-1,N2586,10230-101-3,Lestaurtinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,1,MCP3,357.0,53
60001-1,N2586,10138-101-5,Ruxolitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,1,MCP3,778.0,61
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,1,MCP3,697.0,57
60001-1,N2586,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,MCP3,157.0,41
60001-1,N2586,10126-102-5,PI103,0.1,uM,,,,,,,1,MCP3,49.5,40
60006-1,RA2159,,,,,201287,IL-6,,,100,ug/mL,1,MCP3,28.0,66
60006-1,RA2159,10048-101-5,PD184352,0.1,uM,201287,IL-6,,,100,ug/mL,1,MCP3,25.0,72
60006-1,RA2159,10230-101-3,Lestaurtinib,0.3,uM,201287,IL-6,,,100,ug/mL,1,MCP3,28.0,69
60006-1,RA2159,10138-101-5,Ruxolitinib,0.3,uM,201287,IL-6,,,100,ug/mL,1,MCP3,24.0,64
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,201287,IL-6,,,100,ug/mL,1,MCP3,25.0,78
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,201287,IL-6,,,100,ug/mL,1,MCP3,27.5,64
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,,,,,,,1,MCP3,31.0,79
60001-1,N2586,,,,,201287,IL-6,,,100,ug/mL,1,MCP3,62.0,77
60001-1,N2586,10048-101-5,PD184352,0.1,uM,201287,IL-6,,,100,ug/mL,1,MCP3,56.0,62
60001-1,N2586,10230-101-3,Lestaurtinib,0.3,uM,201287,IL-6,,,100,ug/mL,1,MCP3,53.0,53
60001-1,N2586,10138-101-5,Ruxolitinib,0.3,uM,201287,IL-6,,,100,ug/mL,1,MCP3,67.0,31
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,201287,IL-6,,,100,ug/mL,1,MCP3,54.0,68
60001-1,N2586,10228-102-3,IKK16,2.0,uM,201287,IL-6,,,100,ug/mL,1,MCP3,55.5,48
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,,,,,,,1,MCP3,73.0,37
60006-1,RA2159,,,,,201288,IL-17A,,,100,ng/mL,1,MCP3,24.0,81
60006-1,RA2159,10048-101-5,PD184352,0.1,uM,201288,IL-17A,,,100,ng/mL,1,MCP3,27.0,67
60006-1,RA2159,10230-101-3,Lestaurtinib,0.3,uM,201288,IL-17A,,,100,ng/mL,1,MCP3,30.0,65
60006-1,RA2159,10138-101-5,Ruxolitinib,0.3,uM,201288,IL-17A,,,100,ng/mL,1,MCP3,29.0,78
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,201288,IL-17A,,,100,ng/mL,1,MCP3,29.0,59
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,201288,IL-17A,,,100,ng/mL,1,MCP3,27.0,65
60001-1,N2586,,,,,201288,IL-17A,,,100,ng/mL,1,MCP3,86.5,42
60001-1,N2586,10048-101-5,PD184352,0.1,uM,201288,IL-17A,,,100,ng/mL,1,MCP3,72.0,44
60001-1,N2586,10230-101-3,Lestaurtinib,0.3,uM,201288,IL-17A,,,100,ng/mL,1,MCP3,71.0,42
60001-1,N2586,10138-101-5,Ruxolitinib,0.3,uM,201288,IL-17A,,,100,ng/mL,1,MCP3,57.0,51
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,201288,IL-17A,,,100,ng/mL,1,MCP3,61.5,52
60001-1,N2586,10228-102-3,IKK16,2.0,uM,201288,IL-17A,,,100,ng/mL,1,MCP3,73.0,45
60006-1,RA2159,,,,,,,,,,,1,MCP3,24.0,56
60006-1,RA2159,10048-101-5,PD184352,0.1,uM,,,,,,,1,MCP3,35.5,68
60006-1,RA2159,10230-101-3,Lestaurtinib,0.3,uM,,,,,,,1,MCP3,28.0,67
60006-1,RA2159,10138-101-5,Ruxolitinib,0.3,uM,,,,,,,1,MCP3,23.0,57
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,MCP3,25.0,83
