Cell HMS LINCS ID,Cell Name,Small Molecule 1 HMS LINCS ID,Small Molecule 1 Name,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 1 Concentration,Small Mol 2 Concentration,Small Mol Conc Unit,Time Point,Time Point Unit,Replicate,Total Number of Cells (Nuclei),Number of Apoptotic Cells,Relative Viability,Mean Relative Viability,Apoptosis Fraction,Mean Apoptosis Fraction
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,0.000,uM,72,hr,2,1798,71,1.0641,1.0000,0.0395,0.0422
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,0.000,uM,72,hr,3,1620,74,0.9526,1.0000,0.0457,0.0422
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,0.316,uM,72,hr,1,1508,67,0.8879,1.1047,0.0444,0.0462
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,0.316,uM,72,hr,2,2014,89,1.1861,1.1047,0.0442,0.0462
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,0.316,uM,72,hr,3,2119,106,1.2403,1.1047,0.0500,0.0462
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,1.000,uM,72,hr,1,1089,33,0.6506,0.6001,0.0303,0.0364
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,1.000,uM,72,hr,2,1033,43,0.6100,0.6001,0.0416,0.0364
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,1.000,uM,72,hr,3,910,34,0.5397,0.6001,0.0374,0.0364
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,3.160,uM,72,hr,1,1027,40,0.6081,0.4909,0.0389,0.0363
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,3.160,uM,72,hr,2,837,30,0.4972,0.4909,0.0358,0.0363
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,3.160,uM,72,hr,3,617,21,0.3672,0.4909,0.0340,0.0363
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,0.000,uM,72,hr,1,1045,59,0.6075,0.6825,0.0565,0.0631
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,0.000,uM,72,hr,2,1285,81,0.7418,0.6825,0.0630,0.0631
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,0.000,uM,72,hr,3,1218,85,0.6981,0.6825,0.0698,0.0631
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,0.316,uM,72,hr,1,937,74,0.5317,0.6679,0.0790,0.0750
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,0.316,uM,72,hr,2,1266,94,0.7221,0.6679,0.0742,0.0750
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,0.316,uM,72,hr,3,1311,94,0.7498,0.6679,0.0717,0.0750
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,1.000,uM,72,hr,1,1062,98,0.5940,0.5287,0.0923,0.0889
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,1.000,uM,72,hr,2,970,85,0.5453,0.5287,0.0876,0.0889
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,1.000,uM,72,hr,3,794,69,0.4467,0.5287,0.0869,0.0889
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,3.160,uM,72,hr,1,904,113,0.4874,0.4387,0.1250,0.1238
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,3.160,uM,72,hr,2,898,102,0.4904,0.4387,0.1136,0.1238
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,3.160,uM,72,hr,3,633,84,0.3383,0.4387,0.1327,0.1238
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,0.000,uM,72,hr,1,893,157,0.4535,0.5003,0.1758,0.1840
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,0.000,uM,72,hr,2,1048,218,0.5114,0.5003,0.2080,0.1840
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,0.000,uM,72,hr,3,1046,176,0.5360,0.5003,0.1683,0.1840
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,0.316,uM,72,hr,1,881,194,0.4233,0.4219,0.2202,0.2479
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,0.316,uM,72,hr,2,887,228,0.4060,0.4219,0.2570,0.2479
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,0.316,uM,72,hr,3,965,257,0.4362,0.4219,0.2663,0.2479
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,1.000,uM,72,hr,1,951,257,0.4276,0.3619,0.2702,0.2613
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,1.000,uM,72,hr,2,826,215,0.3765,0.3619,0.2603,0.2613
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,1.000,uM,72,hr,3,612,155,0.2816,0.3619,0.2533,0.2613
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,3.160,uM,72,hr,1,736,230,0.3118,0.2686,0.3125,0.3262
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,3.160,uM,72,hr,2,640,211,0.2643,0.2686,0.3297,0.3262
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,3.160,uM,72,hr,3,562,189,0.2298,0.2686,0.3363,0.3262
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,0.000,uM,72,hr,1,747,248,0.3075,0.3551,0.3320,0.3208
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,0.000,uM,72,hr,2,916,305,0.3765,0.3551,0.3330,0.3208
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,0.000,uM,72,hr,3,881,262,0.3814,0.3551,0.2974,0.3208
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,0.316,uM,72,hr,1,582,194,0.2391,0.2855,0.3333,0.3352
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,0.316,uM,72,hr,2,759,236,0.3222,0.2855,0.3109,0.3352
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,0.316,uM,72,hr,3,750,271,0.2951,0.2855,0.3613,0.3352
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,1.000,uM,72,hr,1,828,289,0.3321,0.2820,0.3490,0.3755
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,1.000,uM,72,hr,2,734,263,0.2902,0.2820,0.3583,0.3755
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,1.000,uM,72,hr,3,625,262,0.2237,0.2820,0.4192,0.3755
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,3.160,uM,72,hr,1,525,202,0.1990,0.1742,0.3848,0.4178
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,3.160,uM,72,hr,2,454,186,0.1651,0.1742,0.4097,0.4178
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,3.160,uM,72,hr,3,475,218,0.1583,0.1742,0.4589,0.4178
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,0.000,uM,72,hr,1,591,241,0.2157,0.2403,0.4078,0.4433
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,0.000,uM,72,hr,2,706,324,0.2354,0.2403,0.4589,0.4433
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,0.000,uM,72,hr,3,816,378,0.2699,0.2403,0.4632,0.4433
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,0.316,uM,72,hr,1,453,159,0.1811,0.1801,0.3510,0.3728
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,0.316,uM,72,hr,2,487,187,0.1848,0.1801,0.3840,0.3728
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,0.316,uM,72,hr,3,459,176,0.1744,0.1801,0.3834,0.3728
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,1.000,uM,72,hr,1,732,297,0.2680,0.2245,0.4057,0.3979
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,1.000,uM,72,hr,2,647,263,0.2366,0.2245,0.4065,0.3979
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,1.000,uM,72,hr,3,443,169,0.1688,0.2245,0.3815,0.3979
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,3.160,uM,72,hr,1,431,171,0.1602,0.1471,0.3968,0.4142
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,3.160,uM,72,hr,2,414,180,0.1442,0.1471,0.4348,0.4142
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,3.160,uM,72,hr,3,377,155,0.1368,0.1471,0.4111,0.4142
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,0.000,uM,72,hr,1,938,63,0.8592,1.0000,0.0672,0.0564
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,0.000,uM,72,hr,2,1195,71,1.1038,1.0000,0.0594,0.0564
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,0.000,uM,72,hr,3,1103,47,1.0370,1.0000,0.0426,0.0564
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,0.316,uM,72,hr,1,1158,56,1.0822,1.3028,0.0484,0.0415
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,0.316,uM,72,hr,2,1516,54,1.4357,1.3028,0.0356,0.0415
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,0.316,uM,72,hr,3,1476,60,1.3905,1.3028,0.0407,0.0415
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,1.000,uM,72,hr,1,818,40,0.7640,0.6789,0.0489,0.0471
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,1.000,uM,72,hr,2,737,35,0.6894,0.6789,0.0475,0.0471
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,1.000,uM,72,hr,3,622,28,0.5833,0.6789,0.0450,0.0471
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,3.160,uM,72,hr,1,1095,43,1.0331,0.7915,0.0393,0.0491
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,3.160,uM,72,hr,2,854,49,0.7905,0.7915,0.0574,0.0491
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,3.160,uM,72,hr,3,591,30,0.5509,0.7915,0.0508,0.0491
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,0.000,uM,72,hr,1,721,33,0.6756,0.8036,0.0458,0.0497
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,0.000,uM,72,hr,2,913,53,0.8445,0.8036,0.0581,0.0497
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,0.000,uM,72,hr,3,950,43,0.8907,0.8036,0.0453,0.0497
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,0.316,uM,72,hr,1,734,32,0.6894,0.8164,0.0436,0.0519
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,0.316,uM,72,hr,2,901,55,0.8308,0.8164,0.0610,0.0519
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,0.316,uM,72,hr,3,997,51,0.9290,0.8164,0.0512,0.0519
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,1.000,uM,72,hr,1,985,40,0.9280,0.7182,0.0406,0.0494
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,1.000,uM,72,hr,2,755,33,0.7090,0.7182,0.0437,0.0494
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,1.000,uM,72,hr,3,563,36,0.5175,0.7182,0.0639,0.0494
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,3.160,uM,72,hr,1,933,49,0.8681,0.6959,0.0525,0.0496
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,3.160,uM,72,hr,2,757,37,0.7070,0.6959,0.0489,0.0496
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,3.160,uM,72,hr,3,548,26,0.5126,0.6959,0.0474,0.0496
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,0.000,uM,72,hr,1,682,97,0.5745,0.6805,0.1422,0.1572
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,0.000,uM,72,hr,2,871,154,0.7041,0.6805,0.1768,0.1572
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,0.000,uM,72,hr,3,917,140,0.7630,0.6805,0.1527,0.1572
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,0.316,uM,72,hr,1,714,97,0.6059,0.6759,0.1359,0.1363
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,0.316,uM,72,hr,2,808,122,0.6736,0.6759,0.1510,0.1363
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,0.316,uM,72,hr,3,868,106,0.7483,0.6759,0.1221,0.1363
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,1.000,uM,72,hr,1,1074,110,0.9466,0.6717,0.1024,0.0995
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,1.000,uM,72,hr,2,711,69,0.6304,0.6717,0.0970,0.0995
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,1.000,uM,72,hr,3,495,49,0.4380,0.6717,0.0990,0.0995
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,3.160,uM,72,hr,1,860,78,0.7679,0.6000,0.0907,0.1021
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,3.160,uM,72,hr,2,745,74,0.6589,0.6000,0.0993,0.1021
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,3.160,uM,72,hr,3,430,50,0.3732,0.6000,0.1163,0.1021
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,0.000,uM,72,hr,1,637,206,0.4232,0.5178,0.3234,0.3105
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,0.000,uM,72,hr,2,755,225,0.5205,0.5178,0.2980,0.3105
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,0.000,uM,72,hr,3,900,279,0.6098,0.5178,0.3100,0.3105
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,0.316,uM,72,hr,1,569,117,0.4439,0.5061,0.2056,0.1962
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,0.316,uM,72,hr,2,695,130,0.5548,0.5061,0.1871,0.1962
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,0.316,uM,72,hr,3,658,129,0.5195,0.5061,0.1960,0.1962
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,1.000,uM,72,hr,1,804,147,0.6452,0.5227,0.1828,0.1868
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,1.000,uM,72,hr,2,643,118,0.5155,0.5227,0.1835,0.1868
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,1.000,uM,72,hr,3,515,100,0.4075,0.5227,0.1942,0.1868
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,3.160,uM,72,hr,1,707,116,0.5804,0.4579,0.1641,0.1782
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,3.160,uM,72,hr,2,519,99,0.4124,0.4579,0.1908,0.1782
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,3.160,uM,72,hr,3,473,85,0.3810,0.4579,0.1797,0.1782
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,0.000,uM,72,hr,1,504,169,0.3290,0.3466,0.3353,0.3504
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,0.000,uM,72,hr,2,492,180,0.3064,0.3466,0.3659,0.3504
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,0.000,uM,72,hr,3,634,222,0.4046,0.3466,0.3502,0.3504
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,0.316,uM,72,hr,1,337,88,0.2445,0.2619,0.2611,0.2293
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,0.316,uM,72,hr,2,296,50,0.2416,0.2619,0.1689,0.2293
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,0.316,uM,72,hr,3,411,106,0.2995,0.2619,0.2579,0.2293
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,1.000,uM,72,hr,1,790,210,0.5696,0.3656,0.2658,0.2907
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,1.000,uM,72,hr,2,462,141,0.3152,0.3656,0.3052,0.2907
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,1.000,uM,72,hr,3,309,93,0.2121,0.3656,0.3010,0.2907
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,3.160,uM,72,hr,1,348,58,0.2848,0.2478,0.1667,0.2217
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,3.160,uM,72,hr,2,338,89,0.2445,0.2478,0.2633,0.2217
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,3.160,uM,72,hr,3,285,67,0.2141,0.2478,0.2351,0.2217
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.000,uM,72,hr,1,1026,46,0.9922,1.0000,0.0448,0.0473
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.000,uM,72,hr,2,1114,46,1.0813,1.0000,0.0413,0.0473
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.000,uM,72,hr,3,969,54,0.9264,1.0000,0.0557,0.0473
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.316,uM,72,hr,1,1207,52,1.1694,1.2926,0.0431,0.0509
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.316,uM,72,hr,2,1398,83,1.3314,1.2926,0.0594,0.0509
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.316,uM,72,hr,3,1432,72,1.3770,1.2926,0.0503,0.0509
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,1.000,uM,72,hr,1,811,41,0.7796,0.6166,0.0506,0.0527
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,1.000,uM,72,hr,2,555,40,0.5214,0.6166,0.0721,0.0527
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,1.000,uM,72,hr,3,562,20,0.5488,0.6166,0.0356,0.0527
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,3.160,uM,72,hr,1,792,31,0.7705,0.6021,0.0391,0.0426
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,3.160,uM,72,hr,2,619,26,0.6004,0.6021,0.0420,0.0426
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,3.160,uM,72,hr,3,451,21,0.4354,0.6021,0.0466,0.0426
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.000,uM,72,hr,1,736,41,0.7037,0.8032,0.0557,0.0480
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.000,uM,72,hr,2,894,41,0.8637,0.8032,0.0459,0.0480
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.000,uM,72,hr,3,869,37,0.8424,0.8032,0.0426,0.0480
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.316,uM,72,hr,1,790,54,0.7452,0.9150,0.0684,0.0572
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.316,uM,72,hr,2,971,59,0.9234,0.9150,0.0608,0.0572
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.316,uM,72,hr,3,1110,47,1.0763,0.9150,0.0423,0.0572
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,1.000,uM,72,hr,1,718,55,0.6713,0.5724,0.0766,0.0768
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,1.000,uM,72,hr,2,618,52,0.5731,0.5724,0.0841,0.0768
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,1.000,uM,72,hr,3,502,35,0.4728,0.5724,0.0697,0.0768
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,3.160,uM,72,hr,1,642,104,0.5447,0.4489,0.1620,0.1849
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,3.160,uM,72,hr,2,572,111,0.4668,0.4489,0.1941,0.1849
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,3.160,uM,72,hr,3,413,82,0.3351,0.4489,0.1985,0.1849
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.000,uM,72,hr,1,642,98,0.5508,0.6679,0.1526,0.1517
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.000,uM,72,hr,2,832,118,0.7229,0.6679,0.1418,0.1517
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.000,uM,72,hr,3,859,138,0.7300,0.6679,0.1607,0.1517
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.316,uM,72,hr,1,609,115,0.5002,0.5785,0.1888,0.1867
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.316,uM,72,hr,2,652,130,0.5285,0.5785,0.1994,0.1867
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.316,uM,72,hr,3,843,145,0.7067,0.5785,0.1720,0.1867
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,1.000,uM,72,hr,1,655,120,0.5417,0.4404,0.1832,0.1902
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,1.000,uM,72,hr,2,591,123,0.4738,0.4404,0.2081,0.1902
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,1.000,uM,72,hr,3,368,66,0.3058,0.4404,0.1793,0.1902
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,3.160,uM,72,hr,1,413,133,0.2835,0.2531,0.3220,0.3208
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,3.160,uM,72,hr,2,367,115,0.2551,0.2531,0.3134,0.3208
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,3.160,uM,72,hr,3,324,106,0.2207,0.2531,0.3272,0.3208
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.000,uM,72,hr,1,593,164,0.4344,0.5184,0.2766,0.2893
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.000,uM,72,hr,2,711,196,0.5214,0.5184,0.2757,0.2893
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.000,uM,72,hr,3,865,273,0.5994,0.5184,0.3156,0.2893
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.316,uM,72,hr,1,493,140,0.3574,0.3881,0.2840,0.2937
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.316,uM,72,hr,2,557,171,0.3908,0.3881,0.3070,0.2937
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.316,uM,72,hr,3,579,168,0.4161,0.3881,0.2902,0.2937
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,1.000,uM,72,hr,1,590,212,0.3827,0.3044,0.3593,0.3533
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,1.000,uM,72,hr,2,472,162,0.3139,0.3044,0.3432,0.3533
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,1.000,uM,72,hr,3,333,119,0.2167,0.3044,0.3574,0.3533
