Cell HMS LINCS ID,Cell Name,Small Molecule 1 HMS LINCS ID,Small Molecule 1 Name,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Molecule 3 HMS LINCS ID,Small Molecule 3 Name,Small Mol 1 Concentration,Small Mol 2 Concentration,Small Mol 3 Concentration,Small Mol Conc Unit,Time Point,Time Point Unit,Replicate,Total Number of Cells (Nuclei),Number of Apoptotic Cells,Relative Viability,Mean Relative Viability,Apoptosis Fraction,Mean Apoptosis Fraction
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.0000,0.0000,1.0000,uM,72,hr,2,3321,260,0.8079,0.8396,0.0783,0.0716
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.0000,0.0000,1.0000,uM,72,hr,3,3306,212,0.8166,0.8396,0.0641,0.0716
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.0000,0.0000,3.1600,uM,72,hr,1,3249,292,0.7804,0.7205,0.0899,0.0832
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.0000,0.0000,3.1600,uM,72,hr,2,2965,234,0.7208,0.7205,0.0789,0.0832
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.0000,0.0000,3.1600,uM,72,hr,3,2722,220,0.6603,0.7205,0.0808,0.0832
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,0.0000,uM,72,hr,1,1912,534,0.3637,0.3651,0.2793,0.3112
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,0.0000,uM,72,hr,2,1985,683,0.3436,0.3651,0.3441,0.3112
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,0.0000,uM,72,hr,3,2131,661,0.3880,0.3651,0.3102,0.3112
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,0.3160,uM,72,hr,1,1903,796,0.2922,0.3055,0.4183,0.3977
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,0.3160,uM,72,hr,2,1890,767,0.2964,0.3055,0.4058,0.3977
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,0.3160,uM,72,hr,3,1970,727,0.3281,0.3055,0.3690,0.3977
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,1.0000,uM,72,hr,1,1752,668,0.2861,0.2723,0.3813,0.3965
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,1.0000,uM,72,hr,2,1877,822,0.2784,0.2723,0.4379,0.3965
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,1.0000,uM,72,hr,3,1518,562,0.2523,0.2723,0.3702,0.3965
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,3.1600,uM,72,hr,1,1647,700,0.2499,0.2290,0.4250,0.4257
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,3.1600,uM,72,hr,2,1550,676,0.2307,0.2290,0.4361,0.4257
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,3.1600,uM,72,hr,3,1339,557,0.2064,0.2290,0.4160,0.4257
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,0.0000,uM,72,hr,1,1600,583,0.2684,0.3049,0.3644,0.3755
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,0.0000,uM,72,hr,2,1987,748,0.3270,0.3049,0.3764,0.3755
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,0.0000,uM,72,hr,3,1970,760,0.3193,0.3049,0.3858,0.3755
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,0.3160,uM,72,hr,1,1722,846,0.2312,0.2416,0.4913,0.4746
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,0.3160,uM,72,hr,2,1756,806,0.2507,0.2416,0.4590,0.4746
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,0.3160,uM,72,hr,3,1747,827,0.2428,0.2416,0.4734,0.4746
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,1.0000,uM,72,hr,1,1749,887,0.2275,0.2108,0.5071,0.4999
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,1.0000,uM,72,hr,2,1583,777,0.2127,0.2108,0.4908,0.4999
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,1.0000,uM,72,hr,3,1461,733,0.1921,0.2108,0.5017,0.4999
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,3.1600,uM,72,hr,1,1620,904,0.1890,0.1786,0.5580,0.5384
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,3.1600,uM,72,hr,2,1445,784,0.1745,0.1786,0.5426,0.5384
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,3.1600,uM,72,hr,3,1345,692,0.1723,0.1786,0.5145,0.5384
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,0.0000,uM,72,hr,1,1694,740,0.2518,0.2644,0.4368,0.4438
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,0.0000,uM,72,hr,2,1792,811,0.2589,0.2644,0.4526,0.4438
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,0.0000,uM,72,hr,3,1919,848,0.2827,0.2644,0.4419,0.4438
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,0.3160,uM,72,hr,1,1666,836,0.2191,0.2302,0.5018,0.4981
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,0.3160,uM,72,hr,2,1654,800,0.2254,0.2302,0.4837,0.4981
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,0.3160,uM,72,hr,3,1900,967,0.2462,0.2302,0.5089,0.4981
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,1.0000,uM,72,hr,1,1846,1013,0.2198,0.1935,0.5488,0.5386
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,1.0000,uM,72,hr,2,1546,825,0.1903,0.1935,0.5336,0.5386
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,1.0000,uM,72,hr,3,1382,737,0.1702,0.1935,0.5333,0.5386
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,3.1600,uM,72,hr,1,1430,818,0.1615,0.1457,0.5720,0.5805
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,3.1600,uM,72,hr,2,1323,813,0.1346,0.1457,0.6145,0.5805
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,3.1600,uM,72,hr,3,1200,666,0.1409,0.1457,0.5550,0.5805
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,0.0000,uM,72,hr,1,1607,889,0.1895,0.2059,0.5532,0.5413
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,0.0000,uM,72,hr,2,1767,946,0.2167,0.2059,0.5354,0.5413
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,0.0000,uM,72,hr,3,1726,924,0.2117,0.2059,0.5353,0.5413
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,0.3160,uM,72,hr,1,1372,769,0.1591,0.1604,0.5605,0.5766
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,0.3160,uM,72,hr,2,1454,852,0.1589,0.1604,0.5860,0.5766
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,0.3160,uM,72,hr,3,1483,865,0.1631,0.1604,0.5833,0.5766
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,1.0000,uM,72,hr,1,1419,848,0.1507,0.1496,0.5976,0.5838
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,1.0000,uM,72,hr,2,1436,853,0.1539,0.1496,0.5940,0.5838
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,1.0000,uM,72,hr,3,1240,694,0.1441,0.1496,0.5597,0.5838
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,3.1600,uM,72,hr,1,1202,841,0.0953,0.0943,0.6997,0.7022
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,3.1600,uM,72,hr,2,1234,857,0.0995,0.0943,0.6945,0.7022
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,3.1600,uM,72,hr,3,1162,828,0.0881,0.0943,0.7126,0.7022
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,0.0000,uM,72,hr,1,1062,60,0.9480,1.0000,0.0565,0.0561
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,0.0000,uM,72,hr,2,1301,83,1.1523,1.0000,0.0638,0.0561
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,0.0000,uM,72,hr,3,999,48,0.8997,1.0000,0.0480,0.0561
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,0.3160,uM,72,hr,1,1474,97,1.3027,1.3504,0.0658,0.0554
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,0.3160,uM,72,hr,2,1474,69,1.3292,1.3504,0.0468,0.0554
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,0.3160,uM,72,hr,3,1585,85,1.4191,1.3504,0.0536,0.0554
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,1.0000,uM,72,hr,1,950,52,0.8496,0.7364,0.0547,0.0453
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,1.0000,uM,72,hr,2,816,40,0.7342,0.7364,0.0490,0.0453
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,1.0000,uM,72,hr,3,683,22,0.6254,0.7364,0.0322,0.0453
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,3.1600,uM,72,hr,1,1031,35,0.9423,0.7329,0.0339,0.0348
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,3.1600,uM,72,hr,2,875,41,0.7890,0.7329,0.0469,0.0348
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,3.1600,uM,72,hr,3,506,12,0.4674,0.7329,0.0237,0.0348
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,0.0000,uM,72,hr,1,586,214,0.3519,0.3787,0.3652,0.3840
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,0.0000,uM,72,hr,2,689,282,0.3851,0.3787,0.4093,0.3840
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,0.0000,uM,72,hr,3,678,256,0.3992,0.3787,0.3776,0.3840
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,0.3160,uM,72,hr,1,836,361,0.4494,0.4664,0.4318,0.4110
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,0.3160,uM,72,hr,2,790,317,0.4475,0.4664,0.4013,0.4110
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,0.3160,uM,72,hr,3,885,354,0.5024,0.4664,0.4000,0.4110
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,1.0000,uM,72,hr,1,749,243,0.4787,0.3844,0.3244,0.3169
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,1.0000,uM,72,hr,2,524,165,0.3396,0.3844,0.3149,0.3169
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,1.0000,uM,72,hr,3,514,160,0.3349,0.3844,0.3113,0.3169
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,3.1600,uM,72,hr,1,698,214,0.4579,0.3784,0.3066,0.3086
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,3.1600,uM,72,hr,2,556,172,0.3633,0.3784,0.3094,0.3086
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,3.1600,uM,72,hr,3,481,149,0.3141,0.3784,0.3098,0.3086
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,0.0000,uM,72,hr,1,658,312,0.3273,0.3617,0.4742,0.4540
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,0.0000,uM,72,hr,2,726,337,0.3680,0.3617,0.4642,0.4540
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,0.0000,uM,72,hr,3,715,303,0.3898,0.3617,0.4238,0.4540
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,0.3160,uM,72,hr,1,699,305,0.3728,0.4027,0.4363,0.4226
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,0.3160,uM,72,hr,2,726,290,0.4125,0.4027,0.3994,0.4226
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,0.3160,uM,72,hr,3,787,340,0.4229,0.4027,0.4320,0.4226
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,1.0000,uM,72,hr,1,692,267,0.4021,0.3491,0.3858,0.3549
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,1.0000,uM,72,hr,2,623,194,0.4059,0.3491,0.3114,0.3549
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,1.0000,uM,72,hr,3,400,147,0.2394,0.3491,0.3675,0.3549
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,3.1600,uM,72,hr,1,713,211,0.4749,0.3709,0.2959,0.3022
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,3.1600,uM,72,hr,2,602,214,0.3671,0.3709,0.3555,0.3022
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,3.1600,uM,72,hr,3,384,98,0.2706,0.3709,0.2552,0.3022
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,1.0000,0.1000,0.0000,uM,72,hr,1,613,280,0.3150,0.3557,0.4568,0.4268
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,1.0000,0.1000,0.0000,uM,72,hr,2,600,239,0.3415,0.3557,0.3983,0.4268
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,1.0000,0.1000,0.0000,uM,72,hr,3,755,321,0.4106,0.3557,0.4252,0.4268
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,1.0000,0.1000,0.3160,uM,72,hr,1,565,215,0.3311,0.3649,0.3805,0.3754
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,1.0000,0.1000,0.3160,uM,72,hr,2,670,245,0.4021,0.3649,0.3657,0.3754
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,1.0000,0.1000,0.3160,uM,72,hr,3,616,234,0.3614,0.3649,0.3799,0.3754
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,1.0000,0.1000,1.0000,uM,72,hr,1,819,300,0.4910,0.3683,0.3663,0.3603
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,1.0000,0.1000,1.0000,uM,72,hr,2,584,219,0.3453,0.3683,0.3750,0.3603
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,1.0000,0.1000,1.0000,uM,72,hr,3,430,146,0.2687,0.3683,0.3395,0.3603
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,1.0000,0.1000,3.1600,uM,72,hr,1,585,174,0.3888,0.3299,0.2974,0.2945
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,1.0000,0.1000,3.1600,uM,72,hr,2,495,160,0.3169,0.3299,0.3232,0.2945
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,1.0000,0.1000,3.1600,uM,72,hr,3,407,107,0.2838,0.3299,0.2629,0.2945
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,3.1600,0.3160,0.0000,uM,72,hr,1,523,240,0.2677,0.2718,0.4589,0.4581
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,3.1600,0.3160,0.0000,uM,72,hr,2,524,251,0.2583,0.2718,0.4790,0.4581
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,3.1600,0.3160,0.0000,uM,72,hr,3,543,237,0.2895,0.2718,0.4365,0.4581
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,3.1600,0.3160,0.3160,uM,72,hr,1,461,178,0.2677,0.2397,0.3861,0.3798
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,3.1600,0.3160,0.3160,uM,72,hr,2,386,136,0.2365,0.2397,0.3523,0.3798
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,3.1600,0.3160,0.3160,uM,72,hr,3,379,152,0.2148,0.2397,0.4011,0.3798
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,3.1600,0.3160,1.0000,uM,72,hr,1,687,233,0.4295,0.3166,0.3392,0.3298
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,3.1600,0.3160,1.0000,uM,72,hr,2,505,166,0.3207,0.3166,0.3287,0.3298
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,3.1600,0.3160,1.0000,uM,72,hr,3,311,100,0.1996,0.3166,0.3215,0.3298
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,3.1600,0.3160,3.1600,uM,72,hr,1,450,137,0.2961,0.2904,0.3044,0.2383
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,3.1600,0.3160,3.1600,uM,72,hr,2,383,70,0.2961,0.2904,0.1828,0.2383
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,3.1600,0.3160,3.1600,uM,72,hr,3,382,87,0.2791,0.2904,0.2277,0.2383
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10621-101-1,Defactinib,0.0000,0.0000,0.0000,uM,72,hr,1,1060,39,0.9858,1.0000,0.0368,0.0416
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10621-101-1,Defactinib,0.0000,0.0000,0.0000,uM,72,hr,2,1068,50,0.9829,1.0000,0.0468,0.0416
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10621-101-1,Defactinib,0.0000,0.0000,0.0000,uM,72,hr,3,1114,46,1.0312,1.0000,0.0413,0.0416
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10621-101-1,Defactinib,0.0000,0.0000,0.3160,uM,72,hr,1,1269,57,1.1703,1.3505,0.0449,0.0426
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10621-101-1,Defactinib,0.0000,0.0000,0.3160,uM,72,hr,2,1538,67,1.4203,1.3505,0.0436,0.0426
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10621-101-1,Defactinib,0.0000,0.0000,0.3160,uM,72,hr,3,1575,62,1.4609,1.3505,0.0394,0.0426
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10621-101-1,Defactinib,0.0000,0.0000,1.0000,uM,72,hr,1,725,32,0.6691,0.6350,0.0441,0.0435
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10621-101-1,Defactinib,0.0000,0.0000,1.0000,uM,72,hr,2,710,32,0.6547,0.6350,0.0451,0.0435
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10621-101-1,Defactinib,0.0000,0.0000,1.0000,uM,72,hr,3,628,26,0.5813,0.6350,0.0414,0.0435
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10621-101-1,Defactinib,0.0000,0.0000,3.1600,uM,72,hr,1,954,37,0.8854,0.6505,0.0388,0.0426
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10621-101-1,Defactinib,0.0000,0.0000,3.1600,uM,72,hr,2,671,25,0.6238,0.6505,0.0373,0.0426
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10621-101-1,Defactinib,0.0000,0.0000,3.1600,uM,72,hr,3,483,25,0.4422,0.6505,0.0518,0.0426
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10621-101-1,Defactinib,0.1000,0.0100,0.0000,uM,72,hr,1,464,170,0.2839,0.3602,0.3664,0.3691
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10621-101-1,Defactinib,0.1000,0.0100,0.0000,uM,72,hr,2,585,240,0.3331,0.3602,0.4103,0.3691
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10621-101-1,Defactinib,0.1000,0.0100,0.0000,uM,72,hr,3,717,237,0.4635,0.3602,0.3305,0.3691
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10621-101-1,Defactinib,0.1000,0.0100,0.3160,uM,72,hr,1,558,233,0.3138,0.3434,0.4176,0.4350
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10621-101-1,Defactinib,0.1000,0.0100,0.3160,uM,72,hr,2,655,289,0.3534,0.3434,0.4412,0.4350
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10621-101-1,Defactinib,0.1000,0.0100,0.3160,uM,72,hr,3,679,303,0.3631,0.3434,0.4462,0.4350
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10621-101-1,Defactinib,0.1000,0.0100,1.0000,uM,72,hr,1,430,197,0.2250,0.1835,0.4581,0.4751
50999-3,MMAC-SF,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10621-101-1,Defactinib,0.1000,0.0100,1.0000,uM,72,hr,2,351,175,0.1699,0.1835,0.4986,0.4751
