Cell HMS LINCS ID,Cell Name,Small Molecule 1 HMS LINCS ID,Small Molecule 1 Name,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 1 Concentration,Small Mol 2 Concentration,Small Mol Conc Unit,Time Point,Time Point Unit,Replicate,Primary Antibody (488) HMS LINCS ID,Primary Antibody (488) Name,Secondary Antibody (488) HMS LINCS ID,Secondary Antibody (488) Name,Protein Detected (488) HMS LINCS ID,Protein Detected (488) Name,Mean Fluorescence Intensity (488),Primary Antibody (647) HMS LINCS ID,Primary Antibody (647) Name,Secondary Antibody (647) HMS LINCS ID,Secondary Antibody (647) Name,Protein 1 Detected (647) HMS LINCS ID,Protein 1 Detected (647) Name,Protein 2 Detected (647) HMS LINCS ID,Protein 2 Detected (647) Name,Protein 3 Detected (647) HMS LINCS ID,Protein 3 Detected (647) Name,Protein 4 Detected (647) HMS LINCS ID,Protein 4 Detected (647) Name,Mean Fluorescence Intensity (647),Plate Name,Plate Well
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,3.160,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,102.66,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,69.04,Colo858-P3,B11
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.000,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1403.63,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,64.31,Colo858-P3,B2
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.100,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,746.64,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,71.65,Colo858-P3,B3
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.316,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,391.25,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,105.88,Colo858-P3,B4
50149-4,COLO 858,10068-101-1,Vemurafenib,,,1.000,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,300.75,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,154.41,Colo858-P3,B5
50149-4,COLO 858,10068-101-1,Vemurafenib,,,3.160,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,274.83,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,257.33,Colo858-P3,B6
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.000,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,205.32,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,494.57,Colo858-P3,B7
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.100,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,251.91,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,400.92,Colo858-P3,B8
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.316,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,233.02,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,334.35,Colo858-P3,B9
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,1.000,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,188.02,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,382.19,Colo858-P3,C10
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,3.160,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,77.68,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,102.40,Colo858-P3,C11
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.000,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1397.59,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,52.78,Colo858-P3,C2
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.100,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,879.72,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,71.30,Colo858-P3,C3
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.316,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,440.48,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,107.94,Colo858-P3,C4
50149-4,COLO 858,10068-101-1,Vemurafenib,,,1.000,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,224.45,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,168.67,Colo858-P3,C5
50149-4,COLO 858,10068-101-1,Vemurafenib,,,3.160,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,212.43,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,163.78,Colo858-P3,C6
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.000,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,183.04,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,434.11,Colo858-P3,C7
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.100,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,180.80,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,421.39,Colo858-P3,C8
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.316,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,210.18,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,376.06,Colo858-P3,C9
50149-4,COLO 858,10068-101-1,Vemurafenib,10330-101-1,I-BET,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,158.50,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,28.79,Colo858-P3,D10
50149-4,COLO 858,10068-101-1,Vemurafenib,10330-101-1,I-BET,3.160,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,170.61,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,19.72,Colo858-P3,D11
50149-4,COLO 858,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,370.23,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,208.01,Colo858-P3,D2
50149-4,COLO 858,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.100,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,353.01,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,115.83,Colo858-P3,D3
50149-4,COLO 858,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,272.91,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,103.52,Colo858-P3,D4
50149-4,COLO 858,10068-101-1,Vemurafenib,10310-101-1,Belinostat,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,220.94,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,94.00,Colo858-P3,D5
50149-4,COLO 858,10068-101-1,Vemurafenib,10310-101-1,Belinostat,3.160,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,168.00,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,85.45,Colo858-P3,D6
50149-4,COLO 858,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,941.81,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,38.28,Colo858-P3,D7
50149-4,COLO 858,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.100,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,200.20,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,32.97,Colo858-P3,D8
50149-4,COLO 858,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,186.47,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,36.25,Colo858-P3,D9
50149-4,COLO 858,10068-101-1,Vemurafenib,10330-101-1,I-BET,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,170.61,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,25.12,Colo858-P3,E10
50149-4,COLO 858,10068-101-1,Vemurafenib,10330-101-1,I-BET,3.160,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,153.97,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,20.97,Colo858-P3,E11
50149-4,COLO 858,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,345.69,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,196.85,Colo858-P3,E2
50149-4,COLO 858,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.100,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,271.17,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,87.34,Colo858-P3,E3
50149-4,COLO 858,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,263.93,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,90.83,Colo858-P3,E4
50149-4,COLO 858,10068-101-1,Vemurafenib,10310-101-1,Belinostat,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,176.07,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,75.51,Colo858-P3,E5
50149-4,COLO 858,10068-101-1,Vemurafenib,10310-101-1,Belinostat,3.160,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,211.72,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,68.81,Colo858-P3,E6
50149-4,COLO 858,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,934.88,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,31.40,Colo858-P3,E7
50149-4,COLO 858,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.100,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,200.64,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,30.19,Colo858-P3,E8
50149-4,COLO 858,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,154.79,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,30.47,Colo858-P3,E9
50149-4,COLO 858,10068-101-1,Vemurafenib,10331-101-1,I-BET151,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,193.79,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,26.55,Colo858-P3,F10
50149-4,COLO 858,10068-101-1,Vemurafenib,10331-101-1,I-BET151,3.160,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,162.48,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,22.52,Colo858-P3,F11
50149-4,COLO 858,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,438.07,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,58.73,Colo858-P3,F2
50149-4,COLO 858,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.100,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,284.54,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,42.93,Colo858-P3,F3
50149-4,COLO 858,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,234.36,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,43.02,Colo858-P3,F4
50149-4,COLO 858,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,241.50,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,44.91,Colo858-P3,F5
50149-4,COLO 858,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,3.160,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,237.87,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,33.42,Colo858-P3,F6
50149-4,COLO 858,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,624.30,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,55.39,Colo858-P3,F7
50149-4,COLO 858,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.100,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,207.25,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,32.37,Colo858-P3,F8
50149-4,COLO 858,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,201.44,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,29.70,Colo858-P3,F9
50149-4,COLO 858,10068-101-1,Vemurafenib,10331-101-1,I-BET151,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,190.47,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,24.44,Colo858-P3,G10
50149-4,COLO 858,10068-101-1,Vemurafenib,10331-101-1,I-BET151,3.160,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,147.81,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,23.36,Colo858-P3,G11
50149-4,COLO 858,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,387.06,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,65.52,Colo858-P3,G2
50149-4,COLO 858,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.100,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,275.03,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,40.26,Colo858-P3,G3
50149-4,COLO 858,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,235.91,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,38.62,Colo858-P3,G4
50149-4,COLO 858,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,311.55,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,51.37,Colo858-P3,G5
50149-4,COLO 858,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,3.160,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,282.32,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,42.28,Colo858-P3,G6
50149-4,COLO 858,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,617.29,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,58.12,Colo858-P3,G7
50149-4,COLO 858,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.100,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,221.97,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,31.69,Colo858-P3,G8
50149-4,COLO 858,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,194.52,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,31.49,Colo858-P3,G9
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,1.000,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,150.23,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,188.77,Colo858-P4,B10
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,3.160,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,2.87,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,25.49,Colo858-P4,B11
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.000,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1380.77,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,2910.42,Colo858-P4,B2
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.100,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,752.34,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,945.89,Colo858-P4,B3
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.316,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,461.80,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,499.07,Colo858-P4,B4
50149-4,COLO 858,10068-101-1,Vemurafenib,,,1.000,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,290.52,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,269.09,Colo858-P4,B5
50149-4,COLO 858,10068-101-1,Vemurafenib,,,3.160,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,200.17,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,68.35,Colo858-P4,B6
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.000,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,289.78,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,138.97,Colo858-P4,B7
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.100,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,197.93,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,147.08,Colo858-P4,B8
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.316,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,217.21,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,146.42,Colo858-P4,B9
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,1.000,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,175.95,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,148.80,Colo858-P4,C10
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,3.160,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,336.19,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,154.32,Colo858-P4,C11
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.000,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1349.54,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,2836.10,Colo858-P4,C2
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.100,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,824.23,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,1122.17,Colo858-P4,C3
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.316,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,448.40,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,498.62,Colo858-P4,C4
50149-4,COLO 858,10068-101-1,Vemurafenib,,,1.000,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,279.71,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,268.34,Colo858-P4,C5
50149-4,COLO 858,10068-101-1,Vemurafenib,,,3.160,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,160.45,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,54.96,Colo858-P4,C6
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.000,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,143.62,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,200.18,Colo858-P4,C7
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.100,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,197.01,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,225.17,Colo858-P4,C8
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.316,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,194.94,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,171.85,Colo858-P4,C9
