Cell HMS LINCS ID,Cell Name,Small Molecule 1 HMS LINCS ID,Small Molecule 1 Name,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 1 Concentration,Small Mol 2 Concentration,Small Mol Conc Unit,Time Point,Time Point Unit,Replicate,Primary Antibody (488) HMS LINCS ID,Primary Antibody (488) Name,Secondary Antibody (488) HMS LINCS ID,Secondary Antibody (488) Name,Protein Detected (488) HMS LINCS ID,Protein Detected (488) Name,Mean Fluorescence Intensity (488),Primary Antibody (568) HMS LINCS ID,Primary Antibody (568) Name,Secondary Antibody (568) HMS LINCS ID,Secondary Antibody (568) Name,Protein Detected (568) HMS LINCS ID,Protein Detected (568) Name,Mean Fluorescence Intensity (568),Primary Antibody (647) HMS LINCS ID,Primary Antibody (647) Name,Secondary Antibody (647) HMS LINCS ID,Secondary Antibody (647) Name,Protein Detected (647) HMS LINCS ID,Protein Detected (647) Name,Mean Fluorescence Intensity (647),Plate Name,Plate Well
50149-4,COLO 858,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,1.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,782.71,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),149.30,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,915.24,Colo858-P7,D11
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1358.54,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),219.00,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,378.37,Colo858-P7,D2
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1398.73,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),204.82,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,191.82,Colo858-P7,D3
50149-4,COLO 858,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1183.44,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),197.24,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,964.92,Colo858-P7,D4
50149-4,COLO 858,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,1.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1009.48,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),222.20,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,765.25,Colo858-P7,D5
50149-4,COLO 858,10068-101-1,Vemurafenib,10007-101-4,AZD8055,1.000,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,832.10,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),151.64,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,667.24,Colo858-P7,D6
50149-4,COLO 858,10068-101-1,Vemurafenib,10007-101-4,AZD8055,1.000,0.600,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,931.33,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),141.85,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,320.32,Colo858-P7,D7
50149-4,COLO 858,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,999.15,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),160.59,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,195.26,Colo858-P7,D8
50149-4,COLO 858,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1067.04,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),182.92,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,254.47,Colo858-P7,D9
50149-4,COLO 858,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1921.89,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),238.82,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,86.63,Colo858-P7,E10
50149-4,COLO 858,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,0.000,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1526.64,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),224.83,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,82.51,Colo858-P7,E11
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,3102.17,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),379.15,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,138.08,Colo858-P7,E2
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,3396.21,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),398.45,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,132.06,Colo858-P7,E3
50149-4,COLO 858,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,2696.16,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),307.85,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,109.04,Colo858-P7,E4
50149-4,COLO 858,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,0.000,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,2886.45,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),315.93,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,78.49,Colo858-P7,E5
50149-4,COLO 858,10068-101-1,Vemurafenib,10007-101-4,AZD8055,0.000,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1939.54,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),217.72,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,92.74,Colo858-P7,E6
50149-4,COLO 858,10068-101-1,Vemurafenib,10007-101-4,AZD8055,0.000,0.600,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1561.00,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),177.47,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,84.88,Colo858-P7,E7
50149-4,COLO 858,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,2934.72,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),367.66,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,174.84,Colo858-P7,E8
50149-4,COLO 858,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,3190.16,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),401.49,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,133.47,Colo858-P7,E9
50149-4,COLO 858,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,797.49,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),134.43,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,840.93,Colo858-P7,F10
50149-4,COLO 858,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,0.316,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,748.92,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),144.90,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,634.90,Colo858-P7,F11
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1752.56,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),273.50,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,335.70,Colo858-P7,F2
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1473.47,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),253.19,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,127.22,Colo858-P7,F3
50149-4,COLO 858,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1311.46,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),207.38,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,642.66,Colo858-P7,F4
50149-4,COLO 858,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,0.316,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1028.59,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),154.55,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,643.21,Colo858-P7,F5
50149-4,COLO 858,10068-101-1,Vemurafenib,10007-101-4,AZD8055,0.316,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,941.24,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),128.79,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,401.37,Colo858-P7,F6
50149-4,COLO 858,10068-101-1,Vemurafenib,10007-101-4,AZD8055,0.316,0.600,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,990.74,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),147.59,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,219.19,Colo858-P7,F7
50149-4,COLO 858,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1147.74,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),196.08,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,110.66,Colo858-P7,F8
50149-4,COLO 858,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1087.43,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),173.19,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,120.28,Colo858-P7,F9
50149-4,COLO 858,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,820.67,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),137.82,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1062.99,Colo858-P7,G10
50149-4,COLO 858,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,1.000,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,759.51,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),151.99,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,984.05,Colo858-P7,G11
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1476.11,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),266.46,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,426.26,Colo858-P7,G2
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1312.96,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),200.04,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,329.77,Colo858-P7,G3
50149-4,COLO 858,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1148.90,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),185.68,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,936.59,Colo858-P7,G4
50149-4,COLO 858,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,1.000,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1106.73,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),204.34,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,887.03,Colo858-P7,G5
50149-4,COLO 858,10068-101-1,Vemurafenib,10007-101-4,AZD8055,1.000,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1171.13,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),189.80,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,561.05,Colo858-P7,G6
50149-4,COLO 858,10068-101-1,Vemurafenib,10007-101-4,AZD8055,1.000,0.600,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1163.09,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),166.32,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,349.83,Colo858-P7,G7
50149-4,COLO 858,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1152.85,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),197.53,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,216.41,Colo858-P7,G8
50149-4,COLO 858,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1173.25,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),199.04,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,257.53,Colo858-P7,G9
50149-4,COLO 858,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1108.51,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),248.16,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),4704.55,Colo858-P8,B10
50149-4,COLO 858,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,0.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,816.83,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),243.30,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),4483.57,Colo858-P8,B11
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,2538.84,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),392.06,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),4531.98,Colo858-P8,B2
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,2609.81,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),401.06,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),4949.40,Colo858-P8,B3
50149-4,COLO 858,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,2121.95,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),316.68,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),3754.59,Colo858-P8,B4
50149-4,COLO 858,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,0.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,2084.12,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),309.87,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),2269.73,Colo858-P8,B5
50149-4,COLO 858,10068-101-1,Vemurafenib,10007-101-4,AZD8055,0.000,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1544.07,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),196.73,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),111.54,Colo858-P8,B6
50149-4,COLO 858,10068-101-1,Vemurafenib,10007-101-4,AZD8055,0.000,0.600,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1063.12,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),172.81,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),77.29,Colo858-P8,B7
50149-4,COLO 858,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,2392.74,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),363.78,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),4796.70,Colo858-P8,B8
50149-4,COLO 858,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,2571.01,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),408.55,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),5297.17,Colo858-P8,B9
50149-4,COLO 858,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,180.02,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),122.78,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),530.33,Colo858-P8,C10
50149-4,COLO 858,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,0.316,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,68.85,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),106.16,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),454.32,Colo858-P8,C11
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,803.08,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),235.00,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),447.38,Colo858-P8,C2
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,602.19,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),202.02,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),287.46,Colo858-P8,C3
50149-4,COLO 858,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,627.80,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),219.89,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),131.63,Colo858-P8,C4
50149-4,COLO 858,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,0.316,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,685.07,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),210.02,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),74.53,Colo858-P8,C5
50149-4,COLO 858,10068-101-1,Vemurafenib,10007-101-4,AZD8055,0.316,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,308.69,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),147.51,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),54.15,Colo858-P8,C6
50149-4,COLO 858,10068-101-1,Vemurafenib,10007-101-4,AZD8055,0.316,0.600,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,419.76,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),139.79,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),59.36,Colo858-P8,C7
50149-4,COLO 858,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,408.59,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),173.38,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),602.34,Colo858-P8,C8
50149-4,COLO 858,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,454.36,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),171.01,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),572.22,Colo858-P8,C9
50149-4,COLO 858,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,181.32,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),125.07,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),341.88,Colo858-P8,D10
50149-4,COLO 858,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,1.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,142.44,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),108.82,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),233.16,Colo858-P8,D11
