Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Normalized Growth Rate Inhibition Value,Assay Plate,Assay Well,Biological Replicate
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.00043333,782,13096,13074,1.0008,1,L07,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.0013333,782,14750,13074,1.0603,1,J13,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.0013333,782,12951,13074,0.9953,1,M19,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.0033333,782,13955,13074,1.0323,1,J06,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.0033333,782,13836,13074,1.0281,1,N09,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.0053333,782,12610,13074,0.9823,1,E21,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.0053333,782,13150,13074,1.0028,1,G18,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.01,782,12898,13074,0.9933,1,F04,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.01,782,13160,13074,1.0032,1,F13,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.018,782,13209,13074,1.0050,1,K03,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.018,782,12851,13074,0.9915,1,N03,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.031623,782,12979,13074,0.9964,1,I06,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.031623,782,12101,13074,0.9623,1,M17,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.056234,782,9188,13074,0.8336,1,I13,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.056234,782,9383,13074,0.8431,1,K13,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.1,782,5906,13074,0.6446,1,D18,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.1,782,6165,13074,0.6621,1,F14,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.1,782,6958,13074,0.7123,1,N05,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.17783,782,4657,13074,0.5512,1,N06,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.17783,782,4660,13074,0.5514,1,N20,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.31623,782,1989,13074,0.2580,1,H15,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.31623,782,2360,13074,0.3121,1,I20,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.56234,782,1386,13074,0.1510,1,L11,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.56234,782,1347,13074,0.1429,1,L13,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,1,782,1285,13074,0.1298,1,E14,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,1,782,1179,13074,0.1061,1,H08,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,3.1623,782,1121,13074,0.0924,1,D13,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,3.1623,782,1023,13074,0.0681,1,L09,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,4.3333e-05,782,12405,13074,0.9743,1,E18,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,4.3333e-05,782,13727,13074,1.0241,1,I16,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.00013333,782,13324,13074,1.0093,1,H07,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.00013333,782,14363,13074,1.0468,1,I09,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.0002,782,12975,13074,0.9962,1,E06,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.0002,782,13011,13074,0.9976,1,N18,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.00033333,782,13264,13074,1.0071,1,F07,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.00033333,782,12765,13074,0.9882,1,M05,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.00053333,782,13537,13074,1.0172,1,F12,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.00053333,782,12031,13074,0.9595,1,G07,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.001,782,7976,13074,0.7709,1,C18,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.001,782,7902,13074,0.7668,1,D19,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.0018,782,5205,13074,0.5942,1,I22,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.0018,782,4614,13074,0.5476,1,L06,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.0031623,782,1927,13074,0.2483,1,F15,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.0031623,782,2072,13074,0.2708,1,G13,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.0031623,782,2060,13074,0.2690,1,M22,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.0056234,782,1078,13074,0.0819,1,C16,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.0056234,782,1064,13074,0.0785,1,K11,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.01,782,741,13074,-0.0134,1,C13,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.01,782,752,13074,-0.0099,1,F05,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,782,414,13074,-0.1452,1,D04,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,782,456,13074,-0.1246,1,G20,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,782,342,13074,-0.1845,1,G05,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,782,361,13074,-0.1735,1,M08,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,782,215,13074,-0.2725,1,C04,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,782,260,13074,-0.2377,1,D20,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.31623,782,209,13074,-0.2776,1,H14,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.31623,782,214,13074,-0.2734,1,M21,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.0010833,782,12742,13074,0.9874,1,H22,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.0010833,782,12406,13074,0.9743,1,M20,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.0033333,782,13777,13074,1.0259,1,G11,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.0033333,782,12387,13074,0.9736,1,K19,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.01,782,12654,13074,0.9840,1,M11,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.01,782,12481,13074,0.9773,1,N14,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,782,13277,13074,1.0076,1,C14,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,782,14013,13074,1.0344,1,F08,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,782,12962,13074,0.9957,1,G19,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,782,13911,13074,1.0308,1,I05,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,782,12607,13074,0.9822,1,D15,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,782,12903,13074,0.9935,1,L10,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,782,14211,13074,1.0415,1,J09,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,782,12035,13074,0.9596,1,N16,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,782,4442,13074,0.5332,1,H20,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,782,6051,13074,0.6545,1,N15,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,782,5143,13074,0.5895,1,K14,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,782,5558,13074,0.6202,1,N07,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,782,3867,13074,0.4818,1,F21,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,782,4008,13074,0.4949,1,I17,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,782,4318,13074,0.5226,1,I18,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,782,3344,13074,0.4297,1,F11,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,782,4014,13074,0.4954,1,J08,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,782,3128,13074,0.4064,1,E10,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,782,3542,13074,0.4501,1,M09,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,782,2743,13074,0.3616,1,C10,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,782,3209,13074,0.4153,1,I08,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,10,782,2248,13074,0.2965,1,K15,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,10,782,2527,13074,0.3344,1,L16,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.00021667,782,12972,13074,0.9961,1,G22,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.00021667,782,13962,13074,1.0326,1,J19,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.00021667,782,13038,13074,0.9986,1,N10,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.00021667,782,13427,13074,1.0131,1,N21,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.00033333,782,14105,13074,1.0377,1,I12,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.00033333,782,12967,13074,0.9959,1,K07,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.00066667,782,11138,13074,0.9226,1,C19,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.00066667,782,12037,13074,0.9597,1,D12,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.001,782,11267,13074,0.9281,1,H11,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.001,782,11244,13074,0.9271,1,M13,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.0016667,782,8448,13074,0.7961,1,C03,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.0016667,782,9065,13074,0.8276,1,N08,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.003,782,5830,13074,0.6394,1,E20,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.003,782,6184,13074,0.6633,1,H05,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.003,782,6343,13074,0.6738,1,I21,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.0056667,782,4183,13074,0.5107,1,I11,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.0056667,782,3730,13074,0.4687,1,N13,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.01,782,2495,13074,0.3302,1,H06,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.01,782,2059,13074,0.2688,1,M14,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.017783,782,1891,13074,0.2425,1,D08,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.017783,782,1837,13074,0.2337,1,N22,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.031623,782,1741,13074,0.2175,1,D07,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.031623,782,1566,13074,0.1861,1,L22,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.1,782,1617,13074,0.1955,1,L03,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.1,782,1529,13074,0.1792,1,L05,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,782,1609,13074,0.1941,1,D06,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,782,1537,13074,0.1807,1,H10,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,782,1404,13074,0.1547,1,E15,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,782,1624,13074,0.1968,1,K06,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,782,12974,13074,0.9962,1,C12,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,782,13219,13074,1.0054,1,H03,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,782,14508,13074,1.0519,1,J11,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,782,13604,13074,1.0196,1,J15,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,782,12813,13074,0.9901,1,E16,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,782,12796,13074,0.9894,1,L04,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.1,782,12701,13074,0.9858,1,G06,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.1,782,12598,13074,0.9818,1,M18,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.17783,782,10324,13074,0.8870,1,E12,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.17783,782,10071,13074,0.8755,1,F19,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.31623,782,9607,13074,0.8539,1,H21,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.31623,782,9580,13074,0.8526,1,K08,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.56234,782,6964,13074,0.7127,1,L12,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.56234,782,7201,13074,0.7269,1,L20,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,1,782,4578,13074,0.5446,1,F20,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,1,782,4601,13074,0.5465,1,G21,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,1.7783,782,1942,13074,0.2507,1,D16,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,1.7783,782,2318,13074,0.3064,1,G03,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,3.1623,782,995,13074,0.0608,1,C15,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,3.1623,782,1103,13074,0.0881,1,K17,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,3.1623,782,1021,13074,0.0676,1,L19,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,5.6234,782,850,13074,0.0205,1,C07,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,5.6234,782,883,13074,0.0301,1,E07,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,10,782,889,13074,0.0318,1,C11,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,10,782,807,13074,0.0075,1,E19,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,10,782,878,13074,0.0286,1,I19,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,10,782,899,13074,0.0346,1,K04,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,782,14885,13640,1.0428,2,J09,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,782,12293,13640,0.9502,2,M22,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,782,13903,13640,1.0093,2,J15,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,782,13706,13640,1.0023,2,N11,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,782,13507,13640,0.9952,2,G12,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,782,13548,13640,0.9967,2,M19,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,782,13099,13640,0.9804,2,E10,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,782,12405,13640,0.9545,2,N14,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,782,12849,13640,0.9712,2,D11,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,782,12466,13640,0.9568,2,M21,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,782,12141,13640,0.9443,2,D07,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,782,13501,13640,0.9950,2,J20,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,782,11637,13640,0.9244,2,C16,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,782,11971,13640,0.9377,2,J19,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,782,10740,13640,0.8873,2,G08,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,782,11401,13640,0.9149,2,M04,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,782,10043,13640,0.8569,2,H12,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,782,11063,13640,0.9009,2,I14,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,782,10062,13640,0.8577,2,J07,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,782,8869,13640,0.8017,2,M10,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,782,7260,13640,0.7163,2,C21,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,782,6481,13640,0.6697,2,D19,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,782,6693,13640,0.6828,2,G20,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,782,7212,13640,0.7136,2,J10,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,782,7166,13640,0.7109,2,N07,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,782,13293,13640,0.9875,2,L17,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,782,14219,13640,1.0202,2,N15,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,782,13575,13640,0.9977,2,H11,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,782,13141,13640,0.9820,2,K13,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,782,12063,13640,0.9413,2,F15,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,782,13118,13640,0.9811,2,N08,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.018333,782,12632,13640,0.9631,2,E19,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.018333,782,13017,13640,0.9774,2,I17,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.031667,782,11691,13640,0.9266,2,E06,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.031667,782,13127,13640,0.9815,2,I11,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.056667,782,10488,13640,0.8765,2,E17,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.056667,782,10548,13640,0.8791,2,J17,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.1,782,8268,13640,0.7713,2,K22,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.1,782,8187,13640,0.7671,2,N04,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.17783,782,6126,13640,0.6471,2,C22,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.17783,782,6538,13640,0.6733,2,F04,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.31623,782,4624,13640,0.5384,2,H19,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.31623,782,5033,13640,0.5704,2,H20,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.31623,782,4974,13640,0.5659,2,K06,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.56234,782,4278,13640,0.5097,2,L07,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.56234,782,4265,13640,0.5086,2,L09,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,782,3380,13640,0.4258,2,D16,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,782,3521,13640,0.4400,2,K11,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,782,2829,13640,0.3656,2,F13,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,782,2719,13640,0.3525,2,L16,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,782,1464,13640,0.1640,2,C15,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,782,1494,13640,0.1697,2,E18,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,782,997,13640,0.0604,2,F05,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,782,847,13640,0.0193,2,N03,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,782,13346,13640,0.9894,2,E12,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,782,13194,13640,0.9839,2,E15,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,782,14082,13640,1.0155,2,D12,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,782,13540,13640,0.9964,2,L11,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,782,13263,13640,0.9864,2,E09,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,782,12360,13640,0.9527,2,H16,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,782,13433,13640,0.9926,2,J08,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,782,13409,13640,0.9917,2,M07,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,782,13118,13640,0.9811,2,J16,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,782,13134,13640,0.9817,2,L14,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,782,10889,13640,0.8936,2,F14,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,782,11401,13640,0.9149,2,H04,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,782,9349,13640,0.8249,2,E05,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,782,10114,13640,0.8600,2,I13,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,782,6320,13640,0.6596,2,C14,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,782,7994,13640,0.7569,2,J21,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,782,5494,13640,0.6041,2,D04,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,782,5321,13640,0.5917,2,G03,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,782,5242,13640,0.5860,2,M06,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,782,3747,13640,0.4619,2,J06,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,782,3196,13640,0.4066,2,L03,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,1,782,1916,13640,0.2424,2,E13,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,1,782,1808,13640,0.2251,2,M05,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,1.7783,782,1051,13640,0.0740,2,F20,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,1.7783,782,941,13640,0.0456,2,N10,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,782,943,13640,0.0462,2,J04,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,782,874,13640,0.0271,2,M15,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,782,744,13640,-0.0123,2,F18,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,782,753,13640,-0.0094,2,L13,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.00043333,782,12967,13640,0.9756,2,G05,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.00043333,782,13380,13640,0.9907,2,H08,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.0013333,782,13712,13640,1.0025,2,E03,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.0013333,782,13198,13640,0.9841,2,F06,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.0033333,782,12627,13640,0.9629,2,C08,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.0033333,782,12560,13640,0.9604,2,D15,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.0053333,782,13027,13640,0.9778,2,D17,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.0053333,782,14312,13640,1.0234,2,I21,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.01,782,12495,13640,0.9579,2,D22,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.01,782,14015,13640,1.0132,2,I04,3
