Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol 1 Concentration,Small Mol 1 Conc Unit,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 2 Concentration,Small Mol 2 Conc Unit,Biological Replicate,Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Normalized Growth Rate Inhibition Value
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10051-104-1,Lapatinib,5.7735,uM,2,1843,3871,5189,0.6427
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10051-104-1,Lapatinib,10,uM,2,1843,2707,5189,0.2913
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10024-101-1,NVP-TAE684,0.3704,uM,2,1843,4555,5189,0.8334
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10024-101-1,NVP-TAE684,1.1111,uM,2,1843,4057,5189,0.6953
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10024-101-1,NVP-TAE684,3.3333,uM,2,1843,1345,5189,-0.1922
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,0.0713,uM,2,1843,4125,5189,0.7134
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,0.1235,uM,2,1843,3990,5189,0.6759
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,0.2138,uM,2,1843,3601,5189,0.5645
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,0.3704,uM,2,1843,3151,5189,0.4309
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,0.6415,uM,2,1843,2899,5189,0.3524
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,1.1111,uM,2,1843,2493,5189,0.2227
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,1.9245,uM,2,1843,2674,5189,0.2829
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,0.2138,uM,2,1843,4186,5189,0.7315
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,0.3704,uM,2,1843,4145,5189,0.7185
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,0.6415,uM,2,1843,4139,5189,0.7193
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,1.1111,uM,2,1843,4207,5189,0.7365
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,1.9245,uM,2,1843,3467,5189,0.5266
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,3.3333,uM,2,1843,3133,5189,0.4264
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,0.1235,uM,2,1843,3235,5189,0.4568
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,0.3704,uM,2,1843,3012,5189,0.3892
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,1.1111,uM,2,1843,2679,5189,0.2847
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,3.3333,uM,2,1843,2697,5189,0.2890
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,,,0,uM,2,1843,3321,5189,0.4826
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10056-101-1,Selumetinib,0.1235,uM,2,1843,2754,5189,0.3074
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10056-101-1,Selumetinib,0.3704,uM,2,1843,2524,5189,0.2331
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10056-101-1,Selumetinib,1.1111,uM,2,1843,2264,5189,0.1475
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10056-101-1,Selumetinib,3.3333,uM,2,1843,2212,5189,0.1296
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10056-101-1,Selumetinib,10,uM,2,1843,2032,5189,0.0666
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10051-104-1,Lapatinib,1.9245,uM,2,1843,3033,5189,0.3955
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10051-104-1,Lapatinib,3.3333,uM,2,1843,3217,5189,0.4521
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10051-104-1,Lapatinib,5.7735,uM,2,1843,3302,5189,0.4775
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10051-104-1,Lapatinib,10,uM,2,1843,2629,5189,0.2641
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10024-101-1,NVP-TAE684,0.3704,uM,2,1843,3613,5189,0.5684
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10024-101-1,NVP-TAE684,1.1111,uM,2,1843,3110,5189,0.4177
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10024-101-1,NVP-TAE684,3.3333,uM,2,1843,1501,5189,-0.1288
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,0.0713,uM,2,1843,2775,5189,0.3118
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,0.1235,uM,2,1843,2766,5189,0.3107
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,0.2138,uM,2,1843,2497,5189,0.2210
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,0.3704,uM,2,1843,2147,5189,0.1071
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,0.6415,uM,2,1843,2109,5189,0.0938
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,1.1111,uM,2,1843,2065,5189,0.0780
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,1.9245,uM,2,1843,1928,5189,0.0291
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10032-101-1,Saracatinib,0.2138,uM,2,1843,2887,5189,0.3488
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10032-101-1,Saracatinib,0.3704,uM,2,1843,2963,5189,0.3735
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10032-101-1,Saracatinib,0.6415,uM,2,1843,2881,5189,0.3476
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10032-101-1,Saracatinib,1.1111,uM,2,1843,2504,5189,0.2275
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10032-101-1,Saracatinib,1.9245,uM,2,1843,2443,5189,0.2062
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10032-101-1,Saracatinib,3.3333,uM,2,1843,2236,5189,0.1378
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10142-101-1,Trametinib,0.1235,uM,2,1843,2186,5189,0.1208
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10142-101-1,Trametinib,0.3704,uM,2,1843,2019,5189,0.0596
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10142-101-1,Trametinib,1.1111,uM,2,1843,1810,5189,-0.0136
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10142-101-1,Trametinib,3.3333,uM,2,1843,1579,5189,-0.0995
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,,,0,uM,2,1843,2203,5189,0.1258
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,0.1235,uM,2,1843,1876,5189,0.0102
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,0.3704,uM,2,1843,1716,5189,-0.0478
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,1.1111,uM,2,1843,1692,5189,-0.0557
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,3.3333,uM,2,1843,1773,5189,-0.0260
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,10,uM,2,1843,1431,5189,-0.1563
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10051-104-1,Lapatinib,1.9245,uM,2,1843,2446,5189,0.2088
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10051-104-1,Lapatinib,3.3333,uM,2,1843,2738,5189,0.3028
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10051-104-1,Lapatinib,5.7735,uM,2,1843,2777,5189,0.3159
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10051-104-1,Lapatinib,10,uM,2,1843,2289,5189,0.1559
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10024-101-1,NVP-TAE684,0.3704,uM,2,1843,2700,5189,0.2911
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10024-101-1,NVP-TAE684,1.1111,uM,2,1843,2287,5189,0.1552
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10024-101-1,NVP-TAE684,3.3333,uM,2,1843,1218,5189,-0.2445
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,0.0713,uM,2,1843,2049,5189,0.0728
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,0.1235,uM,2,1843,1922,5189,0.0264
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,0.2138,uM,2,1843,1833,5189,-0.0043
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,0.3704,uM,2,1843,1546,5189,-0.1117
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,0.6415,uM,2,1843,1709,5189,-0.0496
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,1.1111,uM,2,1843,1634,5189,-0.0775
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,1.9245,uM,2,1843,1673,5189,-0.0629
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10032-101-1,Saracatinib,0.2138,uM,2,1843,1936,5189,0.0329
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10032-101-1,Saracatinib,0.3704,uM,2,1843,1832,5189,-0.0048
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10032-101-1,Saracatinib,0.6415,uM,2,1843,1846,5189,-0.0008
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10032-101-1,Saracatinib,1.1111,uM,2,1843,1764,5189,-0.0302
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10032-101-1,Saracatinib,1.9245,uM,2,1843,1471,5189,-0.1412
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10032-101-1,Saracatinib,3.3333,uM,2,1843,1632,5189,-0.0790
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10142-101-1,Trametinib,0.1235,uM,2,1843,1553,5189,-0.1088
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10142-101-1,Trametinib,0.3704,uM,2,1843,1431,5189,-0.1567
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10142-101-1,Trametinib,1.1111,uM,2,1843,1280,5189,-0.2167
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10142-101-1,Trametinib,3.3333,uM,2,1843,1244,5189,-0.2317
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,,,0,uM,2,1843,5136,5189,0.9859
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10056-101-1,Selumetinib,0.1235,uM,2,1843,4319,5189,0.7682
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10056-101-1,Selumetinib,0.3704,uM,2,1843,4191,5189,0.7333
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10056-101-1,Selumetinib,1.1111,uM,2,1843,3839,5189,0.6325
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10056-101-1,Selumetinib,3.3333,uM,2,1843,3556,5189,0.5515
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10056-101-1,Selumetinib,10,uM,2,1843,3431,5189,0.5148
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10051-104-1,Lapatinib,1.9245,uM,2,1843,3712,5189,0.5984
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10051-104-1,Lapatinib,3.3333,uM,2,1843,3749,5189,0.6089
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10051-104-1,Lapatinib,5.7735,uM,2,1843,2868,5189,0.3435
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10051-104-1,Lapatinib,10,uM,2,1843,2157,5189,0.1094
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10024-101-1,NVP-TAE684,0.3704,uM,2,1843,4869,5189,0.9162
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10024-101-1,NVP-TAE684,1.1111,uM,2,1843,4082,5189,0.7020
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10024-101-1,NVP-TAE684,3.3333,uM,2,1843,1169,5189,-0.2643
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,0.0713,uM,2,1843,3991,5189,0.6750
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,0.1235,uM,2,1843,4030,5189,0.6837
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,0.2138,uM,2,1843,3791,5189,0.6201
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,0.3704,uM,2,1843,3072,5189,0.4066
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,0.6415,uM,2,1843,3014,5189,0.3879
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,1.1111,uM,2,1843,2598,5189,0.2570
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,1.9245,uM,2,1843,2558,5189,0.2451
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10032-101-1,Saracatinib,0.2138,uM,2,1843,4526,5189,0.8232
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10032-101-1,Saracatinib,0.3704,uM,2,1843,4056,5189,0.6945
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10032-101-1,Saracatinib,0.6415,uM,2,1843,4122,5189,0.7119
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10032-101-1,Saracatinib,1.1111,uM,2,1843,3490,5189,0.5321
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10032-101-1,Saracatinib,1.9245,uM,2,1843,2955,5189,0.3697
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10032-101-1,Saracatinib,3.3333,uM,2,1843,2451,5189,0.2050
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10142-101-1,Trametinib,0.1235,uM,2,1843,3543,5189,0.5483
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10142-101-1,Trametinib,0.3704,uM,2,1843,3456,5189,0.5219
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10142-101-1,Trametinib,1.1111,uM,2,1843,3196,5189,0.4449
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10142-101-1,Trametinib,3.3333,uM,2,1843,3263,5189,0.4646
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,,,0,uM,2,1843,4873,5189,0.9184
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10056-101-1,Selumetinib,0.1235,uM,2,1843,3766,5189,0.6101
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10056-101-1,Selumetinib,0.3704,uM,2,1843,3440,5189,0.5171
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10056-101-1,Selumetinib,1.1111,uM,2,1843,3247,5189,0.4591
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10056-101-1,Selumetinib,3.3333,uM,2,1843,3158,5189,0.4337
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10056-101-1,Selumetinib,10,uM,2,1843,2811,5189,0.3268
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10051-104-1,Lapatinib,1.9245,uM,2,1843,3152,5189,0.4317
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10051-104-1,Lapatinib,3.3333,uM,2,1843,3229,5189,0.4540
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10051-104-1,Lapatinib,5.7735,uM,2,1843,3033,5189,0.3946
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10051-104-1,Lapatinib,10,uM,2,1843,1995,5189,0.0494
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10024-101-1,NVP-TAE684,0.3704,uM,2,1843,4690,5189,0.8685
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10024-101-1,NVP-TAE684,1.1111,uM,2,1843,3532,5189,0.5397
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10024-101-1,NVP-TAE684,3.3333,uM,2,1843,956,5189,-0.3573
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10018-101-1,Neratinib,0.0713,uM,2,1843,3687,5189,0.5888
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10018-101-1,Neratinib,0.1235,uM,2,1843,3608,5189,0.5662
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10018-101-1,Neratinib,0.2138,uM,2,1843,3383,5189,0.4931
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10018-101-1,Neratinib,0.3704,uM,2,1843,2776,5189,0.3151
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10018-101-1,Neratinib,0.6415,uM,2,1843,2528,5189,0.2336
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10018-101-1,Neratinib,1.1111,uM,2,1843,2243,5189,0.1404
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10018-101-1,Neratinib,1.9245,uM,2,1843,2206,5189,0.1274
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10032-101-1,Saracatinib,0.2138,uM,2,1843,4494,5189,0.8152
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10032-101-1,Saracatinib,0.3704,uM,2,1843,3784,5189,0.6184
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10032-101-1,Saracatinib,0.6415,uM,2,1843,3520,5189,0.5423
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10032-101-1,Saracatinib,1.1111,uM,2,1843,3169,5189,0.4354
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10032-101-1,Saracatinib,1.9245,uM,2,1843,2353,5189,0.1725
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10032-101-1,Saracatinib,3.3333,uM,2,1843,1863,5189,0.0057
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10142-101-1,Trametinib,0.1235,uM,2,1843,3061,5189,0.4041
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10142-101-1,Trametinib,0.3704,uM,2,1843,3248,5189,0.4612
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10142-101-1,Trametinib,1.1111,uM,2,1843,3052,5189,0.4006
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10142-101-1,Trametinib,3.3333,uM,2,1843,2968,5189,0.3753
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,,,0,uM,2,1843,4372,5189,0.7806
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10056-101-1,Selumetinib,0.1235,uM,2,1843,3316,5189,0.4809
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10056-101-1,Selumetinib,0.3704,uM,2,1843,3215,5189,0.4497
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10056-101-1,Selumetinib,1.1111,uM,2,1843,2854,5189,0.3399
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10056-101-1,Selumetinib,3.3333,uM,2,1843,2603,5189,0.2589
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10056-101-1,Selumetinib,10,uM,2,1843,2408,5189,0.1944
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10051-104-1,Lapatinib,1.9245,uM,2,1843,2460,5189,0.2130
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10051-104-1,Lapatinib,3.3333,uM,2,1843,2633,5189,0.2689
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10051-104-1,Lapatinib,5.7735,uM,2,1843,2385,5189,0.1866
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10051-104-1,Lapatinib,10,uM,2,1843,1824,5189,-0.0097
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10024-101-1,NVP-TAE684,0.3704,uM,2,1843,3684,5189,0.5898
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10024-101-1,NVP-TAE684,1.1111,uM,2,1843,2720,5189,0.2939
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10024-101-1,NVP-TAE684,3.3333,uM,2,1843,872,5189,-0.3952
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,0.0713,uM,2,1843,3152,5189,0.4292
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,0.1235,uM,2,1843,2891,5189,0.3474
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,0.2138,uM,2,1843,2862,5189,0.3369
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,0.3704,uM,2,1843,2203,5189,0.1267
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,0.6415,uM,2,1843,2075,5189,0.0819
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,1.1111,uM,2,1843,1904,5189,0.0208
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,1.9245,uM,2,1843,1817,5189,-0.0096
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,0.2138,uM,2,1843,3600,5189,0.5648
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,0.3704,uM,2,1843,3127,5189,0.4230
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,0.6415,uM,2,1843,2848,5189,0.3337
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,1.1111,uM,2,1843,2457,5189,0.2105
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,1.9245,uM,2,1843,1780,5189,-0.0252
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,3.3333,uM,2,1843,1666,5189,-0.0666
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10142-101-1,Trametinib,0.1235,uM,2,1843,2627,5189,0.2653
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10142-101-1,Trametinib,0.3704,uM,2,1843,2535,5189,0.2363
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10142-101-1,Trametinib,1.1111,uM,2,1843,2490,5189,0.2226
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10142-101-1,Trametinib,3.3333,uM,2,1843,2396,5189,0.1911
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,,,0,uM,2,1843,3868,5189,0.6421
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10056-101-1,Selumetinib,0.1235,uM,2,1843,2981,5189,0.3787
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10056-101-1,Selumetinib,0.3704,uM,2,1843,2657,5189,0.2770
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10056-101-1,Selumetinib,1.1111,uM,2,1843,2460,5189,0.2126
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10056-101-1,Selumetinib,3.3333,uM,2,1843,2130,5189,0.0998
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10056-101-1,Selumetinib,10,uM,2,1843,1833,5189,-0.0044
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10051-104-1,Lapatinib,1.9245,uM,2,1843,2106,5189,0.0935
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10051-104-1,Lapatinib,3.3333,uM,2,1843,2272,5189,0.1469
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10051-104-1,Lapatinib,5.7735,uM,2,1843,1914,5189,0.0245
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10051-104-1,Lapatinib,10,uM,2,1843,1575,5189,-0.1003
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10024-101-1,NVP-TAE684,0.3704,uM,2,1843,3171,5189,0.4361
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10024-101-1,NVP-TAE684,1.1111,uM,2,1843,2016,5189,0.0600
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10024-101-1,NVP-TAE684,3.3333,uM,2,1843,848,5189,-0.4078
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10018-101-1,Neratinib,0.0713,uM,2,1843,2705,5189,0.2885
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10018-101-1,Neratinib,0.1235,uM,2,1843,2302,5189,0.1598
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10018-101-1,Neratinib,0.2138,uM,2,1843,2087,5189,0.0813
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10018-101-1,Neratinib,0.3704,uM,2,1843,2048,5189,0.0725
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10018-101-1,Neratinib,0.6415,uM,2,1843,1758,5189,-0.0322
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10018-101-1,Neratinib,1.1111,uM,2,1843,1654,5189,-0.0711
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10018-101-1,Neratinib,1.9245,uM,2,1843,1711,5189,-0.0497
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10032-101-1,Saracatinib,0.2138,uM,2,1843,2955,5189,0.3680
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10032-101-1,Saracatinib,0.3704,uM,2,1843,2782,5189,0.3176
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10032-101-1,Saracatinib,0.6415,uM,2,1843,2265,5189,0.1473
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10032-101-1,Saracatinib,1.1111,uM,2,1843,1703,5189,-0.0531
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10032-101-1,Saracatinib,1.9245,uM,2,1843,1443,5189,-0.1517
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10032-101-1,Saracatinib,3.3333,uM,2,1843,1165,5189,-0.2655
