Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Replicate,Seeding Density,IC50,EC50,Emax,Einf,IC Hill Coefficient,IC_AUC,IC Curve Fit,IC r2,GR50,GEC50,GRmax,GRinf,GR Hill Coefficient,GR_AOC,GR Curve Fit,GR r2
50105-3,BT-20,10250-999-4,Etoposide,3,5000.00,2.2034,0.9445,0.3543,0.3406,1.3495,0.7773,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9877,0.8879,1.05,-0.0930,-0.1239,1.3204,0.3713,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9912
50105-3,BT-20,10264-999-2,Methotrexate,3,156.25,inf,inf,0.9392,0.9392,0.0000,0.9524,flat fit: x = Einf,0.2299,inf,inf,0.9218,0.9218,0.0000,0.1167,flat fit: x = Einf,0.2226
50105-3,BT-20,10264-999-2,Methotrexate,3,312.50,inf,inf,1.0075,1.0075,0.0000,1.0421,flat fit: x = Einf,-3.507,inf,inf,1.0411,1.0411,0.0000,-0.0445,flat fit: x = Einf,-1.1546
50105-3,BT-20,10264-999-2,Methotrexate,3,625.00,12.7108,12.2258,0.7553,0.0884,5.0000,0.9853,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.511,inf,inf,0.5612,0.5612,0.0000,0.0625,flat fit: x = Einf,0.4448
50105-3,BT-20,10264-999-2,Methotrexate,3,1250.00,inf,inf,0.9085,0.9085,0.0000,0.9858,flat fit: x = Einf,0.4105,inf,inf,0.8658,0.8658,0.0000,0.0388,flat fit: x = Einf,0.3205
50105-3,BT-20,10264-999-2,Methotrexate,3,2500.00,inf,0.0866,0.6073,0.6506,5.0000,0.8124,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9688,inf,0.0887,0.4708,0.5386,5.0000,0.2497,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9667
50105-3,BT-20,10264-999-2,Methotrexate,3,5000.00,inf,0.1004,0.4861,0.5091,2.2595,0.7424,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9828,0.1369,0.1068,0.1643,0.1993,2.0464,0.4147,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9846
50105-3,BT-20,10024-101-1,NVP-TAE684,4,156.25,3.3458,1.2865,0.4236,0.4415,2.2452,0.8973,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9663,0.9059,1.1161,-0.3827,-0.3248,2.3985,0.2908,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9858
50105-3,BT-20,10024-101-1,NVP-TAE684,4,312.50,2.2326,1.6422,0.3218,0.3222,3.3666,0.8929,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9794,1.454,1.6739,-0.2981,-0.2996,3.3346,0.2323,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9937
50105-3,BT-20,10024-101-1,NVP-TAE684,4,625.00,1.838,1.3623,0.2442,0.2543,2.3716,0.8461,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9776,1.3203,1.5865,-0.2256,-0.2372,2.1144,0.2487,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9858
50105-3,BT-20,10024-101-1,NVP-TAE684,4,1250.00,2.5924,2.0725,0.2424,0.2341,2.8206,0.8828,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9856,2.0395,2.2705,-0.1533,-0.1722,2.7574,0.1798,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9929
50105-3,BT-20,10024-101-1,NVP-TAE684,4,2500.00,2.7229,2.1662,0.2591,0.2528,3.0802,0.8829,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9916,2.2088,2.3626,-0.0991,-0.1128,3.0237,0.1696,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9948
50105-3,BT-20,10024-101-1,NVP-TAE684,4,5000.00,3.5506,2.4061,0.3072,0.2558,1.8418,0.8743,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9942,2.2664,2.6479,-0.0752,-0.1675,1.8570,0.1857,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9957
50105-3,BT-20,10049-101-1,PLX-4720,4,156.25,inf,inf,0.8655,0.8655,0.0000,1.0355,flat fit: x = Einf,0.4446,21.958,27.3526,0.6515,-0.9997,5.0000,-0.0341,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8479
50105-3,BT-20,10049-101-1,PLX-4720,4,312.50,inf,inf,0.8555,0.8555,0.0000,1.0423,flat fit: x = Einf,0.389,23.4797,29.2472,0.7375,-0.9994,5.0000,-0.0376,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.7578
50105-3,BT-20,10049-101-1,PLX-4720,4,625.00,inf,15.9659,0.7003,0.5038,1.8581,0.9917,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8963,23.816,19.7846,0.5648,0.1389,1.7544,0.0217,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9345
50105-3,BT-20,10049-101-1,PLX-4720,4,1250.00,23.8927,23.8926,0.7060,0.0000,5.0000,1.0263,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.845,21.4082,26.6681,0.6140,-0.9998,5.0000,-0.0241,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8958
50105-3,BT-20,10049-101-1,PLX-4720,4,2500.00,inf,12.0049,0.6032,0.5615,4.4079,0.9969,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9433,18.7391,12.2913,0.4825,0.4216,4.3924,0.0104,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9627
50105-3,BT-20,10049-101-1,PLX-4720,4,5000.00,62.9954,23.0622,0.6994,0.3457,1.1697,0.9687,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9721,26.5658,27.6747,0.5824,-0.0242,1.1573,0.0448,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9835
50105-3,BT-20,10071-101-1,Palbociclib,4,156.25,inf,inf,0.9482,0.9482,0.0000,0.8173,flat fit: x = Einf,0.2919,inf,inf,0.7722,0.7722,0.0000,0.4184,flat fit: x = Einf,0.4764
50105-3,BT-20,10071-101-1,Palbociclib,4,312.50,inf,0.0579,0.4611,0.5143,1.0098,0.6865,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9248,0.0803,0.0626,0.0121,0.1049,0.9467,0.5703,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9296
50105-3,BT-20,10071-101-1,Palbociclib,4,625.00,0.81,0.0387,0.4212,0.3901,0.4979,0.5944,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9032,0.0519,0.0431,0.0875,0.0454,0.5152,0.6287,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9057
50105-3,BT-20,10071-101-1,Palbociclib,4,1250.00,0.4745,0.1309,0.3239,0.3370,0.8701,0.6204,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9418,0.1592,0.1531,-0.0147,0.0167,0.8760,0.5445,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9466
50105-3,BT-20,10071-101-1,Palbociclib,4,2500.00,0.3058,0.0771,0.3408,0.3072,0.6917,0.5643,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9608,0.0998,0.0951,0.0565,0.0181,0.7556,0.6010,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9649
50105-3,BT-20,10071-101-1,Palbociclib,4,5000.00,0.6018,0.0792,0.3844,0.3405,0.5635,0.5951,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9286,0.0999,0.0953,0.0701,0.0142,0.6059,0.5919,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9333
50105-3,BT-20,10099-101-1,Nilotinib,4,156.25,inf,inf,1.0500,1.0500,0.0000,1.0385,flat fit: x = Einf,-2.1987,inf,inf,1.0500,1.0500,0.0000,-0.0346,flat fit: x = Einf,-1.0221
50105-3,BT-20,10099-101-1,Nilotinib,4,312.50,inf,inf,1.0500,1.0500,0.0000,1.0500,flat fit: x = Einf,-inf,inf,inf,1.0500,1.0500,0.0000,-0.0500,flat fit: x = Einf,-inf
50105-3,BT-20,10099-101-1,Nilotinib,4,625.00,inf,inf,1.0500,1.0500,0.0000,1.0430,flat fit: x = Einf,-7.0398,inf,inf,1.0500,1.0500,0.0000,-0.0428,flat fit: x = Einf,-6.6624
50105-3,BT-20,10099-101-1,Nilotinib,4,1250.00,inf,inf,0.5174,0.5174,0.0000,0.9856,flat fit: x = Einf,0.349,inf,inf,0.3408,0.3408,0.0000,0.0323,flat fit: x = Einf,0.3757
50105-3,BT-20,10099-101-1,Nilotinib,4,2500.00,7.0539,4.5265,0.3552,0.4456,5.0000,0.9282,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9492,5.1679,4.5623,0.0841,0.2319,5.0000,0.1074,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9411
50105-3,BT-20,10099-101-1,Nilotinib,4,5000.00,5.2447,4.4998,0.2647,0.2675,5.0000,0.8904,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9957,4.4058,4.6487,-0.1607,-0.1539,5.0000,0.1726,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9967
50105-3,BT-20,10102-999-6,Taxol,4,156.25,inf,0.0074,0.6360,0.6234,5.0000,0.7978,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9748,0.0085,0.0083,0.0460,0.0496,5.0000,0.5161,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9909
50105-3,BT-20,10102-999-6,Taxol,4,312.50,0.0092,0.0042,0.3435,0.3436,1.4916,0.5845,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.987,0.0034,0.0044,-0.2189,-0.2189,1.4628,0.7694,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9873
50105-3,BT-20,10102-999-6,Taxol,4,625.00,0.0091,0.0057,0.2818,0.2928,1.8540,0.5753,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9928,0.0054,0.0062,-0.1835,-0.1578,1.8754,0.6838,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9944
50105-3,BT-20,10102-999-6,Taxol,4,1250.00,0.0076,0.0056,0.2332,0.2451,2.2389,0.5436,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9906,0.0055,0.0063,-0.1980,-0.1724,2.1963,0.6926,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9929
50105-3,BT-20,10102-999-6,Taxol,4,2500.00,0.0054,0.0039,0.2058,0.1978,1.5928,0.4836,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9921,0.0038,0.0047,-0.2156,-0.2247,1.6937,0.7651,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9947
50105-3,BT-20,10102-999-6,Taxol,4,5000.00,0.0064,0.0052,0.1856,0.1979,2.3837,0.5084,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9973,0.0047,0.0057,-0.3348,-0.3052,2.3533,0.7816,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9979
50105-3,BT-20,10146-101-3,Omipalisib,4,156.25,0.147,0.0604,0.2064,0.2971,1.0133,0.5992,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9106,0.0214,0.0407,-0.7336,-0.5841,1.2069,0.9949,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9141
50105-3,BT-20,10146-101-3,Omipalisib,4,312.50,0.0433,0.0283,0.1314,0.1947,1.1652,0.4712,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9729,0.016,0.0321,-0.6620,-0.5448,1.0605,0.9931,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9753
50105-3,BT-20,10146-101-3,Omipalisib,4,625.00,0.0296,0.02,0.1044,0.1750,1.0999,0.4252,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.973,0.014,0.0302,-0.5935,-0.4788,0.8704,0.9575,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9674
50105-3,BT-20,10146-101-3,Omipalisib,4,1250.00,0.0166,0.0131,0.0928,0.1853,1.9922,0.3932,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9693,0.0124,0.018,-0.5507,-0.3554,1.4297,0.9556,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.952
50105-3,BT-20,10146-101-3,Omipalisib,4,2500.00,0.019,0.0144,0.0867,0.1337,1.1215,0.3619,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9892,0.0118,0.0239,-0.5293,-0.4426,0.8997,0.9748,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9819
50105-3,BT-20,10146-101-3,Omipalisib,4,5000.00,0.0134,0.0094,0.1080,0.1496,0.9841,0.3395,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9833,0.0065,0.0146,-0.5348,-0.4635,0.8204,1.0609,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.974
50105-3,BT-20,10250-999-4,Etoposide,4,156.25,inf,1.1743,0.6295,0.6835,1.6225,0.9084,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8742,2.2115,1.7688,0.0630,0.1134,1.1511,0.2479,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8716
50105-3,BT-20,10250-999-4,Etoposide,4,312.50,6.3199,2.9228,0.3836,0.2977,1.1733,0.8567,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9734,1.9263,3.117,-0.1748,-0.3631,1.1342,0.2899,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9853
50105-3,BT-20,10250-999-4,Etoposide,4,625.00,2.5152,1.3437,0.2567,0.2330,1.0003,0.7731,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9763,1.1459,1.8752,-0.1994,-0.2896,0.9276,0.3481,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.982
50105-3,BT-20,10250-999-4,Etoposide,4,1250.00,1.6555,1.0138,0.2298,0.2378,1.3160,0.7529,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9852,1.0298,1.3547,-0.1804,-0.1941,1.1964,0.3562,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9898
50105-3,BT-20,10250-999-4,Etoposide,4,2500.00,1.2598,0.8218,0.2066,0.2127,1.2965,0.7260,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9889,0.8166,1.1214,-0.2124,-0.2268,1.1791,0.3918,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9927
50105-3,BT-20,10250-999-4,Etoposide,4,5000.00,1.5832,0.8984,0.2505,0.2531,1.2454,0.7394,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9947,0.8394,1.0968,-0.1902,-0.1907,1.2074,0.3906,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9951
50105-3,BT-20,10264-999-2,Methotrexate,4,156.25,inf,inf,0.9744,0.9744,0.0000,0.9712,flat fit: x = Einf,0.0,inf,inf,1.0500,1.0500,0.0000,0.0702,flat fit: x = Einf,0.0
50105-3,BT-20,10264-999-2,Methotrexate,4,312.50,inf,inf,0.8767,0.8767,0.0000,0.9716,flat fit: x = Einf,0.3571,inf,inf,0.7616,0.7616,0.0000,0.0674,flat fit: x = Einf,0.4354
50105-3,BT-20,10264-999-2,Methotrexate,4,625.00,inf,inf,1.0130,1.0130,0.0000,1.0119,flat fit: x = Einf,-0.0478,inf,inf,1.0224,1.0224,0.0000,-0.0083,flat fit: x = Einf,-0.0132
50105-3,BT-20,10264-999-2,Methotrexate,4,1250.00,inf,0.0987,0.8337,0.8501,5.0000,0.9357,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8914,inf,0.0993,0.7802,0.8056,5.0000,0.0875,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9143
50105-3,BT-20,10264-999-2,Methotrexate,4,2500.00,inf,0.0655,0.5500,0.5450,3.8807,0.7419,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9949,0.1014,0.0673,0.4038,0.3961,3.8321,0.3420,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9958
50105-3,BT-20,10264-999-2,Methotrexate,4,5000.00,0.0945,0.0605,0.3815,0.3903,3.4013,0.6390,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9963,0.0668,0.0634,0.0644,0.0806,3.3627,0.5394,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9968
50105-3,BT-20,10024-101-1,NVP-TAE684,5,156.25,3.7985,2.6064,0.4258,0.4240,5.0000,0.9299,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9594,3.2449,2.7249,0.2931,0.2912,5.0000,0.0891,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9693
50105-3,BT-20,10024-101-1,NVP-TAE684,5,312.50,5.378,3.3335,0.4566,0.4543,5.0000,0.9727,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9494,3.174,3.3315,-0.1323,-0.1370,5.0000,0.1004,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.987
50105-3,BT-20,10024-101-1,NVP-TAE684,5,625.00,3.9743,3.1472,0.3465,0.3443,5.0000,0.9372,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9611,3.0988,3.2295,-0.1107,-0.1147,5.0000,0.1251,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9783
50105-3,BT-20,10024-101-1,NVP-TAE684,5,1250.00,3.7887,2.984,0.3500,0.3485,4.9999,0.9396,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.973,3.1295,3.1,0.0259,0.0231,4.9994,0.1000,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9866
50105-3,BT-20,10024-101-1,NVP-TAE684,5,2500.00,3.7611,3.111,0.3085,0.3064,4.9998,0.9283,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9778,3.2264,3.2542,-0.0182,-0.0219,4.9998,0.1084,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9879
50105-3,BT-20,10024-101-1,NVP-TAE684,5,5000.00,6.3327,6.3325,0.3264,0.0000,1.5727,0.9216,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9904,6.9448,11.1325,0.3103,-0.4957,1.4597,0.0739,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9948
50105-3,BT-20,10049-101-1,PLX-4720,5,156.25,inf,inf,0.7875,0.7875,0.0000,0.9796,flat fit: x = Einf,0.3487,inf,inf,0.7690,0.7690,0.0000,0.0264,flat fit: x = Einf,0.336
50105-3,BT-20,10049-101-1,PLX-4720,5,312.50,inf,inf,0.8739,0.8739,0.0000,1.0430,flat fit: x = Einf,0.2576,23.2891,29.0104,0.7281,-0.9996,5.0000,-0.0372,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.7713
50105-3,BT-20,10049-101-1,PLX-4720,5,625.00,27.3988,27.3915,0.8257,0.0007,5.0000,1.0411,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.5373,23.1789,28.869,0.7225,-0.9985,5.0000,-0.0370,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.7788
50105-3,BT-20,10049-101-1,PLX-4720,5,1250.00,inf,15.0972,0.7265,0.6594,4.9941,1.0201,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.845,inf,15.4385,0.6323,0.5315,4.9970,-0.0159,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9025
50105-3,BT-20,10049-101-1,PLX-4720,5,2500.00,inf,10.7502,0.6837,0.6694,5.0000,1.0082,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8947,inf,10.9052,0.5888,0.5689,4.9949,-0.0018,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9308
50105-3,BT-20,10049-101-1,PLX-4720,5,5000.00,46.6053,25.4846,0.6752,0.2474,1.1314,0.9594,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9635,57.67,34.2684,0.7244,0.2208,1.1196,0.0335,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9708
50105-3,BT-20,10071-101-1,Palbociclib,5,156.25,inf,0.1197,0.5598,0.5700,1.6005,0.7536,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9872,inf,0.1308,0.5320,0.5409,1.4099,0.2607,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9874
50105-3,BT-20,10071-101-1,Palbociclib,5,312.50,inf,0.0999,0.5008,0.5361,5.0000,0.7279,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9745,0.1074,0.1007,0.0693,0.1373,5.0000,0.5138,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9769
50105-3,BT-20,10071-101-1,Palbociclib,5,625.00,0.8801,0.1295,0.4370,0.4519,1.2217,0.6918,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9766,0.1843,0.1415,0.1103,0.1336,1.1763,0.4818,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.981
50105-3,BT-20,10071-101-1,Palbociclib,5,1250.00,0.4244,0.119,0.3754,0.3875,1.1726,0.6514,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9687,0.1731,0.1394,0.0917,0.1058,1.1003,0.4953,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9724
50105-3,BT-20,10071-101-1,Palbociclib,5,2500.00,0.5523,0.1513,0.3443,0.3204,0.7910,0.6193,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9868,0.1967,0.1849,0.0580,0.0244,0.8083,0.5265,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9865
50105-3,BT-20,10071-101-1,Palbociclib,5,5000.00,0.5672,0.1172,0.3781,0.3565,0.7917,0.6185,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9828,0.7494,0.1532,0.3879,0.3730,0.8633,0.3558,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9832
50105-3,BT-20,10099-101-1,Nilotinib,5,156.25,inf,inf,1.0500,1.0500,0.0000,1.0500,flat fit: x = Einf,-inf,inf,inf,1.0500,1.0500,0.0000,-0.0477,flat fit: x = Einf,-78.2793
50105-3,BT-20,10099-101-1,Nilotinib,5,312.50,inf,inf,1.0500,1.0500,0.0000,1.0403,flat fit: x = Einf,-0.4641,inf,inf,1.0500,1.0500,0.0000,-0.0336,flat fit: x = Einf,-0.0672
50105-3,BT-20,10099-101-1,Nilotinib,5,625.00,inf,inf,1.0500,1.0500,0.0000,1.0500,flat fit: x = Einf,-inf,inf,inf,1.0500,1.0500,0.0000,-0.0500,flat fit: x = Einf,-inf
50105-3,BT-20,10099-101-1,Nilotinib,5,1250.00,inf,6.3994,0.5665,0.5494,5.0000,0.9796,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9468,8.3302,6.366,0.3910,0.3697,4.9997,0.0445,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9688
50105-3,BT-20,10099-101-1,Nilotinib,5,2500.00,7.6378,5.7642,0.3813,0.3776,4.9997,0.9479,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9721,6.0266,5.7114,0.1175,0.1178,5.0000,0.0890,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9821
50105-3,BT-20,10099-101-1,Nilotinib,5,5000.00,7.6857,6.2847,0.3308,0.3172,5.0000,0.9219,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9916,7.7626,6.4158,0.3174,0.3072,5.0000,0.0827,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9952
50105-3,BT-20,10102-999-6,Taxol,5,156.25,inf,0.0039,0.5518,0.5741,5.0000,0.7328,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9728,inf,0.004,0.5202,0.5381,5.0000,0.2937,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.966
50105-3,BT-20,10102-999-6,Taxol,5,312.50,0.0142,0.0078,0.4488,0.4744,5.0000,0.7172,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9855,0.008,0.0079,-0.0295,0.0195,5.0000,0.5414,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9936
50105-3,BT-20,10102-999-6,Taxol,5,625.00,0.0092,0.0061,0.3901,0.4103,4.2096,0.6613,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9912,0.0065,0.0063,0.0254,0.0624,4.2108,0.5407,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9939
50105-3,BT-20,10102-999-6,Taxol,5,1250.00,0.0078,0.0054,0.3550,0.3656,3.4833,0.6209,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9911,0.006,0.0057,0.0558,0.0741,3.4241,0.5493,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9917
